k1 k2
6.419408727120690106e-02 -1.136005712556090175e-02
6.403522855198037766e-02 -1.197576073701658861e-02
6.252461111479504230e-02 -9.538576543927618223e-03
6.392043307219805182e-02 -1.355014857779626714e-02
6.238906055261755901e-02 -1.111124729678746037e-02
6.512626377643998543e-02 -1.128298521796755605e-02
6.324937042335851412e-02 -8.961094583607304154e-03
6.387288772947641302e-02 -1.205867239283009429e-02
6.501635328713248341e-02 -1.051506735525499503e-02
6.217899208531280086e-02 -1.153674954271113884e-02
6.148560082933246518e-02 -1.316086604096269874e-02
6.456994694636117305e-02 -1.138397820323706899e-02
6.343575642444063134e-02 -1.255256847317166857e-02
6.316745286211195021e-02 -1.149625882582142045e-02
6.431143796675445334e-02 -1.162943507456151715e-02
6.261431073377166090e-02 -1.200263474725450641e-02
6.378672250468539473e-02 -9.851926197306445920e-03
6.261708186350184446e-02 -1.190062408130435068e-02
6.371796366301760162e-02 -1.179197373300309992e-02
6.329733297158421368e-02 -1.183969424248777769e-02
6.505098689521265909e-02 -1.033322973793177058e-02
6.434459891452923297e-02 -1.222407151932923541e-02
6.393934348038202153e-02 -1.105150213241043455e-02
6.274732177981828807e-02 -1.177964673519202310e-02
6.493666552965646210e-02 -1.296627455672162699e-02
6.364578164024803364e-02 -1.178488599255647640e-02
6.153625313984284473e-02 -1.091129123385578548e-02
6.444229254659744610e-02 -8.842649934194521388e-03
6.526006840323420044e-02 -1.021232792712535586e-02
6.374869723549195233e-02 -1.380712105393640254e-02
6.267464220521010154e-02 -1.069869036603603163e-02
6.300027282625081382e-02 -1.341404751226205061e-02
6.307675238694809838e-02 -1.061846922572054486e-02
6.370175652976753367e-02 -1.159309103711872457e-02
6.343923349973343284e-02 -1.289475602821943401e-02
6.370695734818457301e-02 -1.050518940529826528e-02
6.338456445867654554e-02 -1.218938103217546975e-02
6.474273735369287519e-02 -1.144079672923561941e-02
6.505098689521265909e-02 -1.033322973793177058e-02
6.610920789133761799e-02 -1.119887555936517620e-02
6.226902459222655173e-02 -1.254561070002636891e-02
6.506737779035651204e-02 -1.003248439791185054e-02
6.392798084195713826e-02 -1.121906586089393976e-02
6.475203133958212787e-02 -1.085549002018577902e-02
6.316832929928983820e-02 -1.279928977670263812e-02
6.479880779457772300e-02 -1.269980285604441206e-02
6.410110328780560529e-02 -1.313535154803885385e-02
6.311327276508707507e-02 -1.118368435156298635e-02
6.421015277986136249e-02 -1.063451505767910865e-02
6.289222454881093771e-02 -1.248129813075227190e-02
6.331143042290846012e-02 -1.102389147595958518e-02
6.206471820827996755e-02 -1.249688362929579633e-02
6.438238069046803291e-02 -1.029580299519890219e-02
6.530108862597325259e-02 -1.184358888383030273e-02
6.369591900926427352e-02 -1.109797840887713494e-02
6.371602993258113079e-02 -1.065892068106760737e-02
6.388260223881300770e-02 -9.038535052573903883e-03
6.382223375139717270e-02 -1.221112877993343893e-02
6.405115351960652403e-02 -1.219920506713770281e-02
6.397257897984959252e-02 -1.062876587502245562e-02
6.462278075591554316e-02 -1.279925281900605449e-02
6.379537760173012440e-02 -1.166063544781476002e-02
6.505038270711158144e-02 -1.108582965183278757e-02
6.213129152154434065e-02 -1.192644137696395601e-02
6.449239692174288385e-02 -1.182732914961724668e-02
6.506737779035651204e-02 -1.003248439791185054e-02
6.295576932660293390e-02 -1.161657186880316051e-02
6.224796445096811293e-02 -1.048155084882136656e-02
6.497508487152656165e-02 -1.083329890711695609e-02
6.605588148458724218e-02 -1.049201896621132502e-02
6.634624394512653178e-02 -1.205162801798086158e-02
6.141091352585106855e-02 -1.252686642049780086e-02
6.203485881997569673e-02 -1.144738632856825977e-02
6.388085999363549150e-02 -1.243665429757404017e-02
6.255925194785433296e-02 -1.288497109886063696e-02
6.372311581059689201e-02 -1.173032383100339193e-02
6.482723802688244996e-02 -1.152218634651307194e-02
6.375309429116834958e-02 -1.174881911922194544e-02
6.352563525887974794e-02 -1.084027694597149150e-02
6.416679402024724754e-02 -1.102651553779049332e-02
6.327410498302526998e-02 -1.054802408253915913e-02
6.222813720461639608e-02 -1.119550028477941939e-02
6.487558424561939985e-02 -1.146239152265897399e-02
6.474572240053055872e-02 -9.404140397693744324e-03
6.320507410123832326e-02 -9.980735668976531416e-03
6.320659145555038161e-02 -1.258625198429044745e-02
6.398876908391573637e-02 -1.049933812782846698e-02
6.268320097217144893e-02 -1.177940869271712487e-02
6.289840110846789401e-02 -9.755354278196098905e-03
6.141021823214956599e-02 -1.334818633049617009e-02
6.401243782121471271e-02 -1.298953560570685617e-02
6.268643365875978257e-02 -1.217467079541209585e-02
6.293175027550632072e-02 -1.291175747692492604e-02
6.571676823574851278e-02 -1.103760205556161833e-02
6.263595822219256148e-02 -1.272959760405541207e-02
6.419465694266257572e-02 -1.214778607001840149e-02
6.103985422321228649e-02 -1.178509579598829848e-02
6.326270891548196884e-02 -9.826306992830366460e-03
6.332580154173647613e-02 -1.002504818070995563e-02
6.346186902920308848e-02 -1.104967642847987097e-02
6.456890821529689961e-02 -1.202442284513367821e-02
6.191036291966431349e-02 -1.037305188186180005e-02
6.302369503303500986e-02 -1.045588426685056804e-02
6.358775770360244883e-02 -1.211327253325872322e-02
6.230787448220437286e-02 -1.388359231220820389e-02
6.469716291758470517e-02 -1.159693138657218181e-02
6.288680975984128896e-02 -1.359298599015537623e-02
6.363904682308244021e-02 -1.189126265102628810e-02
6.429899523359958180e-02 -1.389841503340812079e-02
6.390153046330313003e-02 -1.031652931348019109e-02
6.365204453283537789e-02 -1.168379883745171433e-02
6.623049061720298614e-02 -1.114830905838851138e-02
6.336804819116820253e-02 -1.007544332897125638e-02
