,sweep,permcount,dH,pdeconfined,pconfined,action,wilson,acceptance,nmat,ndec,ntime,ntau,udtau,adtau,temperature,pdec,pdec_var,pcon,pcoeff,utau,atau,mdtu,freq
0,10.0,0.0,10.9925135232406,0.203948214853961,0.0,35.9430485765035,0.05657994819301572,0.5,16,16,24,400,0.0025,0.0012,0.31,0.2,0.005,0.005,50000000.0,1.0,0.48,10.0,
1,20.0,0.0,0.16161439244388,0.203795719934285,0.0,36.5905514912044,0.06089046168002299,0.6,16,16,24,400,0.0025,0.0012,0.31,0.2,0.005,0.005,50000000.0,1.0,0.48,20.0,10.0
2,30.0,0.0,1.43908806274339,0.205258543623304,0.0,36.1557724668237,0.09428966985031806,0.533333333333333,16,16,24,400,0.0025,0.0012,0.31,0.2,0.005,0.005,50000000.0,1.0,0.48,30.0,10.0
3,40.0,0.0,12.9376815566575,0.194792962159976,0.0,36.1518425976143,0.06573066269532975,0.425,16,16,24,400,0.0025,0.0012,0.31,0.2,0.005,0.005,50000000.0,1.0,0.48,40.0,10.0
4,50.0,0.0,292.533875349756,0.204870017592599,0.0,35.4919078809742,0.04728488757790244,0.5,16,16,24,400,0.0025,0.0012,0.31,0.2,0.005,0.005,50000000.0,1.0,0.48,50.0,10.0
5,60.0,0.0,-0.08858590916133835,0.202228054413524,0.0,35.5311432868329,0.07237065493095393,0.516666666666667,16,16,24,400,0.0025,0.0012,0.31,0.2,0.005,0.005,50000000.0,1.0,0.48,60.0,10.0
6,70.0,0.0,-0.08764626608899562,0.202470005497728,0.0,35.9939056547059,0.06047632391532535,0.528571428571429,16,16,24,400,0.0025,0.0012,0.31,0.2,0.005,0.005,50000000.0,1.0,0.48,70.0,10.0
7,80.0,0.0,55.4391945120115,0.19566464740912,0.0,35.7312483783355,0.0773066298489166,0.5125,16,16,24,400,0.0025,0.0012,0.31,0.2,0.005,0.005,50000000.0,1.0,0.48,80.0,10.0
8,90.0,0.0,600.850480326299,0.202117502114504,0.0,36.0297465756804,0.05059869003184789,0.511111111111111,16,16,24,400,0.0025,0.0012,0.31,0.2,0.005,0.005,50000000.0,1.0,0.48,90.0,10.0
9,100.0,0.0,-0.217034359618992,0.196049588535311,0.0,36.6939302267662,0.05791421511690161,0.53,16,16,24,400,0.0025,0.0012,0.31,0.2,0.005,0.005,50000000.0,1.0,0.48,100.0,10.0
10,110.0,0.0,-0.124285809604771,0.204574725324244,0.0,36.2297067230983,0.06511451256418464,0.572727272727273,16,16,24,400,0.0025,0.0012,0.31,0.2,0.005,0.005,50000000.0,1.0,0.48,110.0,10.0
11,120.0,0.0,0.74299684766811,0.19598304817095,0.0,35.7023469267477,0.0766257786015755,0.575,16,16,24,400,0.0025,0.0012,0.31,0.2,0.005,0.005,50000000.0,1.0,0.48,120.0,10.0
12,130.0,0.0,0.220232794530602,0.202563366543992,0.0,35.8500031388121,0.09259429558338199,0.592307692307692,16,16,24,400,0.0025,0.0012,0.31,0.2,0.005,0.005,50000000.0,1.0,0.48,130.0,10.0
13,140.0,0.0,0.444513578917395,0.203281569703943,0.0,35.9963878741408,0.0850609558818351,0.564285714285714,16,16,24,400,0.0025,0.0012,0.31,0.2,0.005,0.005,50000000.0,1.0,0.48,140.0,10.0
14,150.0,0.0,-0.263451455499307,0.195428579755538,0.0,36.5586346819398,0.07632760012383229,0.573333333333333,16,16,24,400,0.0025,0.0012,0.31,0.2,0.005,0.005,50000000.0,1.0,0.48,150.0,10.0
15,160.0,0.0,-0.06864495842091856,0.202398241484934,0.0,36.1154436298135,0.05978029659822894,0.58125,16,16,24,400,0.0025,0.0012,0.31,0.2,0.005,0.005,50000000.0,1.0,0.48,160.0,10.0
