k1 k2 k3 k4 k5
7.969552375792843257e-02 -1.933096567171410651e-02 4.287893322558994358e-03 -3.561900028039771682e-03 1.398948511217051882e-03
7.896962666573342782e-02 -1.931239279122637376e-02 4.680665514189746856e-03 -2.820034151592862304e-03 9.889148114722301486e-04
7.981413380268828628e-02 -1.689549252285210690e-02 4.907764746146486834e-03 -2.550879660546817584e-03 3.635910529522223822e-04
7.925938287787748227e-02 -1.824797478279822915e-02 6.919029705487717008e-03 -4.176230446775300309e-03 9.485909150060284345e-04
8.016698558976328992e-02 -1.904189055118422902e-02 5.823199329284406423e-03 -3.339411450700408013e-03 1.066417185504639487e-03
7.778299684569950356e-02 -2.031611320605752891e-02 6.004442498551004759e-03 -3.356279454153315855e-03 7.593834408282651438e-04
7.978436161737481602e-02 -1.954359856563728237e-02 5.688334749673895629e-03 -2.587630768350474009e-03 4.919253429405134881e-04
7.965102428604492468e-02 -1.780187716375296325e-02 7.872877237246986293e-03 -2.409528542434397069e-03 2.994111728315457244e-03
8.005841480159167634e-02 -1.715123113583123804e-02 6.262528631807512403e-03 -8.119696924693831086e-04 7.641866054090423743e-04
7.896264719633114271e-02 -2.056554041712221892e-02 5.795004824167504509e-03 -3.811128836521238128e-03 1.307692137250682229e-03
7.955026127685968507e-02 -1.871039543230783309e-02 5.290284332308645143e-03 -3.364026561092275935e-03 6.168698272866202093e-04
7.948273742916367457e-02 -1.788732547815539975e-02 6.622987482122977276e-03 -3.069190397088333855e-03 2.614103130699207966e-04
7.956987211172747432e-02 -1.885278848394456030e-02 4.162150378434564812e-03 -3.434659633941392065e-03 -6.438476825806893622e-05
8.141972876241174162e-02 -1.733578815802161444e-02 8.031605750558057366e-03 -5.054245215135727554e-04 9.918877210292331714e-04
7.781857273393824603e-02 -1.988244098755917455e-02 5.665491691916074712e-03 -2.666364252622024922e-03 2.327602080953131147e-03
7.981592260589048804e-02 -1.892306124450063298e-02 5.500039121236130479e-03 -3.812970541556326420e-03 1.188727865438138354e-03
7.992495174217015275e-02 -1.878809519745967826e-02 6.062483038051860729e-03 -2.319617792002653944e-03 1.344932341302063072e-03
8.093805389214051016e-02 -1.949733036797429708e-02 6.105398963575314752e-03 -1.933856427593444449e-03 1.140988258320943527e-03
7.754430432033329601e-02 -1.941091880229135758e-02 6.883452085466965076e-03 -2.476026677275450227e-03 1.355887844258441000e-03
7.929760444197739289e-02 -2.042370044838344445e-02 5.011922281495079234e-03 -1.728923256854406065e-03 1.457720184105310013e-03
8.045171725132346796e-02 -1.768116770318833852e-02 6.361051342758800020e-03 -3.268637012716901769e-03 1.097506231029582446e-03
8.000155254864133036e-02 -1.716860069191819549e-02 6.587217620701579790e-03 -7.178841840099758898e-04 2.343537741155365950e-03
7.927549232902961207e-02 -1.939775831062783007e-02 6.308574250573184550e-03 -1.545210183251363723e-03 1.768189060296493365e-04
7.879673849519372442e-02 -1.874140338726852650e-02 6.192111740851408141e-03 -3.050139424960976453e-03 5.336713853666408269e-04
7.939232940477214395e-02 -2.018888246356323468e-02 5.165048960007731504e-03 -4.646612394320667749e-03 1.506094156609599777e-04
8.021568211785856661e-02 -1.918828285704576864e-02 7.867328470762394166e-03 -2.012419227721690129e-03 1.014789866514889671e-03
7.917615934120311727e-02 -1.894741564849736215e-02 6.205330569333630808e-03 -2.800639076664293570e-03 1.507686086193379960e-03
7.916298817233691221e-02 -1.773430220511203192e-02 6.759535396623078674e-03 -3.247028457218678610e-03 1.134135648536746532e-03
8.052169395353322989e-02 -1.856947772333088220e-02 5.871195180451801998e-03 -3.365470315476459806e-03 7.443577709778520513e-04
8.022072367144367222e-02 -1.881474542858049825e-02 5.401312397762120243e-03 -2.498387712489086310e-03 1.167053799808775993e-03
8.031724177379112595e-02 -1.815797034459594450e-02 4.696379003457609724e-03 -3.502484280038048459e-03 9.176556756423231986e-04
7.804049362882428675e-02 -1.983007695815842963e-02 5.725397053618935805e-03 -2.508396228646542214e-03 1.126714929505029383e-03
7.982150744664634479e-02 -1.669707540138723467e-02 6.592060071275954170e-03 -2.599755694889849256e-03 3.634781969033412663e-04
7.847530834820476420e-02 -2.143859669343364804e-02 5.621924902932867729e-03 -2.582224839832336638e-03 5.481500239604697455e-04
7.875021874644014264e-02 -1.812505454386287296e-02 5.703738469524904930e-03 -3.702671116368100312e-03 1.167006922173641215e-04
7.911086421604157648e-02 -1.970992144647891464e-02 7.619132178038640069e-03 -2.306297886203720338e-03 1.877924673364117503e-03
8.119421064854967507e-02 -1.758720641987901456e-02 5.276934082195844367e-03 -3.233814690715153262e-03 7.202243434704103109e-04
7.978425148577183990e-02 -1.958629702234046532e-02 6.183622397950602756e-03 -3.365231912294999739e-03 1.405485139545456508e-03
7.910178069251011523e-02 -1.828073482580902520e-02 6.622483432186118679e-03 -5.275994458110486174e-03 1.212776603804185949e-03
8.113255246438108581e-02 -1.975904256767176126e-02 6.778777653088763344e-03 -2.434648671855429991e-03 1.254703791555941694e-03
7.827165052663673239e-02 -1.724964677428640625e-02 7.261064534572675422e-03 -2.738090298532461220e-03 1.630231716614652382e-03
7.897626513660646608e-02 -2.023061694835072422e-02 5.383918646414048714e-03 -3.470077984634001300e-03 -3.413426365578842159e-04
8.126654981485653684e-02 -1.817101313427182951e-02 5.407364255774413375e-03 -2.003995655607548887e-03 4.577891649800436280e-04
7.966521469199860928e-02 -1.775095913821665705e-02 5.189631079920806189e-03 -3.545417581550663888e-03 2.329368414284327393e-03
8.019634369877504110e-02 -1.894427154453690032e-02 6.438347762017765374e-03 -3.500690984499871261e-03 1.506173452393982926e-03
7.958243102650516820e-02 -1.941069404404376086e-02 4.939456648906909164e-03 -2.979252326819767371e-03 2.292590994278059791e-03
7.783455141534356692e-02 -1.856354248249107719e-02 6.777368938400502030e-03 -2.672258521218218164e-03 1.569502589585741736e-03
7.986631888783224387e-02 -1.838864708553124283e-02 7.228782135328404301e-03 -1.591077199384144381e-03 2.040636992635083691e-03
8.056319823632487886e-02 -1.843936164802310873e-02 6.599393115482146688e-03 -2.881129165922952096e-03 5.607180426754621028e-05
7.966532936061856973e-02 -1.835446236772944606e-02 6.275957205106652559e-03 -2.933775800759194641e-03 1.224080013347020324e-03
8.034928362418700121e-02 -1.847706671004455126e-02 6.024066323261981215e-03 -3.068258914980970253e-03 7.263371378755517638e-04
