weight logl k1 k2 k3 k4
0.000000000000000000e+00 -1.824752634495921433e+07 8.943483264298905944e-01 6.127477311704455643e-01 1.034935280341008346e-01 7.727899500938553157e-01
0.000000000000000000e+00 -1.824752634495921433e+07 5.390984738717364833e-01 2.515658725955302044e-01 9.065174156845476894e-01 2.048773787388475931e-01
0.000000000000000000e+00 -1.824752634495921433e+07 5.201549910395188991e-01 7.666951698877066956e-02 2.158990158632164702e-01 1.724962949350631325e-01
0.000000000000000000e+00 -1.824752634495921433e+07 7.170630258162991044e-02 4.700121143537707713e-01 5.346770729858435489e-01 3.551563478390518114e-02
0.000000000000000000e+00 -1.824752634495921433e+07 9.346213244461049063e-01 9.002874695382487857e-01 5.618352713759741102e-01 1.201757461738806043e-02
0.000000000000000000e+00 -1.824752634495921433e+07 4.684935954387750012e-01 1.663225964912524724e-01 4.637373277317420328e-01 2.125917434875179701e-02
0.000000000000000000e+00 -1.824752634495921433e+07 8.621891038024299680e-01 9.696505963136318185e-01 1.506265151803387603e-01 3.445673653247036672e-01
0.000000000000000000e+00 -1.824752634495921433e+07 4.036377633803192033e-01 8.911252517265865203e-01 4.522140669885050812e-01 5.777649622975555843e-02
0.000000000000000000e+00 -1.824752634495921433e+07 7.400276505103936531e-01 9.461512746002873619e-01 8.931452272534787795e-01 1.173149365918089160e-01
0.000000000000000000e+00 -1.824752634495921433e+07 6.778541237730142388e-01 2.918439026560226690e-02 6.288959999599681439e-01 3.168922662865466533e-01
0.000000000000000000e+00 -1.824752634495921433e+07 2.140910438597638521e-01 3.019121129393443903e-01 6.802708264320600495e-02 1.470296991950876819e-01
0.000000000000000000e+00 -1.824752634495921433e+07 6.023891450349737609e-01 9.622539754481373997e-02 7.584957676207116917e-01 1.211275580311300670e-01
0.000000000000000000e+00 -1.824752634495921433e+07 2.798404226341675294e-01 7.390177126780861361e-02 5.926849432201924950e-01 1.733216351451183357e-03
0.000000000000000000e+00 -1.824752634495921433e+07 8.712468248224571887e-01 5.260023001899898354e-01 8.404802648311605617e-01 1.049321110324180628e-01
0.000000000000000000e+00 -1.824752634495921433e+07 8.388973169856742684e-01 4.217339922861463863e-01 9.620255902471966936e-01 3.007195481882545263e-01
0.000000000000000000e+00 -1.824752634495921433e+07 6.741929280392914281e-01 8.713553297984880652e-01 1.910655165884734830e-01 9.407110019769662212e-01
0.000000000000000000e+00 -1.824752634495921433e+07 8.530960410626251544e-01 5.420944942491265905e-01 9.296430606521172146e-01 1.724844610688689439e-01
0.000000000000000000e+00 -1.824752634495921433e+07 8.809019922495145982e-01 9.026047300797642725e-01 5.140856688196882018e-02 6.812710325092432573e-01
0.000000000000000000e+00 -1.824752634495921433e+07 5.224257291704285100e-01 9.500339915533551061e-01 2.203756585139677870e-01 1.552930365935206725e-01
