k1 k2 k3 k4
6.394838471723579554e-02 -1.027104445821258594e-02 1.189690808849647174e-03 -1.670869918555126232e-03
6.352590912245356658e-02 -8.305467603849578384e-03 2.063943789033073628e-03 -2.329958391968256493e-03
6.497524372904039947e-02 -1.047886746956890047e-02 3.203850375473965562e-03 -7.383385112372797821e-04
6.301275946813461593e-02 -8.603218007336363438e-03 5.056928433108398568e-04 -2.009987133879398424e-04
6.231373515233107341e-02 -9.580638349260900410e-03 2.110604382480590901e-03 -1.639100849513450142e-03
6.320532666738337690e-02 -7.480672097083279626e-03 4.966843080975641422e-03 -1.305431597603240457e-03
6.440904096884450536e-02 -8.642183568289371620e-03 3.680521469632866416e-03 -1.006511918399816130e-03
6.390425994719914349e-02 -9.250506069679420573e-03 1.763890593341171931e-03 4.610374462902661064e-04
6.509660232715047679e-02 -8.970766814860198224e-03 2.092151446806453374e-03 -2.328831846807183359e-03
6.481055677201527643e-02 -1.072759775373689772e-02 3.545081868365884681e-03 -1.365014617177168210e-03
6.267200021282343103e-02 -9.615727654058603413e-03 1.568747215079574486e-03 -3.013967934690039985e-03
6.437898899803487507e-02 -8.979133540894856935e-03 1.302227335604172476e-03 -1.502679855450800295e-03
6.209507680223674830e-02 -1.045998255335327254e-02 2.433949020144404729e-03 -3.498544726821289919e-03
6.475114735007833633e-02 -7.267408707442343796e-03 2.699520958202389354e-03 -1.165006671276003214e-03
6.339804078725913561e-02 -8.046218485076167548e-03 3.223472336719990228e-04 -1.667895741745695215e-04
6.307717494722361873e-02 -8.757763375484131640e-03 3.657759452653716603e-03 -1.593690995600444138e-03
6.169743285710088676e-02 -1.094249892511206523e-02 1.787951076285071439e-03 -1.283121996964134426e-03
6.456672806501800865e-02 -1.067848854626567145e-02 1.786201547811616663e-03 -1.250231303087379064e-04
6.460731396197288978e-02 -7.342874419486902782e-03 2.640862990903200536e-03 -1.777801879711188304e-03
6.344907014610592921e-02 -1.132842749964539653e-02 2.833991550726666642e-04 -1.601179242915223844e-03
6.249708870978770703e-02 -8.372028119183652639e-03 1.690984689672742070e-03 -5.842562357678549034e-04
6.461816838500697435e-02 -1.027116490822377326e-02 5.171981866603780897e-04 -1.349525883209232169e-03
6.271254432657816236e-02 -9.972947736456405643e-03 2.720357915593885068e-03 -2.242098270975573238e-03
6.244834943874214006e-02 -1.019582130993064439e-02 1.705279187319413969e-03 1.490675726925350109e-04
6.094088107703907187e-02 -8.878737150880583462e-03 2.464020071182154714e-03 -1.160347892374485879e-03
6.604654008738417015e-02 -1.019021781178419683e-02 2.270913058952064856e-03 -1.121160744332425074e-03
6.432006780777363431e-02 -8.190492552938938298e-03 3.752279139040942679e-03 -5.177687539158898344e-04
6.323022765665839429e-02 -1.070142734752430047e-02 -1.192279247460709124e-04 -2.532490423408639835e-04
6.327750484390887165e-02 -9.493828286644828696e-03 1.470438298748308337e-03 -2.778894085160937832e-03
6.456672806501800865e-02 -1.067848854626567145e-02 1.786201547811616663e-03 -1.250231303087379064e-04
6.594139761181599946e-02 -8.160211294836849927e-03 3.313085720805089562e-03 -2.857178471381949247e-03
6.363667136948689129e-02 -8.874761895803134903e-03 1.547215921521516435e-03 -4.792880148409423002e-04
6.151823790260133040e-02 -9.142491515282138992e-03 3.782562980837275712e-03 -1.683991194906267475e-03
6.482282229637145732e-02 -1.101275950463349862e-02 2.055569270194498865e-03 -1.922456452026211071e-04
6.375142031492686545e-02 -9.686984376217150361e-03 4.542967604434039464e-03 -4.373631344989636904e-04
6.257995457244880377e-02 -1.027308906287058288e-02 2.086216435890977938e-03 -3.626653666955692579e-03
6.265690841175183823e-02 -8.991724516480822937e-03 2.891771309818394475e-03 -2.708652243261736037e-03
6.269733342836195100e-02 -1.108696982987351920e-02 1.930355256514262874e-03 -1.419928703038253470e-03
6.365344935480976574e-02 -9.825182925793415900e-03 1.681007980204207719e-03 -2.891452514955511477e-03
6.244424674348500459e-02 -1.131558739636430444e-02 3.132845407735368459e-03 -7.607484279122112003e-05
6.252479879156075393e-02 -1.070387987943008379e-02 2.205345487241910929e-03 -1.399320474923484992e-03
6.397023913427599129e-02 -8.819357985255654730e-03 2.988194222558651636e-03 -2.660634281602777818e-03
6.341285932645876477e-02 -9.967399855014977272e-03 1.496861549549421966e-03 -1.842752136270969787e-03
6.477437464814114754e-02 -9.602066639034068096e-03 2.009829950656349951e-03 -2.092648586281262157e-03
6.232409322591622725e-02 -1.078184331659945427e-02 2.543705100094828531e-03 -8.374895897147460744e-04
6.029987004896117386e-02 -1.193571450714933646e-02 2.120788015112173852e-03 -1.246115139894282686e-03
6.061431522677837580e-02 -1.117156460063113699e-02 3.469965887185066933e-03 -3.135774976931182678e-04
6.245671340908537372e-02 -8.642061875880568955e-03 3.065621534626014610e-03 -1.125952152188899880e-03
6.528772031166205081e-02 -8.983662063638750417e-03 4.274221297964730937e-03 -1.235065336100404920e-04
6.415107067362618709e-02 -8.990126542516824193e-03 1.324063130987679360e-03 -1.204232030677571119e-03
6.350709558219133632e-02 -1.133612577382092645e-02 -3.006846942480850826e-04 -3.935459997750079264e-04
6.457563720494638448e-02 -8.583040733632404939e-03 1.953556250582869080e-03 -2.293269393863858752e-03
6.165681739231523850e-02 -8.937405795303679512e-03 2.974104487729653523e-03 -2.274601670237255679e-03
6.375774376051582260e-02 -8.965006468406824802e-03 2.290419131208087933e-03 -1.062192055696853377e-03
6.423541767477053410e-02 -8.987089811251208760e-03 1.626890424890642395e-03 -6.017728197479088603e-04
6.588422803403520822e-02 -8.629783281759326186e-03 1.554226287909438176e-03 -1.215531076302803215e-03
6.484870372807680083e-02 -8.678670743697797230e-03 2.567278125408620215e-03 -7.931185815051033927e-04
6.333065350328442866e-02 -1.241726868175474507e-02 3.614184375309775765e-03 8.867650365214502228e-04
6.452199535576710887e-02 -9.266701548055339410e-03 1.038309233303016943e-03 -3.036181309884200541e-04
6.216812200557461643e-02 -1.164097539410331728e-02 3.157564286641087459e-03 1.214092787663628714e-03
6.408338337391514261e-02 -8.458370955570740368e-03 1.742562982649228931e-03 -1.881502927680453463e-03
6.480212726414483204e-02 -9.043188516442909886e-03 -2.092946168449349997e-04 2.325120948332148885e-06
6.300840048705877439e-02 -9.102524508751722032e-03 2.401529658479811813e-03 -5.142273306756039997e-04
6.274971774740431552e-02 -1.077722676017979497e-02 1.391689467249282441e-03 -1.431281320542682201e-03
6.356502178379902501e-02 -1.082881025865764513e-02 1.938647579781599406e-03 -2.175101506397561502e-03
6.328915133639306800e-02 -8.392181595723635645e-03 3.518503551036472610e-03 -1.591666057511667565e-03
6.403980610954254638e-02 -9.671424375123152672e-03 1.882974726340275184e-03 -2.422571134206588650e-03
6.336200005909939370e-02 -8.769573132968680462e-03 2.786244815378507989e-03 -1.169342325025024554e-04
6.481055677201527643e-02 -1.072759775373689772e-02 3.545081868365884681e-03 -1.365014617177168210e-03
6.278427539311756678e-02 -1.047577104488681132e-02 2.244937833055835052e-03 -3.376791110705712473e-03
6.329828131899284394e-02 -1.004351009924550620e-02 8.308533930244665910e-04 -8.936229865265377104e-04
6.350936623978051254e-02 -9.665184727444223189e-03 1.622041704556043129e-03 1.682863829144676249e-04
6.566696540490668532e-02 -9.444789410696818877e-03 1.715613095121290566e-03 -2.826370758399351923e-03
6.289259643493058660e-02 -8.754312573150915822e-03 3.613581400543089406e-03 -2.408136357090501223e-03
6.461816838500697435e-02 -1.027116490822377326e-02 5.171981866603780897e-04 -1.349525883209232169e-03
6.354010399186835190e-02 -8.014950162757120133e-03 1.892906848211417525e-03 -1.931030999238331214e-03
6.313489617118947517e-02 -1.045808614359602928e-02 2.263470593654212659e-03 -1.289317327337738406e-03
6.392131437158124485e-02 -8.166813254350091533e-03 2.385176354517709596e-03 -2.075575518910230399e-03
6.257232139894816636e-02 -9.773693933834343150e-03 3.636951841010718778e-03 -1.727796739420098260e-03
6.361862853428110198e-02 -8.481316801196750466e-03 3.191332690979847841e-03 -4.939475190817443906e-04
6.341823150010847399e-02 -1.164984304516872293e-02 1.007036625506566030e-03 3.349997084103051304e-04
6.561388888440569667e-02 -9.192820092175951752e-03 1.561575554136301891e-03 -4.530705391453393460e-05
6.580431925294075168e-02 -8.601161260696654765e-03 2.299246643691812975e-03 -9.169877259969094752e-04
6.392149899449464656e-02 -1.052659316644240228e-02 1.374467589131650458e-03 -2.326029466735490825e-03
6.389433464053009826e-02 -1.235257986694857091e-02 2.460544593970201421e-03 -9.294061121825070160e-04
6.516477433825804133e-02 -8.601465425944948562e-03 2.736948198006031174e-03 -8.994034782493637303e-04
6.399046207564165756e-02 -1.035563085885457535e-02 2.975199251304183612e-03 -2.154050222330797237e-03
6.370155276032254954e-02 -8.316504381206568652e-03 1.868136878184323280e-03 -1.593555815172828516e-03
6.419556927997766005e-02 -8.118055373757135373e-03 3.545147553988423073e-03 1.613931190725878539e-03
6.440237957823757853e-02 -1.061170043499715110e-02 1.489783986054066256e-03 -2.131277120599128772e-03
6.480699086135000009e-02 -8.592087346012605709e-03 4.058583962978618009e-03 -1.094673248388564057e-03
6.440859337884360936e-02 -8.676608214218770043e-03 2.406489166751304976e-03 -1.097225775803303827e-03
6.348219010507558102e-02 -7.760532374523218535e-03 3.890005728243578487e-03 -1.474887122376242199e-03
6.370329677394845347e-02 -8.477844019432939637e-03 4.491761964009244323e-03 -1.214939877471454821e-03
6.622655979189670528e-02 -8.793907979824613919e-03 2.013089155306360678e-03 -3.966969706800271833e-03
6.296122414485555430e-02 -1.063459840756317276e-02 3.077847008996270617e-03 2.708078891756338091e-04
6.352710549570148024e-02 -1.037737494316590126e-02 1.906178783140671795e-03 -2.955159584142025286e-03
6.469314980557713812e-02 -1.038758595960015407e-02 2.444357945269606813e-03 -1.583429074917999668e-03
