k1 k2 k3 k4
6.415010061571588262e-02 -1.013715445944692040e-02 2.416604344834843987e-03 -9.989300882589646768e-04
6.278021312536261056e-02 -8.604067434869730469e-03 3.022881877395230954e-03 -5.719945462535624969e-04
6.401282328444199421e-02 -1.142925381312051569e-02 6.550295605356887263e-04 -1.157275526016826594e-04
6.296505661373985596e-02 -7.961363247090458284e-03 3.020316774713441288e-03 -7.504297785080604744e-04
6.331740260924842434e-02 -9.107511889160591068e-03 2.063110931610018239e-03 -3.257973349717752098e-04
6.424178482503933862e-02 -8.761854574314456578e-03 7.339776773224171436e-06 -4.299568690231000967e-03
6.357175427414790692e-02 -1.027265649188965901e-02 2.487925256546563713e-04 -8.488249428352107051e-04
6.424071429315134085e-02 -9.259236028838990773e-03 1.271900159864294833e-03 -1.018705768233152398e-03
6.343503496342170478e-02 -8.624820592547335907e-03 2.980791497793913725e-03 -1.254638866119942020e-03
6.340838897812123287e-02 -1.110923165564384196e-02 2.107659047798388086e-03 -2.646297583208667703e-03
6.337290544055484975e-02 -8.550660486319527909e-03 2.075372905426850489e-03 -6.113287066197847786e-04
6.362063348178917388e-02 -9.142582450549260886e-03 4.157099493350829844e-04 -1.095533664394132689e-03
6.446902353564906707e-02 -8.183242129730317060e-03 4.279770675344976572e-03 7.360798782525546091e-04
6.362847465489782084e-02 -9.316293897115732192e-03 3.540041703139845675e-03 -1.489065396523964191e-04
6.474554903691243091e-02 -9.962413975059855598e-03 2.084890053748608696e-03 -3.991387578984595397e-05
6.295344870072494547e-02 -9.366653950047224009e-03 2.938660589794167555e-03 -1.207713528123363633e-03
6.227790403556018872e-02 -9.173712001313893971e-03 2.283746062723163162e-03 -6.606766533842761691e-04
6.346684517256359626e-02 -9.408513367217583023e-03 1.843857351647867904e-03 -1.157948388734120204e-03
6.269792223239437079e-02 -9.380923468780333341e-03 1.062575942693280706e-03 -7.604435760519001608e-04
6.394191301076435074e-02 -8.360104867466827683e-03 7.404562319829610662e-04 -6.600279949189741258e-04
6.521400338066532520e-02 -8.506118030367743055e-03 3.504998854954075038e-03 -7.287302847304999442e-04
6.336812928469989781e-02 -8.783623012407426600e-03 1.072403981219188784e-03 -2.941038826062697398e-04
6.298738053557129124e-02 -1.066277661121743658e-02 4.818020776271997319e-04 8.060133910735289842e-04
6.162717220911800853e-02 -1.068436194762488467e-02 4.130811280304597100e-03 -8.090202091703135867e-04
6.374863598229649209e-02 -9.453387866505819082e-03 1.824562236906218660e-03 -1.071780694759272290e-03
6.159313419714831928e-02 -1.027934446823694503e-02 1.081753539816515675e-03 -5.058011207072637960e-04
6.375400848812326493e-02 -8.604209015340244515e-03 2.652160250847315770e-03 -2.027766496650845740e-03
6.371742296289106822e-02 -7.434237922722200520e-03 2.660689939565766271e-03 -1.230084815244877894e-03
6.409237581295709751e-02 -1.036339162194806207e-02 1.718145387734376639e-03 -7.365021400015797637e-04
6.197862921772687161e-02 -9.154772937580116232e-03 2.572702734541951197e-03 -1.854766241945055016e-03
6.410851008333948164e-02 -9.452867926787150710e-03 2.584630604479970506e-03 -2.937931603408799885e-04
6.391851530792611036e-02 -8.070004710035078022e-03 2.505025083291340104e-03 3.181982883129486073e-04
6.394220806821196423e-02 -8.863399178262482137e-03 3.671825945375989386e-03 -2.662054459860382916e-03
6.402868351704479877e-02 -1.078029728799947962e-02 1.980099208349822559e-03 -1.043819393414482932e-03
6.306659859495652998e-02 -9.799512864270845669e-03 1.228685455459579967e-03 -1.120618897810315984e-03
6.354247000824628233e-02 -9.946887357139638786e-03 3.260151932412358455e-03 3.922554259219446227e-04
6.281688088277534443e-02 -9.808295843452941032e-03 1.307813019991679870e-03 -1.118195214134073967e-03
6.332818946432985929e-02 -9.531543113736051787e-03 8.119914654038107305e-04 -1.637801212464456979e-03
6.530423489018535865e-02 -8.606339584218608563e-03 2.977464242557917307e-03 -9.455985824388668526e-05
6.415554141371457297e-02 -8.401785660920577103e-03 1.972422300540357942e-03 5.853050505914836332e-04
6.360183244890579846e-02 -9.714011375534611914e-03 7.212813229556802597e-04 7.541332032099806737e-04
6.501655716715623590e-02 -8.491558901222287514e-03 8.474420553536282652e-04 -1.784709457700692226e-03
6.304197200854813610e-02 -9.791573812996362536e-03 2.684012581433317668e-03 -9.300180785074690926e-04
6.330870723171300174e-02 -9.920261291691226391e-03 1.966460666178934669e-03 -3.756741765295612545e-04
6.289895413313542627e-02 -9.751382388330953610e-03 1.778357172940905895e-03 4.929990711891180100e-04
6.465742002157057189e-02 -9.493667269108274631e-03 -7.705437958792360487e-05 -2.254461359536469311e-03
6.204400233911636087e-02 -7.921528591829624100e-03 3.991320367400644220e-03 -1.007089256128829158e-04
6.395724170089753247e-02 -8.702062121459408495e-03 2.872215346956724646e-03 -2.505515714648007264e-03
6.390684309357996806e-02 -7.642700918834149926e-03 2.082489805401932514e-03 -3.918487074746901389e-04
6.497011258524071353e-02 -8.999653455375067335e-03 2.152991030642745218e-03 -1.323794256020791038e-03
6.401909107899902973e-02 -7.524864641921966135e-03 2.214925064768308305e-03 -1.307056041415399772e-03
6.330529281602945146e-02 -8.998995894181682775e-03 1.296414144321689221e-03 -8.327604981265418482e-04
6.383487310516341995e-02 -1.104212763600624647e-02 2.579833018506977327e-03 -1.236602080465928899e-03
6.255055312003929280e-02 -8.107040303670348669e-03 3.376761016801094195e-03 -1.179331046925191639e-04
6.352075010127639088e-02 -8.593666933405533226e-03 2.182639095923241679e-03 -1.125081171362646293e-03
6.312584992551562024e-02 -1.013228527311552107e-02 1.949170724614507355e-03 -8.257336532912218363e-04
6.300246023405028928e-02 -9.844267646507184888e-03 8.277048415523263758e-04 -1.676661380094618403e-03
6.312640458674642630e-02 -1.028763791346211376e-02 8.641872065077577103e-04 -8.782794617669537063e-04
6.208908707652488479e-02 -9.604455961919861062e-03 2.017066120650293226e-03 -1.401882768479134622e-03
6.381103450985414760e-02 -8.029497720474051969e-03 1.932503877559138550e-03 -1.185700366651692983e-03
6.475579159760908032e-02 -8.065722615839404641e-03 2.470808231401666610e-03 -1.283788420340631342e-03
6.275687940063109926e-02 -8.822495694464208005e-03 2.042939165021656622e-03 -4.373800494330004618e-04
6.265821789975703493e-02 -1.034539840432709135e-02 2.098104586470750377e-03 -1.348502874710028054e-03
6.383487310516341995e-02 -1.104212763600624647e-02 2.579833018506977327e-03 -1.236602080465928899e-03
6.332958077053413293e-02 -8.322287882817538951e-03 3.555532215422069209e-03 -1.194496989375667950e-03
6.394191301076435074e-02 -8.360104867466827683e-03 7.404562319829610662e-04 -6.600279949189741258e-04
6.167599508271001674e-02 -9.405354292677484129e-03 3.097985247850404411e-03 -1.434762421201468685e-03
6.345478995379916221e-02 -9.892439649458378836e-03 1.998931656873190188e-03 -7.890703845688656903e-04
6.492188005601420842e-02 -7.021590278819642150e-03 1.588281646785441592e-03 -1.449355316051254006e-03
6.381294638966092392e-02 -8.630393128782734569e-03 2.911896615614834039e-03 -1.828513309483789651e-03
6.252462460497634766e-02 -9.355202602789727817e-03 1.436312786976354228e-03 -2.410757739420510415e-03
6.367368310155838151e-02 -8.510666733944641238e-03 1.336962363799723552e-03 -1.408472766658258601e-03
6.442350882751979313e-02 -8.030814637899424957e-03 1.670136296953672606e-03 1.289103723663045931e-03
6.344571091638140370e-02 -8.290034547812366594e-03 3.243022029287986885e-03 -1.861868315349610170e-03
6.342972592786197406e-02 -7.981383138942199640e-03 2.277366332265010063e-03 -9.446312000497558703e-04
6.507565361865921827e-02 -7.626994103522147239e-03 2.420934968214868976e-03 3.082002295212021847e-04
6.244537316704240615e-02 -9.875636941895374332e-03 1.898709073311466433e-03 -1.344260669538258068e-03
6.285078746850511489e-02 -9.497014001844453213e-03 1.170104747029471204e-03 -1.098500164397372969e-03
6.465035936626833957e-02 -7.524341684989319101e-03 4.262514330509031835e-03 -7.433717391782390660e-04
6.289895413313542627e-02 -9.751382388330953610e-03 1.778357172940905895e-03 4.929990711891180100e-04
6.510169169932214506e-02 -7.289186924336304996e-03 3.952943526270583097e-03 -5.477657236594019041e-04
6.240595047043392962e-02 -8.274367419486783337e-03 2.308873302253128257e-03 5.807597200661318571e-04
6.398976982213341880e-02 -9.218235079584746750e-03 1.987891926083035221e-03 -1.555968640972030248e-03
6.433799457819192047e-02 -1.005331774355543162e-02 9.817063095906852777e-04 -1.071591009033645570e-03
6.394191301076435074e-02 -8.360104867466827683e-03 7.404562319829610662e-04 -6.600279949189741258e-04
6.271518368770048757e-02 -9.693853007411989964e-03 1.628073647156044745e-03 -1.750473616775244379e-03
6.238319267217176667e-02 -9.161712920201389720e-03 2.200938843453736915e-03 -1.316707065625949413e-03
6.303503600850243749e-02 -9.254651810501196563e-03 3.756435259625962031e-03 7.791821641053853220e-06
6.380684122042962203e-02 -9.895797042501416896e-03 6.984927664909629241e-04 -1.160694996688999003e-03
6.373865085716276524e-02 -1.033099502333756359e-02 2.361581584296140734e-03 7.523738553646963645e-05
6.212687496967880807e-02 -7.970177003920747572e-03 3.648349809633244512e-03 -5.245096917203678766e-04
6.566777860578107417e-02 -9.036956516681252105e-03 3.047888990158328926e-03 -1.152681426048546287e-03
6.374892530398987289e-02 -6.821783184381050025e-03 3.304895281453792966e-03 -2.333115756466108692e-03
6.501355398490871185e-02 -8.569432012276334554e-03 2.496323626280688712e-03 -8.591360765114186560e-04
6.234973665567450363e-02 -1.116451132785666045e-02 1.284996079565225990e-03 -8.018838558289942409e-04
6.437716939273060990e-02 -8.881414858568886794e-03 3.016201413091890160e-03 -3.955272077984517409e-04
6.424950201539739170e-02 -7.013151592859173666e-03 3.020390634245417871e-03 -4.437881724205505751e-04
6.208782760640035869e-02 -9.625013723837991253e-03 7.743317781356423568e-04 -1.418658579026704780e-03
6.338066055339083849e-02 -8.376379028452646258e-03 2.130477002676905984e-03 -6.995238057552338740e-04
6.372611937929009707e-02 -1.017276905906902562e-02 1.884614089334490927e-03 -3.051392924902640580e-04
6.546104470647048923e-02 -8.409363962567695250e-03 2.226591875576985902e-03 -8.230526263440091084e-04
6.464969863754532753e-02 -8.674857452701703608e-03 1.201530751885365733e-03 -1.496446457852546041e-03
6.271269784546446013e-02 -1.046321472730903090e-02 -1.457948290192745411e-05 -2.614639730260256978e-03
6.409069638764097743e-02 -6.895209424680609489e-03 2.102421019273825742e-03 5.156287570559914268e-04
6.462932059454754019e-02 -9.050685415616252505e-03 6.592877901979987687e-04 1.582382757165518017e-04
6.420336478791541235e-02 -9.186420845859619155e-03 2.351345234429230713e-03 -1.011215424983752387e-03
6.294144718751132350e-02 -9.302968225857716211e-03 2.637642130172326849e-03 4.354789034532180469e-04
6.420758223572600731e-02 -1.023775719303035570e-02 1.355715199343077160e-03 -1.435835912129007630e-04
6.488206657697889734e-02 -8.788027565924269591e-03 2.341927182698280707e-03 -1.678065111808263454e-04
6.468784082642553557e-02 -9.722687823975867394e-03 9.406793171769789463e-04 -1.591645906945063360e-03
6.490904812944259250e-02 -8.103066112519985431e-03 2.278275967176848771e-03 -1.973235539361919977e-03
6.377806688614431896e-02 -9.923725745378281227e-03 8.944073357196880014e-04 -9.360827840218521878e-04
