,theta0,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,theta15,theta16,theta17,theta18,theta19,theta20,theta21,theta22,theta23
0,0.8122062210317251,-2.4615919558287667,-0.1555826985697474,-0.6643516529407276,2.763331462988532,0.011889697140678824,-1.0839030059698074,-2.227249948906904,1.4318602464231103,-0.8289307803628617,-3.0966683197871583,0.20648411245430226,2.1969456230137094,2.4333669176778274,-1.4358488961223796,2.940760801305888,1.1114658063189506,-1.702121056683717,-1.6186823467769267,1.6303096951166716,3.0864291684010685,2.050943991141242,-0.3393763162325683,0.38238169084856777
1,-3.047058194206423,-0.26090726558003824,1.9896707495086539,1.434325546963699,-1.2678085630510123,2.239228230564299,0.8007933307598717,-0.07075066075025462,-2.722216931404862,1.1591745755706935,-0.5906367822438978,2.590513004591165,-1.8866421703080212,-1.5634976604274036,0.6996758853368573,-1.0024083701984567,-2.837602880046628,0.3502452124518058,0.47786502601944764,-2.4486391795169746,-0.8069004721381787,-2.0942894198877866,1.673468482097229,2.759927279134213
2,-1.2573190064860233,1.2655602955446619,-2.344903784727017,-2.8729196512786195,0.4619547491585928,-1.995971581708841,2.7356520792112584,1.6290642699083524,-0.8846032850959249,3.120425912777129,1.1291326313367458,-1.6563019073432783,-0.05092290399955578,0.26963828900646397,2.53076698632541,0.7317098144706828,-1.0677301745840204,1.8115596863714725,2.127652120417837,-0.5593025787512927,0.9876572365629226,-0.253256767641423,-2.5456641760005567,-1.5173383018119153
3,1.3206909215648979,-1.8493541888872693,0.3119606909589415,-0.09614988498418248,-3.058820449134134,0.4745350118410715,-0.7388816848767751,-1.7693414716570104,1.864090999315295,-0.3800960191841895,-2.1605505446792552,0.7537571867967408,2.7200812470244426,2.8025106356656826,-0.9819847315967396,-2.822225718435406,1.6968751455729654,-1.4807150958943875,-1.2309588313214765,2.0748000533167144,-2.5574145485361237,2.415545374350227,0.16844425010199673,0.9551611056684562
4,-1.9450412114381908,0.9183285128497827,-3.0215023784521464,2.9326781664198083,-0.15789877016127266,-2.8544743169909146,2.0668217662846353,1.109801445970971,-1.5192274909967534,2.3871139400132777,0.6729717818088099,-2.5375385288255283,-0.6962546047808188,-0.4310382334105753,1.7445197969560067,0.0413824997336049,-1.8265766831019146,1.3611452593309772,1.501119639658697,-0.9881655164507768,0.23407951137638033,-0.8762332523283594,-3.1329790601180583,-2.4690521897619915
5,-1.2453406365250148,1.3752667754107988,-2.1688371421268453,-2.8966562545437036,0.4865627019032556,-1.9496268887303927,2.92962216621391,1.7413343288065406,-0.7261467856947266,3.1376157537385727,1.2797916214900504,-1.4892973631292914,0.13926489620179963,0.2900710044129936,2.649704805200044,0.7223733562405044,-0.9336510249188222,2.0631229000381817,2.4201593172272333,-0.436849731998339,1.0819977480663292,-0.1083794672511611,-2.3712730365391974,-1.258426798105561
6,-2.221324057044336,0.5400482469580276,2.7289452380907995,2.32398310366814,-0.4224766729478584,-3.0608627270924633,1.6723092039491292,0.615735627503671,-1.6798421235107683,2.091138797078519,0.3259735771110025,-2.6457949789709483,-0.9038080449965967,-0.5090501668018098,1.4440650896041858,-0.2200466580608107,-1.8536607275738533,1.0811919126491392,1.255073360572905,-1.4506972835164171,0.09637646599315498,-1.352121074650099,2.657837327924353,-2.479652601802001
7,-1.7854371676575975,0.806008611596277,-2.9822845240561637,2.6819322763453783,-0.1698565983751784,-2.784347862687331,2.127067300024086,1.0490179339812504,-1.2632058366211583,2.3619987942026643,0.6157675808356161,-2.281929330299544,-0.5771937335873448,-0.32998334645248645,1.846200998014193,0.16307883653361094,-1.4961671359671147,1.348255968404469,1.6357504380319388,-1.0986614963232126,0.38899861629847093,-0.8931987553591471,2.9898348148027525,-2.047431522045354
8,-0.44782140670928716,2.220369116255392,-1.3565856611443219,-2.056254905272195,1.1062199080149346,-1.115482753424848,-2.6223222011322846,2.485341091623165,0.038702358798745784,-2.313747394242718,2.046755386200208,-0.9396081609785566,0.577175613401838,0.9574895716886339,-2.8261071406344014,1.4103712859343043,-0.24172709949328994,2.9579779334107554,3.0858446887702735,0.24217204821201463,1.8004994353600088,0.5207094151812914,-1.7201110939942816,-0.8581782138692078
9,-1.8900179483322581,0.8245206247819392,-2.723552214370299,2.648033996984023,-0.07031791581283317,-2.4856838989136767,2.1929730683372104,1.270592389433967,-1.2616042078948961,2.4999926051668178,0.5671617669351208,-2.212894144648718,-0.47930364012782417,-0.35029176074841917,2.0446191616878773,0.30170510868798067,-1.509752791230412,1.4082999473819677,1.6326777103014751,-0.8248757369766463,0.4914726314773977,-0.6191539178839724,3.1415090579654086,-2.1271238408735123
