"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup", "k3_mean", "k3_stdev", "k3_median", "k3_errlo", "k3_errup", "k4_mean", "k4_stdev", "k4_median", "k4_errlo", "k4_errup"
7.922195199159470791e-02,-1.372471574581463766e-02,3.822855270834498494e-03,-1.402451341956712384e-03,5.959975818955568242e-04,6.950293114115224397e-04,6.650168953576042919e-04,6.560655269613846312e-04,7.920385557111751795e-02,-1.374523494118899680e-02,3.839845500042085580e-03,-1.380819189357743171e-03,7.865148920841200098e-02,-1.439740820912235875e-02,3.158951165263917255e-03,-2.078596625732190284e-03,7.982127446693301764e-02,-1.300974150957384667e-02,4.507411987618351046e-03,-7.488212098328561606e-04
