k1 k2
7.982474662955499345e-02 -1.422639135899887719e-02
7.982421161291136658e-02 -1.496645416961331354e-02
7.961856092974989307e-02 -1.421887006568790801e-02
7.883633413154286784e-02 -1.517674111505006029e-02
7.949228006471453778e-02 -1.494269328105832240e-02
7.866097814073616523e-02 -1.572592742320266801e-02
8.019439002700731733e-02 -1.425821512217298470e-02
7.954561235041843203e-02 -1.430031883161088369e-02
7.990278098867298340e-02 -1.606680367517558661e-02
7.959996113675935070e-02 -1.580185017691074223e-02
8.018479922415297501e-02 -1.459381342242810353e-02
8.056101734095919009e-02 -1.469090612884189906e-02
7.982085018911405649e-02 -1.521718124417795193e-02
7.849178407421578130e-02 -1.545461851897636518e-02
7.960982274844588535e-02 -1.474780389619827214e-02
8.032905715693977600e-02 -1.458870750710582198e-02
7.958478066583984933e-02 -1.540795347978925200e-02
7.925736210747544308e-02 -1.604454724905121643e-02
7.989706875503202466e-02 -1.355430676551523661e-02
7.921204332504147572e-02 -1.521632020320508316e-02
8.009159146022978848e-02 -1.582746431566893486e-02
7.860912217750889996e-02 -1.522905064625593163e-02
7.876464371707411760e-02 -1.549467495778338033e-02
7.956080369539783592e-02 -1.508424495540454380e-02
7.979343924846812874e-02 -1.430119706516722045e-02
7.863058346001280952e-02 -1.551599918897948738e-02
7.976908069667648649e-02 -1.514361387180315766e-02
7.985174330278221877e-02 -1.491836598741463904e-02
7.914527871551718663e-02 -1.510610453566302303e-02
7.989595033003529800e-02 -1.506878155333911395e-02
7.986415520645509525e-02 -1.519058883135961102e-02
7.960547062306247423e-02 -1.411616276856339502e-02
8.001869609481893075e-02 -1.522219440308922311e-02
8.000640860883595495e-02 -1.515040135671050225e-02
7.943391797007545718e-02 -1.453428303449182113e-02
7.923380825591239129e-02 -1.413235092599221532e-02
7.987348615258973994e-02 -1.436838565129708312e-02
7.988814227824256320e-02 -1.510261820929145737e-02
7.893555930269313681e-02 -1.505785659917960317e-02
7.962738636041133411e-02 -1.566724860780177586e-02
7.892226436041691051e-02 -1.462416151868221881e-02
7.833998673393249845e-02 -1.504097014975139257e-02
8.021372827355174873e-02 -1.558238920435096875e-02
