"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup"
6.357649685693311792e-02,-7.516231626414095028e-03,7.131562461311280118e-04,7.170750371300789201e-04,6.356815469313548128e-02,-7.496877824324801876e-03,6.288349137389492860e-02,-8.208697497878600369e-03,6.432660099396309006e-02,-6.798154762580374544e-03
