"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup"
8.009601527378466812e-02,-2.089575294063857752e-02,9.999305964861944247e-04,1.081614909720324518e-03,8.007650072883074066e-02,-2.087932127757338718e-02,7.910024520966432715e-02,-2.198099987674279748e-02,8.109623225580150918e-02,-1.983033083715211864e-02
