"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup"
6.371429412537543691e-02,-8.761628981487669388e-03,8.790238472211778058e-04,9.005436964499972420e-04,6.372869769636968496e-02,-8.790481362663749021e-03,6.280438163671617224e-02,-9.672790907592807019e-03,6.458077040683327108e-02,-7.839097672554001806e-03
