k1 k2
6.528970183317092668e-02 -7.843188799602274219e-03
6.379763008429681359e-02 -8.417686585272254884e-03
6.363517526231893262e-02 -9.456663535132428522e-03
6.439732994367380892e-02 -8.651366593790330017e-03
6.330200917510261927e-02 -9.510602928321856830e-03
6.383403361577633106e-02 -1.087973052154725395e-02
6.380580302227412126e-02 -1.091115663492459031e-02
6.352027763801668114e-02 -1.074396072998948237e-02
6.345696111389606542e-02 -1.032101797841337987e-02
6.256398866311707607e-02 -1.009620872823228932e-02
6.240635098400587610e-02 -9.733491059343388208e-03
6.368632713987412708e-02 -1.065183851808625126e-02
6.246942144611461467e-02 -1.140591621886452578e-02
6.350665870052482620e-02 -9.487200932815659238e-03
6.303751719783443064e-02 -8.978230207779380745e-03
6.464003979537677469e-02 -1.047856006558241238e-02
6.254686009130269730e-02 -1.186492995324070487e-02
6.504320629118584551e-02 -9.970765278110665930e-03
6.320389298959958047e-02 -8.720300029855784785e-03
6.566147077878009553e-02 -8.792673236604514608e-03
6.412655403416861466e-02 -8.972534550075988991e-03
6.517363874847470484e-02 -6.966863781484824991e-03
6.253063004208456177e-02 -1.103995019672898703e-02
6.480184236884872773e-02 -9.305894335210729285e-03
6.363616973008154321e-02 -9.156361520884809257e-03
6.377701795746612556e-02 -1.063757976918053294e-02
6.420831986593000806e-02 -9.904854358547071635e-03
6.436419231407508601e-02 -9.630883511021939847e-03
6.328969985420748734e-02 -1.027665367491682746e-02
6.466105515954026495e-02 -9.858786187020490699e-03
6.385177145711382063e-02 -1.100621227155486326e-02
6.373634707151254464e-02 -9.752553913344716441e-03
6.438667027085254180e-02 -9.780968632115041861e-03
6.251552284637190704e-02 -1.023815420131637954e-02
6.360596735750631558e-02 -9.110713906555920061e-03
6.423912431308140270e-02 -9.909662613378930618e-03
6.364725227970233212e-02 -8.808131824417197997e-03
6.406018473575195160e-02 -9.675191834013593950e-03
6.253702569726674043e-02 -8.847650221301878171e-03
6.451385444269072678e-02 -8.183747388374157383e-03
6.288069358090159211e-02 -1.000397362980505467e-02
6.319128424509465325e-02 -9.629999232885599891e-03
6.332551899470131862e-02 -1.155011532482073944e-02
6.511702505003802433e-02 -1.099383470607270818e-02
6.310072666281082987e-02 -9.943406168081606045e-03
6.307426981306485381e-02 -9.873765566310241382e-03
6.399775041372143813e-02 -9.374430905815453463e-03
6.330257201893460528e-02 -1.021345156339355242e-02
6.350577600560547431e-02 -8.366978102831296171e-03
6.410273456061288400e-02 -9.706674247981980641e-03
6.248102733577839962e-02 -9.465102655508095264e-03
6.214276167465321299e-02 -1.021901087001275688e-02
