weight logl k1 k2 k3 k4
0.000000000000000000e+00 -5.313997981015381962e+07 9.123038362229859977e-02 -7.347110292975714274e-02 -9.180418418063765462e-02 5.161873196755586979e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -3.917724346873471819e-03 -4.619747649268095974e-02 -8.175365085160722634e-02 -6.358245972536527568e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -4.216882146022436079e-02 -8.555739157695861630e-02 -6.763034838771549151e-02 -8.767617840504478288e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -1.256524622693386273e-02 6.081110681270085472e-02 5.996618123550706558e-02 -9.152682640768805555e-02
0.000000000000000000e+00 -5.313997981015381962e+07 1.058997555817313418e-02 1.467322849150595743e-02 8.524372199582994081e-02 -8.025613253789609658e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -1.382728155097748268e-02 6.695340732205484757e-02 8.088356113802849801e-02 -9.100929990133038716e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -9.516882430537941528e-02 -7.585173035036477107e-02 3.052127342128035936e-02 8.638293610366459818e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -6.481246381742995777e-02 5.177833833636366623e-02 4.708504104273822377e-02 9.902403054384018022e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -2.736979396063912717e-02 -7.264008983509312456e-02 6.921028892936795240e-02 -7.614767271809755322e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -9.856692541369005411e-02 3.428043598319982510e-03 -9.995079286525054840e-02 -2.629177782388768259e-02
0.000000000000000000e+00 -5.313997981015381962e+07 7.239956543200604111e-02 -5.858434424954215430e-02 -9.893206186880490471e-02 6.972051294862122162e-02
0.000000000000000000e+00 -5.313997981015381962e+07 8.729915338156923887e-02 6.509005569595199825e-02 -4.896586090675003611e-02 -8.196235336518814529e-02
0.000000000000000000e+00 -5.313997981015381962e+07 4.801849176483538595e-02 -7.114868740149410398e-02 -7.680762827126241810e-02 -8.046832387977820300e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -1.331069914867036297e-02 9.996351296394825892e-02 -4.735465026798377913e-02 -5.317901773041081026e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -3.835995085148285327e-02 -5.656794497504185476e-02 -4.233147990516279713e-02 -9.608071951207355910e-02
0.000000000000000000e+00 -5.313997981015381962e+07 6.536094220635577101e-02 1.802854373097491358e-02 -6.128120312921639390e-02 9.015888098178628796e-02
0.000000000000000000e+00 -5.313997981015381962e+07 5.754569699434400332e-02 -9.008374510887391662e-02 6.529368160572554536e-02 -6.165536238279187981e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -9.140422871403933169e-02 -5.514154911128896913e-02 -7.788584123310460239e-02 -1.745347223641006973e-02
0.000000000000000000e+00 -5.313997981015381962e+07 8.623108649803934433e-02 7.153112054876301085e-02 -9.450402809818454763e-02 -4.693536073630791283e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -5.411525808830382200e-02 1.663793212083347628e-03 8.403368388017834478e-02 6.763937827067198483e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -2.172735062771172232e-02 5.196516271463944014e-02 6.067916396809025503e-02 9.189545500781073906e-02
0.000000000000000000e+00 -5.313997981015381962e+07 6.057998959574370512e-02 8.548639066318083901e-02 9.340017255806146168e-02 -7.165223004512999427e-02
0.000000000000000000e+00 -5.313997981015381962e+07 4.463777863253928779e-02 -9.230486164118899273e-02 3.351998159713251435e-02 -7.625334393189109328e-02
0.000000000000000000e+00 -5.313997981015381962e+07 2.195216754027659589e-02 -7.019626554819353992e-02 6.673124220077547575e-02 -1.273023923932666002e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -8.526021338699314722e-02 3.584957034697722200e-02 9.477343518299352620e-02 -9.390591474309600839e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -5.937756438200634396e-02 -1.664032480253457846e-03 -7.323307175428482585e-02 -7.824788809273411361e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -1.756545998557448862e-02 -7.274026663955346361e-02 -6.810861351731539726e-02 -2.970060840892610465e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -3.672788448069908007e-02 -5.200049948915901749e-02 -8.980238715848315456e-02 3.076726819120079170e-03
0.000000000000000000e+00 -5.313997981015381962e+07 -8.225710028149535447e-03 -2.080853078630073849e-02 8.599216101361145670e-02 9.878064586125132052e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -9.465906798884826667e-02 8.862013921869335564e-02 9.042947404497528319e-02 -9.717541739283136470e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -7.605114762037955278e-02 6.164571166978660699e-03 -2.514631547702327052e-02 -9.595543906112041777e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -9.560513989321445250e-02 -1.790191589838205366e-02 -6.723446497393065213e-03 -6.440465011046139776e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -6.436818532824514771e-02 6.191329693169961290e-02 6.982298467624656335e-02 7.441514051449130140e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -8.782129145583184027e-03 9.021274582387808771e-02 -9.526195702963466405e-03 -9.191145610619214090e-02
0.000000000000000000e+00 -5.313997981015381962e+07 8.104622594440821781e-02 -7.230034697558949952e-02 9.578769083698032705e-02 -4.708880581634281026e-02
0.000000000000000000e+00 -5.313997981015381962e+07 9.784760374916520731e-02 -7.880135228029279404e-02 -3.364448319158222511e-02 -4.332809571771023549e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -7.971247969966033242e-02 -8.672325831871641189e-02 -5.923138161734513990e-02 -4.168363071335572795e-02
0.000000000000000000e+00 -5.313997981015381962e+07 9.970503026083546438e-02 -1.358276727038185139e-02 9.167624265953419616e-02 -3.491901569956638862e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -3.192854004607006968e-02 -4.309713436347009652e-02 -2.573944187527664462e-02 -7.017696158468576806e-02
0.000000000000000000e+00 -5.313997981015381962e+07 9.328296478958550408e-02 4.075715849879327224e-02 8.564132261232559884e-02 -7.479978664868242033e-02
0.000000000000000000e+00 -5.313997981015381962e+07 1.438252949492191402e-02 -9.542432007096660063e-02 -5.849090328793389582e-02 -5.239950858143867241e-02
0.000000000000000000e+00 -5.313997981015381962e+07 9.818416428947937535e-02 -7.351304492758009568e-02 9.442990217016763999e-02 -5.554264585316952968e-02
0.000000000000000000e+00 -5.313997981015381962e+07 5.072678983950310028e-02 2.250655834989692683e-03 5.585482450951204103e-02 -8.736090795932248410e-02
0.000000000000000000e+00 -5.313997981015381962e+07 7.690787880385763220e-02 -9.149164763751249652e-02 3.593099924201065276e-02 1.912443648500794513e-02
0.000000000000000000e+00 -5.313997981015381962e+07 2.988192072892625895e-02 9.139037537494701380e-02 1.150208847316222527e-02 -7.051508654731225567e-02
0.000000000000000000e+00 -5.313997981015381962e+07 7.062479331804685789e-02 8.662313146376879325e-02 -5.617858626923528942e-02 7.751756739255297179e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -8.694717594613106393e-02 -1.955490683398959650e-02 1.668635550166637505e-02 8.720448856276147298e-02
0.000000000000000000e+00 -5.313997981015381962e+07 1.460726720704338955e-03 -7.911253217047967135e-02 -8.924926942226077409e-02 -8.732792139001832599e-02
0.000000000000000000e+00 -5.313997981015381962e+07 6.764690777654089326e-02 6.283112180625938237e-03 1.825216051706313181e-02 -7.960668146926422328e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -7.855967733276786324e-02 -7.987104775104354737e-02 2.952105823279579933e-02 -5.712081623965055421e-02
0.000000000000000000e+00 -5.313997981015381962e+07 9.210912863719269983e-02 -2.930685093126855767e-03 4.300095141296420009e-02 -4.611646196234191891e-02
0.000000000000000000e+00 -5.313997981015381962e+07 3.032994589740817259e-02 -9.863816699643523922e-02 9.176545489490003926e-02 -1.924142556053154429e-02
0.000000000000000000e+00 -5.313997981015381962e+07 4.119647825529837437e-02 -9.829842990966426719e-02 1.342605687591021113e-02 -3.197210471041499191e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -6.586275049766890377e-02 -6.030473197004076330e-02 2.693116677921653102e-02 -6.034607301332113594e-02
0.000000000000000000e+00 -5.313997981015381962e+07 9.329875422909139626e-02 2.179373557532297834e-02 -4.682756204780354203e-02 7.082014489632187937e-02
0.000000000000000000e+00 -5.313997981015381962e+07 5.718564660694611113e-02 -6.773937031761008420e-02 4.015480690931147456e-02 -2.454072312894643726e-02
0.000000000000000000e+00 -5.313997981015381962e+07 4.986830831915947670e-02 -6.817590074817081458e-02 4.768623184015860494e-02 2.173462722861271845e-03
0.000000000000000000e+00 -5.313997981015381962e+07 6.261322460597615325e-02 -6.423894698180718232e-02 -6.757937185519513612e-02 -9.780850452942453643e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -9.721952736011239826e-02 4.249436617577259656e-02 3.381182288513517875e-02 7.978455248663871013e-02
0.000000000000000000e+00 -5.313997981015381962e+07 4.002500294075619913e-02 9.406306724590418611e-03 -5.483677369950530622e-02 9.973014719799638828e-02
0.000000000000000000e+00 -5.313997981015381962e+07 3.776928204413326773e-02 -7.706869785167327902e-02 -8.177643071694080945e-02 -9.514168932058067463e-02
0.000000000000000000e+00 -5.313997981015381962e+07 1.426663295706312451e-02 -3.046357280076779361e-02 9.341406666836507555e-02 -2.448618883859529638e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -4.507979765411736228e-02 9.081435031558088289e-02 -8.604617395136915370e-02 -7.311601971376074927e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -7.215371107359813685e-02 1.930870239564230761e-02 -8.464197598501660424e-02 -6.627821855756250990e-02
0.000000000000000000e+00 -5.313997981015381962e+07 1.683685046924809914e-02 -6.683870211494793989e-02 4.666288430766463158e-02 -7.656811197158588933e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -9.240378146362870915e-02 -3.530193988192804888e-02 -7.634249817070933031e-02 2.027559437122768149e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -7.202353487769769247e-02 8.864268951174447686e-02 4.152151986866764455e-02 -9.735082303594233544e-02
0.000000000000000000e+00 -5.313997981015381962e+07 8.640193980958169040e-02 8.176987100223451210e-02 1.081295132480934729e-02 -8.020206380627570297e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -9.664992037766838295e-02 -5.930898992229101385e-02 -5.487453305299814371e-02 -8.589634431701215211e-03
0.000000000000000000e+00 -5.313997981015381962e+07 8.305288396225307679e-02 -8.202002049129974992e-02 4.544857324781351182e-02 -2.943004654555372857e-02
0.000000000000000000e+00 -5.313997981015381962e+07 8.679572496679222038e-02 -6.382132513749261271e-02 -7.447775182318772114e-02 6.670705047641753427e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -2.514766113186817087e-02 5.650808031006729348e-02 6.637890138133273332e-02 8.860151204419791648e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -3.810789083036519170e-02 9.247090777781938331e-02 5.131597863006601146e-02 8.823232265647784622e-02
0.000000000000000000e+00 -5.313997981015381962e+07 6.732782129830949813e-02 -1.190189789540774257e-03 4.268269912102870545e-03 -9.244161698326776311e-02
0.000000000000000000e+00 -5.313997981015381962e+07 9.260949005079296970e-02 7.530583942802915320e-02 -9.304170848602176525e-02 -2.749013290087716499e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -9.033801530088698961e-02 -8.087669878117978439e-02 -7.222321616131298361e-02 8.737380089076218770e-02
0.000000000000000000e+00 -5.313997981015381962e+07 5.586271051864166726e-02 7.872110277454696936e-02 6.365890911481361658e-02 -9.923509362443208581e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -9.841922693242664832e-02 -9.226466979511137312e-02 -2.206083190111900183e-02 -9.597257999655817162e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -4.571815917779811778e-02 -3.709342966802367525e-02 -8.592334665620825207e-02 3.070495359518948808e-03
0.000000000000000000e+00 -5.313997981015381962e+07 9.680507632740623092e-02 -9.638138969721388172e-02 2.168788038755725678e-03 -2.379956255419399258e-02
0.000000000000000000e+00 -5.313997981015381962e+07 1.236920160223864418e-02 9.093764113258945292e-02 2.552899150791848593e-02 -9.964997736754543922e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -6.547417660178118937e-02 6.606537042785423641e-03 -8.626454721775932144e-02 -2.204453859781121960e-02
0.000000000000000000e+00 -5.313997981015381962e+07 9.934675973611414856e-02 -2.807849414147925438e-02 1.111510593284943671e-02 -4.471310693896510952e-02
0.000000000000000000e+00 -5.313997981015381962e+07 3.041423379692659301e-02 -7.675441712575602204e-02 6.699637383533230128e-02 -4.624499868524021423e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -9.611077305443177510e-02 1.023297778617779374e-02 -8.042888886477606025e-02 3.106328458264695502e-05
0.000000000000000000e+00 -5.313997981015381962e+07 -2.920223546912026347e-02 9.866898092034184775e-02 3.033499652254900703e-02 -9.422079141668489310e-02
0.000000000000000000e+00 -5.313997981015381962e+07 9.787498925942603178e-02 6.790752226074231457e-02 6.865785465823753819e-02 -6.853666587279633182e-02
0.000000000000000000e+00 -5.313997981015381962e+07 -1.377747630050543681e-02 9.922239681926503518e-02 -5.883305944803698950e-02 -7.299744710173035334e-02
