weight logl k1 k2 k3 k4
0.000000000000000000e+00 -5.313997981015381962e+07 9.561519181114929156e-01 1.326444853512143141e-01 4.097907909681175465e-02 7.580936598377793212e-01
0.000000000000000000e+00 -5.313997981015381962e+07 4.804113782656326270e-01 2.690126175365952221e-01 9.123174574196390996e-02 1.820877013731736493e-01
0.000000000000000000e+00 -5.313997981015381962e+07 2.891558926988782030e-01 7.221304211520696015e-02 1.618482580614225563e-01 6.161910797477609947e-02
0.000000000000000000e+00 -5.313997981015381962e+07 4.371737688653306586e-01 8.040555340635042736e-01 7.998309061775352724e-01 4.236586796155972223e-02
0.000000000000000000e+00 -5.313997981015381962e+07 5.529498777908656848e-01 5.733661424575298149e-01 9.262186099791496208e-01 9.871933731051951710e-02
0.000000000000000000e+00 -5.313997981015381962e+07 4.308635922451126143e-01 8.347670366102741824e-01 9.044178056901424068e-01 4.495350049334811970e-02
0.000000000000000000e+00 -5.313997981015381962e+07 2.415587847310296521e-02 1.207413482481761724e-01 6.526063671064018523e-01 9.319146805183229354e-01
0.000000000000000000e+00 -5.313997981015381962e+07 1.759376809128502250e-01 7.588916916818183589e-01 7.354252052136911466e-01 9.951201527192008456e-01
0.000000000000000000e+00 -5.313997981015381962e+07 3.631510301968043919e-01 1.367995508245344327e-01 8.460514446468396788e-01 1.192616364095122616e-01
0.000000000000000000e+00 -5.313997981015381962e+07 7.165372931549729429e-03 5.171402179915999264e-01 2.460356737472579880e-04 3.685411108805616287e-01
0.000000000000000000e+00 -5.313997981015381962e+07 8.619978271600301500e-01 2.070782787522892354e-01 5.339690655975504185e-03 8.486025647431061358e-01
0.000000000000000000e+00 -5.313997981015381962e+07 9.364957669078461944e-01 8.254502784797599357e-01 2.551706954662498195e-01 9.018823317405932904e-02
0.000000000000000000e+00 -5.313997981015381962e+07 7.400924588241769575e-01 1.442565629925295356e-01 1.159618586436879095e-01 9.765838060110898500e-02
0.000000000000000000e+00 -5.313997981015381962e+07 4.334465042566482129e-01 9.998175648197412668e-01 2.632267486600811113e-01 2.341049113479459765e-01
0.000000000000000000e+00 -5.313997981015381962e+07 3.082002457425857544e-01 2.171602751247907470e-01 2.883426004741860282e-01 1.959640243963223227e-02
0.000000000000000000e+00 -5.313997981015381962e+07 8.268047110317787718e-01 5.901427186548745540e-01 1.935939843539180583e-01 9.507944049089314120e-01
0.000000000000000000e+00 -5.313997981015381962e+07 7.877284849717199888e-01 4.958127445563043079e-02 8.264684080286276435e-01 1.917231880860406079e-01
0.000000000000000000e+00 -5.313997981015381962e+07 4.297885642980336929e-02 2.242922544435551613e-01 1.105707938344769881e-01 4.127326388179496375e-01
0.000000000000000000e+00 -5.313997981015381962e+07 9.311554324901967217e-01 8.576556027438150265e-01 2.747985950907727570e-02 2.653231963184604636e-01
0.000000000000000000e+00 -5.313997981015381962e+07 2.294237095584809039e-01 5.083189660604167104e-01 9.201684194008916684e-01 8.381968913533598409e-01
0.000000000000000000e+00 -5.313997981015381962e+07 3.913632468614414162e-01 7.598258135731971175e-01 8.033958198404512752e-01 9.594772750390536675e-01
0.000000000000000000e+00 -5.313997981015381962e+07 8.028999479787184423e-01 9.274319533159042228e-01 9.670008627903072806e-01 1.417388497743500286e-01
0.000000000000000000e+00 -5.313997981015381962e+07 7.231888931626964112e-01 3.847569179405507800e-02 6.675999079856625995e-01 1.187332803405445336e-01
0.000000000000000000e+00 -5.313997981015381962e+07 6.097608377013830072e-01 1.490186722590323143e-01 8.336562110038773232e-01 4.363488038033667138e-01
0.000000000000000000e+00 -5.313997981015381962e+07 7.369893306503427777e-02 6.792478517348861100e-01 9.738671759149676310e-01 3.047042628452001356e-02
0.000000000000000000e+00 -5.313997981015381962e+07 2.031121780899682872e-01 4.916798375987326830e-01 1.338346412285759124e-01 1.087605595363294597e-01
0.000000000000000000e+00 -5.313997981015381962e+07 4.121727000721275846e-01 1.362986668022326819e-01 1.594569324134230692e-01 3.514969579553695045e-01
0.000000000000000000e+00 -5.313997981015381962e+07 3.163605775965045996e-01 2.399975025542049334e-01 5.098806420758428271e-02 5.153836340956003959e-01
0.000000000000000000e+00 -5.313997981015381962e+07 4.588714498592523228e-01 3.959573460684963075e-01 9.299608050680572280e-01 9.939032293062565193e-01
0.000000000000000000e+00 -5.313997981015381962e+07 2.670466005575866664e-02 9.431006960934666949e-01 9.521473702248763882e-01 1.412291303584323199e-02
