"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup", "k3_mean", "k3_stdev", "k3_median", "k3_errlo", "k3_errup"
7.945993158397059164e-02,-1.425719643656158352e-02,4.806729750474485544e-03,7.956840776969405227e-04,8.983190683057004676e-04,8.338585408775823441e-04,7.946678166013707023e-02,-1.425130818103978458e-02,4.804366721772229676e-03,7.866981827708804942e-02,-1.516161050969254236e-02,3.961325959673425712e-03,8.025108006137593453e-02,-1.332946921082230757e-02,5.610164932055392017e-03
