"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup"
7.992768855089048274e-02,-1.898006342861013537e-02,1.012344045846031706e-03,1.076011868901926736e-03,7.996009559072589368e-02,-1.900736588942854299e-02,7.890533179670752850e-02,-2.007116136814886265e-02,8.091391055338775784e-02,-1.786851776411033099e-02
