k1 k2 k3 k4
6.248624851765371968e-02 -6.468571663107783309e-03 1.077115082671192825e-03 -6.371293412739675865e-04
6.295890055626482407e-02 -6.476431193840587186e-03 1.216274429841734950e-03 -2.125969168679520127e-04
6.275785630854283093e-02 -6.450311782310563791e-03 9.736023029228713099e-04 2.657428698826097557e-04
6.361405627798816242e-02 -6.779066852556997480e-03 1.205555744789171824e-04 -8.753036865970231784e-04
6.283832711567577389e-02 -6.774961788393291107e-03 1.100650791980184451e-03 -3.361540369153093177e-04
6.269242293670360122e-02 -7.274020983636830806e-03 9.693801294926585044e-04 2.054815114402308573e-05
6.218251397036700379e-02 -6.853669892050648360e-03 2.023577069394419392e-03 -8.467229131329800929e-04
6.301251717300496158e-02 -7.062696779916735612e-03 1.101403076882806475e-03 -1.498046534539748675e-04
6.335892192433226211e-02 -6.536227771171895795e-03 1.371538674401984181e-03 -7.216841056302547575e-04
6.186461568210641082e-02 -6.736465275835670785e-03 1.941476794680332962e-03 -7.503016745216695149e-04
6.302734030344997462e-02 -6.560657209985304439e-03 9.177500723462489463e-04 4.306157353724249237e-05
6.208400704824415528e-02 -7.024314373487675067e-03 8.939891159548407629e-04 -1.032484305132252977e-03
6.235233882686819218e-02 -7.202672911468560590e-03 1.601316915179173961e-03 -2.023175319644798797e-04
6.210971864264425157e-02 -7.117959803371362582e-03 7.215174844510674479e-04 3.634976600448702744e-05
6.274145605310929574e-02 -7.346780314674145052e-03 1.229574543668079945e-03 -1.419280531173017224e-04
6.225214261418007822e-02 -7.332421779222428326e-03 2.110954875589918234e-03 9.508469522513107730e-04
6.322525958061711582e-02 -6.462655794880908799e-03 1.157364549358108619e-03 -6.281519908375166050e-04
6.238872280154958427e-02 -6.683120104602299771e-03 8.099972928430759778e-04 -4.579180291085643839e-04
6.222569719465081972e-02 -7.694285122612262717e-03 9.171745399390446307e-04 -2.232854969865527561e-04
6.213323303431689260e-02 -6.939058468184947093e-03 1.703247159551016243e-03 -2.828905745809462413e-05
6.191015602347096913e-02 -5.884830399535384560e-03 1.733713388560098601e-03 -4.182341041350512434e-05
6.296164230666378980e-02 -6.776012659639493729e-03 1.019086961926291002e-03 -4.589048774790854823e-04
6.207539396810363153e-02 -6.220028817284756206e-03 1.536459619698574142e-03 -3.807342393279400383e-04
6.245654625044486097e-02 -6.555646808123608005e-03 1.620985549142514581e-03 -2.843808704444672486e-04
6.246586563551820293e-02 -6.421242243845090569e-03 1.943833516613355239e-03 -8.334170066529034138e-06
6.192524069626675898e-02 -6.563116644223543350e-03 1.683616542945159944e-03 -9.822709178591293444e-04
6.264463124826916141e-02 -6.677057011488754523e-03 1.499790367765929666e-03 4.636462173650268692e-05
6.308456485977470551e-02 -6.786918284709647642e-03 4.372298885160497139e-04 1.402835386862255618e-04
6.332130244080932946e-02 -6.741274329679899924e-03 1.920879172150488645e-03 -8.621111188281405102e-04
6.307526929741974486e-02 -6.545648591857966547e-03 9.220155911820598904e-04 -2.560704789754675303e-04
6.263404164103461569e-02 -7.655514655593526063e-03 4.597415181037123322e-04 -1.482199216772672745e-04
6.213940758558339494e-02 -7.829473714287132902e-03 1.458547766781670418e-03 -5.016571606857173071e-04
6.302541381929802067e-02 -7.159017162370467924e-03 7.845055805482392675e-04 -3.176226311929486457e-05
