k1 k2 k3 k4 k5
7.903548277532540522e-02 -1.425984389761841831e-02 4.485153613820708207e-03 3.309681966345845439e-05 1.514355719249849130e-04
7.825010290701836513e-02 -1.581502600826044380e-02 4.115133109456811655e-03 -2.313996691258618510e-03 7.513328977611505310e-04
7.983579344915225917e-02 -1.303078740385935075e-02 5.717824523463449493e-03 -1.234619527433616915e-03 1.902208714295028358e-04
7.864825706454411924e-02 -1.405562407598595631e-02 5.172810369044794632e-03 -5.632333222861524158e-04 1.718630845266425067e-03
7.899984845328450467e-02 -1.398721448623263530e-02 6.693055770942119009e-03 -1.303373931853590850e-03 -9.223743198089467965e-04
8.086397124911862133e-02 -1.313752554153599372e-02 3.515504129819185808e-03 -2.203842742506539887e-03 -4.673520501390221460e-04
7.825010290701836513e-02 -1.581502600826044380e-02 4.115133109456811655e-03 -2.313996691258618510e-03 7.513328977611505310e-04
7.930258376371968065e-02 -1.437855473803822948e-02 5.710131724704650691e-03 -1.949624167241842398e-03 2.609086739327470816e-05
7.953232482990235663e-02 -1.430594991464723131e-02 6.703818519679272114e-03 9.545837399377310462e-04 1.238495770901099080e-03
7.865706080251341770e-02 -1.452058486683351080e-02 3.525567531481588190e-03 -7.523871951844313122e-04 9.177571212156399039e-04
7.989589771784552652e-02 -1.358648520817934413e-02 3.874042954549267170e-03 -2.295784334727088427e-03 -4.598112556035982568e-04
8.082051272944754117e-02 -1.399544050918997973e-02 5.403810009302498218e-03 -1.195991278678296132e-03 1.107779282270529575e-03
7.896406735457270343e-02 -1.284663197295440873e-02 4.821135625173458839e-03 -1.637036926146848148e-03 1.367734891648944573e-03
7.990103470727746848e-02 -1.340688534896566919e-02 4.246015216303661299e-03 -7.246469227590313089e-04 1.299002243913549570e-03
8.005468221701891873e-02 -1.109250849105135328e-02 6.119323397591830416e-03 -8.748707401008276596e-04 1.979886084905596588e-04
8.069458513827965085e-02 -1.373724051989999584e-02 5.461015897258156282e-03 -7.467789672745694940e-04 -9.762089412233276864e-04
7.864825706454411924e-02 -1.405562407598595631e-02 5.172810369044794632e-03 -5.632333222861524158e-04 1.718630845266425067e-03
7.949165842581551455e-02 -1.515797381242513231e-02 4.356768516662001822e-03 -9.033931493539620883e-04 1.079801593131063386e-03
7.913412364942909449e-02 -1.294289304197496215e-02 5.253671662667325215e-03 -2.472557617498566396e-03 -1.321739270003313704e-03
7.877980368149192780e-02 -1.338235249001737404e-02 5.377925826117319064e-03 -2.024672141538091941e-03 4.384034457112218064e-04
8.007259320263324098e-02 -1.429720865358594106e-02 4.291601145944040629e-03 -1.603417413415825221e-03 5.299149206355047159e-04
8.057927323004052123e-02 -1.429533215224501608e-02 3.355823229810470099e-03 -9.202389511485942197e-04 3.751535106653047791e-04
7.903140677345249498e-02 -1.415262399711310348e-02 4.828634602655174080e-03 -1.944788340902198209e-03 1.221793367067375291e-03
7.945948055977578028e-02 -1.372998758822005505e-02 6.508913982471109527e-03 6.797368892766386672e-05 2.955240711780729446e-03
8.076807719116255169e-02 -1.308768795315851108e-02 4.425074146650345708e-03 -4.255160658964557419e-04 2.154667387360989506e-03
7.985164811643560845e-02 -1.346581797227028310e-02 3.527718724415790374e-03 -1.218122227610834996e-03 6.104061792830267619e-04
7.939982526216407543e-02 -1.448936436874796729e-02 3.323531062396439806e-03 -3.542694419056385824e-03 -1.030837664248995811e-04
8.057787819766581983e-02 -1.466119284333054773e-02 5.359483692233824037e-03 -1.687510596603408741e-03 -7.615406869471430529e-04
7.837170617658359428e-02 -1.415326620906789956e-02 3.930369940426808872e-03 -3.144409011904214513e-03 7.787075593997938583e-04
8.090314256331090914e-02 -1.443501961094094399e-02 4.516489880067892093e-03 -1.940809057283360284e-03 1.516491898495189727e-03
7.934985613813724803e-02 -1.447253177438970195e-02 5.346571175771946960e-03 -2.161641161328484162e-03 7.061808585175910480e-04
8.071494673927051555e-02 -1.200621736947254936e-02 6.657712519847772126e-03 -1.559064981343866174e-03 -5.490610323124478498e-04
7.862760911203917069e-02 -1.487042049045675385e-02 3.990469967984494604e-03 -2.806472011079419460e-03 1.290917052222395611e-04
8.016462416949443615e-02 -1.326762792305744010e-02 5.184903846495697577e-03 -1.681203555496210700e-03 -3.000985185677707001e-04
7.927171330410506811e-02 -1.452730868162482869e-02 6.341513770738882450e-03 3.993562283270274405e-04 1.145601306035831657e-03
8.078485590627801360e-02 -1.227518029949366263e-02 4.719291779089390682e-03 -1.167166211145292953e-03 4.266093788893587924e-04
7.982343862659310729e-02 -1.179596586832867833e-02 4.965365813751773660e-03 -1.024577605155840843e-03 1.557562370042037125e-03
8.019985346748054189e-02 -1.497150318080095466e-02 6.686469117887811064e-03 -7.506653110426891873e-04 -1.352385597253355498e-03
7.925008988932924492e-02 -1.460957988661897022e-02 4.926898297733406373e-03 -8.817440930188047421e-04 2.494595721662384857e-05
7.998649176359212687e-02 -1.430511878509607704e-02 4.314278628452059006e-03 -2.779729580644915710e-03 9.202695830485552175e-04
7.888843738517278825e-02 -1.373320972008931773e-02 5.062393881936674833e-03 -8.299259556893978651e-04 1.212457745873724013e-03
7.864825706454411924e-02 -1.405562407598595631e-02 5.172810369044794632e-03 -5.632333222861524158e-04 1.718630845266425067e-03
7.949500670072756625e-02 -1.315353587089605758e-02 5.501459494315824594e-03 -1.335152892423668858e-03 1.147232661656102937e-03
7.962667374512000240e-02 -1.550719626620410130e-02 5.445450859250106079e-03 -1.705039819958481528e-03 4.356026760524017716e-04
7.956173954806819437e-02 -1.445342768296749292e-02 5.476874929308067630e-03 -1.151880700377735933e-03 -4.536050418396386785e-04
8.057927323004052123e-02 -1.429533215224501608e-02 3.355823229810470099e-03 -9.202389511485942197e-04 3.751535106653047791e-04
7.923119414326093568e-02 -1.481234563161805406e-02 5.798640483296771397e-03 -7.773042990624756676e-04 1.298807455378664377e-03
7.887865496125204268e-02 -1.444943105286251861e-02 4.631938410908628678e-03 -6.514573426065484174e-04 1.575808529483663234e-03
8.136094172029414984e-02 -1.434346632666380628e-02 3.954811273378933123e-03 -3.292684026624803639e-04 1.339523247045185106e-03
7.949875288886837366e-02 -1.319922411666127338e-02 4.814635295321736952e-03 -1.153680020231168113e-03 1.262890853015979920e-03
8.011654821992883480e-02 -1.420020558472397110e-02 4.308316133359052502e-03 -1.150360046668935654e-03 -7.831161799723984629e-04
7.976054271066942980e-02 -1.362913244717742223e-02 5.624659561895770099e-03 -2.047694855167078720e-03 1.069345464796450651e-03
7.880900625388298497e-02 -1.353132360719014327e-02 5.335627293884787070e-03 -2.483439768764333921e-03 -1.356122787704167054e-04
8.042862729016209133e-02 -1.350729006149123390e-02 6.065223760255172847e-03 6.400714025156517550e-04 -4.421483862439151702e-04
8.019128147164822362e-02 -1.383545768714727897e-02 6.210829145275334473e-03 -2.187392501305826520e-03 6.053685473012826446e-04
7.864850443078008624e-02 -1.231953566377011478e-02 6.856440067896499291e-03 -1.162201567758022747e-03 1.357056988170415868e-03
7.825010290701836513e-02 -1.581502600826044380e-02 4.115133109456811655e-03 -2.313996691258618510e-03 7.513328977611505310e-04
7.929720339660592532e-02 -1.313780458789473582e-02 4.516378007062171740e-03 -1.327832601731249174e-03 -3.245489305114257483e-04
7.895885544562650238e-02 -1.264545975564881908e-02 5.506361868554507377e-03 -2.197740040226894842e-03 -4.947114696838561532e-04
8.010791450292867322e-02 -1.417518530996181303e-02 4.617231440974103873e-03 -9.827488079776902641e-04 1.082862596504252650e-04
7.985342733765818379e-02 -1.522161889456224992e-02 4.208144712406797217e-03 -9.564274044790155305e-04 4.923813998058274022e-04
7.984412947679117578e-02 -1.279734324007299195e-02 4.188749480845757600e-03 1.073522044457986269e-04 1.786656366414063335e-03
7.859230349980403374e-02 -1.380664670873049671e-02 6.501461399196467594e-03 8.096815548759017656e-04 1.214623033976791611e-03
7.938464599134559263e-02 -1.338345837150109463e-02 4.194082217095052023e-03 -1.997432023472009432e-03 1.398098636436667652e-03
8.016556590706236385e-02 -1.388986864518498843e-02 4.924030766545059445e-03 -9.901120081453884669e-04 1.037902309511035126e-03
7.870511196650686880e-02 -1.516634705402671035e-02 4.962488943711471090e-03 -2.112852087631414411e-03 9.748441962794396343e-04
7.885963852267852126e-02 -1.426367435374505110e-02 4.859811959578255736e-03 -1.643664467545075114e-03 1.124847679677409840e-04
7.923731651246332386e-02 -1.449979335846897366e-02 5.283823918437402511e-03 -1.501120208980480375e-03 -9.963263347650963553e-05
7.984849988634293294e-02 -1.400011965551198334e-02 5.051046559507874067e-03 -1.425427764218681337e-03 2.742772721086861321e-04
7.970359021212886086e-02 -1.539005473636952115e-02 4.007381976881621566e-03 -7.505403032146418241e-04 1.180102981669678419e-03
7.953787350082805463e-02 -1.421964087399667231e-02 5.683395935393659171e-03 -1.657609116044497788e-03 5.697508581304910891e-04
7.974430452007380543e-02 -1.481407916401407399e-02 4.070246274299305078e-03 -7.615045404291143072e-04 3.434522780081106230e-05
8.028194609014599470e-02 -1.609640188051769671e-02 3.641620373823206691e-03 -2.503768826830621297e-03 5.208760604596546218e-04
8.081990385707379931e-02 -1.436643456170343114e-02 3.957504878497525302e-03 -4.670557882284487317e-05 8.851622002575831871e-04
7.896850482855688469e-02 -1.437667604411864419e-02 3.605997583622302938e-03 -1.391996433103323549e-03 -8.588733198830328375e-04
8.106323977739024467e-02 -1.154952334386945278e-02 4.671958481620538950e-03 -2.208106743352783452e-03 -2.395267963564567948e-04
7.950279383678349188e-02 -1.418815660844927051e-02 5.149984432990445393e-03 -1.091088388500277562e-03 1.678916552294573705e-03
8.108524672697270397e-02 -1.294210637392671781e-02 5.585310189455405805e-03 -6.982609360605268600e-04 1.372384639118817695e-03
7.983749008666032876e-02 -1.351369912629753200e-02 5.493489443170379571e-03 6.032207474902795408e-04 1.579518156706594123e-04
8.068562584124641668e-02 -1.382473375507604907e-02 5.643832257007846964e-03 -2.463038198231265463e-03 9.361466976080395908e-04
7.960895281248001054e-02 -1.343086443100355298e-02 4.437437390777704271e-03 -1.432884222204305891e-04 2.497087294105693189e-03
7.933888464360952519e-02 -1.209410214710240905e-02 5.837621385065716595e-03 -2.942298739986567990e-03 -2.033150220139237629e-03
7.926300102643984991e-02 -1.379876602709617650e-02 5.469565923618996406e-03 6.746772779457621549e-05 9.572989538453730018e-04
7.952247090770267479e-02 -1.308627622550476155e-02 5.487479849569737445e-03 -2.465453940146716816e-03 -1.828982549241936484e-04
8.120067285550158775e-02 -1.532460931486603894e-02 4.247059816605808225e-03 -1.002309675271942369e-03 -1.382763865130504088e-04
7.983579344915225917e-02 -1.303078740385935075e-02 5.717824523463449493e-03 -1.234619527433616915e-03 1.902208714295028358e-04
7.957698069191398993e-02 -1.511156076536741832e-02 4.092884144782482636e-03 -5.491084215412944669e-04 2.667246734195660718e-04
7.888666618726450364e-02 -1.383630683776512771e-02 3.737283461550749974e-03 -1.974693828201395940e-03 -9.834414434237159774e-06
7.861501734182277379e-02 -1.386354128719688439e-02 4.585814892057143988e-03 -2.020467399628703142e-03 6.460877194189584838e-04
8.015194849102227903e-02 -1.220145988135722115e-02 3.808931676139867828e-03 -1.666497888318324572e-03 1.717711458358153753e-03
7.924667899062898258e-02 -1.505482475334832260e-02 6.116682276752022362e-03 2.408043034650669822e-03 2.126678548073288044e-03
