"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup", "k3_mean", "k3_stdev", "k3_median", "k3_errlo", "k3_errup", "k4_mean", "k4_stdev", "k4_median", "k4_errlo", "k4_errup"
7.959951863288725060e-02,-1.411668347911244036e-02,4.810599342637980093e-03,-1.387858947848329616e-03,8.497974046097999919e-04,9.210011198496889434e-04,9.150848018818353831e-04,8.893464002677934710e-04,7.962219772307821408e-02,-1.411770382977654836e-02,4.801086332370224641e-03,-1.379567418267363399e-03,7.872253481103452799e-02,-1.504082012232763055e-02,3.899288052852001307e-03,-2.280824019839408634e-03,8.041517503255646293e-02,-1.319898181200056253e-02,5.742916054990040986e-03,-4.911363212407870993e-04
