weight logl k1 k2 k3
0.000000000000000000e+00 -3.625189970409826189e+07 7.847493462918553320e-01 1.828178145712644476e-01 7.906997079364558312e-01
0.000000000000000000e+00 -3.625189970409826189e+07 1.730219431428716703e-01 3.549847341321521466e-02 3.736021397741026151e-01
0.000000000000000000e+00 -3.625189970409826189e+07 1.964793272614172581e-01 9.297454198286470017e-02 2.096301091044426856e-01
0.000000000000000000e+00 -3.625189970409826189e+07 9.814745143285666940e-01 9.586036341555251861e-01 9.320222211523521150e-02
0.000000000000000000e+00 -3.625189970409826189e+07 7.717211001278885263e-01 3.576462538884420672e-01 9.612420108074186675e-01
0.000000000000000000e+00 -3.625189970409826189e+07 2.800375960141288090e-02 1.431692940488815680e-02 3.864121633704596936e-01
0.000000000000000000e+00 -3.625189970409826189e+07 4.748915369525337216e-01 1.233971158792035450e-01 2.758136266232846801e-02
0.000000000000000000e+00 -3.625189970409826189e+07 4.568171193495351723e-02 8.425541516839607503e-02 3.412115734585576821e-01
0.000000000000000000e+00 -3.625189970409826189e+07 4.702609419494307996e-02 1.863650230508036021e-01 3.923018426226901889e-01
0.000000000000000000e+00 -3.625189970409826189e+07 7.574153402973271554e-01 1.817280924193529490e-01 9.624487135286562411e-01
0.000000000000000000e+00 -3.625189970409826189e+07 2.578154656951386903e-01 8.947900624068116926e-02 3.295523122146951644e-01
0.000000000000000000e+00 -3.625189970409826189e+07 2.800694076625864781e-03 1.694378377256292589e-01 3.044913272746436750e-01
0.000000000000000000e+00 -3.625189970409826189e+07 5.407443344706621691e-01 8.584845429736565059e-02 8.845341293888634437e-01
0.000000000000000000e+00 -3.625189970409826189e+07 9.034737916754672638e-01 9.558680993430046513e-02 5.013935442564644296e-01
0.000000000000000000e+00 -3.625189970409826189e+07 6.042080915999026303e-02 1.196008289134229408e-01 5.074794220397876865e-01
0.000000000000000000e+00 -3.625189970409826189e+07 4.446260740304586179e-02 9.386490447090174438e-01 8.411034093354798902e-01
0.000000000000000000e+00 -3.625189970409826189e+07 4.585219166330423146e-02 2.215575653058476924e-02 5.590189582131335211e-01
0.000000000000000000e+00 -3.625189970409826189e+07 4.503928889312982520e-01 6.222042203366540125e-02 9.906769930880662267e-01
0.000000000000000000e+00 -3.625189970409826189e+07 9.121705430668164416e-01 3.216256805941025698e-01 8.277312166827186513e-01
0.000000000000000000e+00 -3.625189970409826189e+07 6.874564325719243474e-01 4.616462294650458542e-02 7.204374663436878823e-01
0.000000000000000000e+00 -3.625189970409826189e+07 6.250642923282934138e-02 3.514371081296839838e-01 1.992363262862617557e-01
0.000000000000000000e+00 -3.625189970409826189e+07 9.050612928087898856e-01 9.539857390490652511e-01 1.173475116560159792e-01
0.000000000000000000e+00 -3.625189970409826189e+07 2.448701986893272453e-01 9.069892792629041800e-03 3.118300271860228179e-01
0.000000000000000000e+00 -3.625189970409826189e+07 5.606197129718526462e-02 3.012902190019723925e-01 2.076494463326906681e-01
0.000000000000000000e+00 -3.625189970409826189e+07 2.179677307957846866e-01 1.683137318824612372e-02 3.094172496093188229e-01
0.000000000000000000e+00 -3.625189970409826189e+07 7.097087690230130530e-02 2.048372821221847717e-01 2.845166924944364517e-01
0.000000000000000000e+00 -3.625189970409826189e+07 9.643965070982537524e-01 7.387756677437140596e-02 6.912249879131086017e-01
0.000000000000000000e+00 -3.625189970409826189e+07 2.474820800458388259e-02 2.051631232840678276e-01 1.070260389823205482e-01
0.000000000000000000e+00 -3.625189970409826189e+07 7.466805992574823136e-01 1.685236398925412660e-01 9.274387067022755726e-01
0.000000000000000000e+00 -3.625189970409826189e+07 8.782827388556765369e-01 4.812685232962632398e-02 9.412426624054232027e-01
0.000000000000000000e+00 -3.625189970409826189e+07 4.508797549360856749e-01 1.099555943966293858e-01 1.078097174001201308e-01
0.000000000000000000e+00 -3.625189970409826189e+07 5.246606175617136714e-01 1.121109877833476043e-01 1.112827971959917672e-02
0.000000000000000000e+00 -3.625189970409826189e+07 4.588948521181079876e-01 3.678150888828057852e-02 9.886305544286004832e-01
0.000000000000000000e+00 -3.625189970409826189e+07 7.075241996369361352e-01 5.218855100999142405e-02 8.068898572792261303e-01
0.000000000000000000e+00 -3.625189970409826189e+07 1.089403466388740860e-01 2.825873008359582883e-01 6.846359521825806649e-02
0.000000000000000000e+00 -3.625189970409826189e+07 4.779571407990016452e-01 7.673851588781277488e-02 5.686668758021617975e-02
0.000000000000000000e+00 -3.625189970409826189e+07 4.437168209429542820e-02 8.715193007269972369e-03 1.821724259287866854e-01
