weight logl k1 k2
0.000000000000000000e+00 -2.763102111592854559e+07 -8.549971650424509351e-02 -9.949097258791284037e-02
0.000000000000000000e+00 -2.763102111592854559e+07 -8.701969250973561054e-02 -7.372370009784821876e-02
0.000000000000000000e+00 -2.763102111592854559e+07 -7.759174487475789528e-02 -9.688784689942529782e-02
0.000000000000000000e+00 -2.763102111592854559e+07 -9.522016200622381021e-02 -8.096243898556002017e-02
0.000000000000000000e+00 -2.763102111592854559e+07 8.531033061789519700e-02 -7.556075790608521303e-02
0.000000000000000000e+00 -2.763102111592854559e+07 7.949052690798302789e-02 -8.012074838303673285e-02
0.000000000000000000e+00 -2.763102111592854559e+07 -8.998872386065603912e-02 -7.605656557741367896e-02
0.000000000000000000e+00 -2.763102111592854559e+07 8.904521966327558213e-02 -9.681898399319377457e-02
0.000000000000000000e+00 -2.763102111592854559e+07 -9.341340512450441169e-02 -9.992344068537079016e-02
0.000000000000000000e+00 -2.763102111592854559e+07 8.167509755210108913e-02 -8.278406155172868264e-02
0.000000000000000000e+00 -2.763102111592854559e+07 7.625380291934591437e-02 -8.502641357904797137e-02
0.000000000000000000e+00 -2.763102111592854559e+07 8.390680891464005753e-02 -7.690095136525471053e-02
0.000000000000000000e+00 -2.763102111592854559e+07 -8.047712170513542096e-02 -8.438742841359513081e-02
0.000000000000000000e+00 -2.763102111592854559e+07 7.825703204583903116e-02 -9.694022901880572363e-02
0.000000000000000000e+00 -2.763102111592854559e+07 8.139345869160594105e-02 -9.436129180838533081e-02
0.000000000000000000e+00 -2.763102111592854559e+07 8.580758291278886563e-02 -9.287856307712755166e-02
0.000000000000000000e+00 -2.763102111592854559e+07 9.245544700929164694e-02 -8.555952667471210249e-02
0.000000000000000000e+00 -2.763102111592854559e+07 9.912612999224776344e-02 -8.499464664073932973e-02
0.000000000000000000e+00 -2.763102111592854559e+07 -7.816005450753089889e-02 -8.759829629163758125e-02
0.000000000000000000e+00 -2.763102111592854559e+07 -7.640184193405752389e-02 -8.760252081172115179e-02
0.000000000000000000e+00 -2.763102111592854559e+07 9.438567323838351064e-02 -7.942391823294066289e-02
0.000000000000000000e+00 -2.763102111592854559e+07 -9.498554100177310222e-02 -9.960756082590137284e-02
0.000000000000000000e+00 -2.763102111592854559e+07 -8.706045559914173115e-02 -8.290253129176511360e-02
0.000000000000000000e+00 -2.989294282190222875e+05 -9.244160771936092702e-02 -6.606034738785837579e-02
0.000000000000000000e+00 -2.803190850032225135e+05 -8.372759006238605917e-02 -7.011684214395906556e-02
0.000000000000000000e+00 -2.732024210538145271e+05 -9.089155728397833867e-02 -5.596348049922994505e-02
0.000000000000000000e+00 -2.702626021201612893e+05 -9.897088099233580794e-02 -4.104200761786785251e-02
0.000000000000000000e+00 -2.661017304947185912e+05 -9.304878839448700589e-02 -4.439881228867142288e-02
0.000000000000000000e+00 -2.631213273649899638e+05 -6.649624842410617465e-02 -7.854816783889251308e-02
0.000000000000000000e+00 -2.628124531950068776e+05 -8.627115593205303412e-02 -4.996799986733711091e-02
0.000000000000000000e+00 -2.621568690563027048e+05 -5.415626866540193540e-02 -9.332141344451870546e-02
0.000000000000000000e+00 -2.601075109541601851e+05 -9.102152206587976746e-02 9.577531950175885433e-02
0.000000000000000000e+00 -2.587758541484980378e+05 -6.389189022448407695e-02 -7.683786795621712351e-02
0.000000000000000000e+00 -2.584855128843970015e+05 -8.842600466609254473e-02 9.396814875564796221e-02
0.000000000000000000e+00 -2.572353658857879636e+05 -9.418243295385653191e-02 -2.362905733053514978e-02
0.000000000000000000e+00 -2.571671501296269416e+05 -9.334866353123355553e-02 -2.521443917967383652e-02
0.000000000000000000e+00 -2.570701430579878506e+05 -8.887091455974316379e-02 8.932255382779227815e-02
0.000000000000000000e+00 -2.552341650053265621e+05 -8.574194542496441085e-02 -3.526254740895862216e-02
0.000000000000000000e+00 -2.551363076134625589e+05 -7.550270423221426552e-02 9.698439078045612005e-02
0.000000000000000000e+00 -2.545340812320049736e+05 -9.810344694331477045e-02 6.390211994798511430e-02
0.000000000000000000e+00 -2.527729727858902770e+05 -7.375599010843177095e-02 -5.110388295597252661e-02
0.000000000000000000e+00 -2.524438357441801927e+05 -8.857821773368752816e-02 7.241379737686864937e-02
0.000000000000000000e+00 -2.518318901020955236e+05 -8.436360847791696260e-02 -2.762123136043741212e-02
0.000000000000000000e+00 -2.517293428468625061e+05 -9.720695679534807621e-02 1.678762091631694209e-02
0.000000000000000000e+00 -2.516659186910483695e+05 -7.791417106985763785e-02 -4.057676218759494191e-02
0.000000000000000000e+00 -2.516183801823094836e+05 -8.537411320234603029e-02 7.394960710309045337e-02
0.000000000000000000e+00 -2.515041987451867317e+05 -8.253852673437125920e-02 7.767375423193842443e-02
0.000000000000000000e+00 -2.511425161199679424e+05 -4.882936106208930760e-02 -8.618661947253652977e-02
0.000000000000000000e+00 -2.511013224142226682e+05 -6.631096266329153388e-02 -5.984437336794377199e-02
0.000000000000000000e+00 -2.507901085379036667e+05 -7.848068371877872651e-02 -3.678299505320350993e-02
0.000000000000000000e+00 -2.507397608396611176e+05 -8.936544843439736541e-02 -9.748386857119401006e-03
0.000000000000000000e+00 -2.504227898981201579e+05 -6.047263671548602088e-02 -6.774519218010083277e-02
0.000000000000000000e+00 -2.503561341212925036e+05 -8.432258973763695487e-02 -2.196751418883376161e-02
0.000000000000000000e+00 -2.500952388333847048e+05 -9.253996010431229935e-02 7.516937003223131408e-03
0.000000000000000000e+00 -2.499481691696374619e+05 -3.786049776183184751e-02 -9.890287083043458605e-02
0.000000000000000000e+00 -2.498266058677881956e+05 -8.907949959122440919e-02 -5.146268855617114335e-03
0.000000000000000000e+00 -2.496720496960372548e+05 -6.917406103221901414e-02 8.678825894867700508e-02
0.000000000000000000e+00 -2.496078122084345669e+05 -9.293380478294262226e-02 1.738232115108304110e-02
0.000000000000000000e+00 -2.495059374308638799e+05 -9.318431268252516664e-02 2.621995874773444535e-02
0.000000000000000000e+00 -2.493421743771571491e+05 -9.227048787694375198e-02 3.726887796091374327e-02
0.000000000000000000e+00 -2.490764546356425562e+05 -3.781679320567934988e-02 -9.755455192653600394e-02
0.000000000000000000e+00 -2.489800550747983507e+05 -9.172032498012878954e-02 3.412995845305361042e-02
0.000000000000000000e+00 -2.489151392209109617e+05 -9.186425842151216270e-02 2.766067269342326052e-02
0.000000000000000000e+00 -2.487413899645315832e+05 -6.506381508699252136e-02 8.777254922362104361e-02
0.000000000000000000e+00 -2.486366702951752522e+05 -9.121879053332888898e-02 2.390933947390756764e-02
0.000000000000000000e+00 -2.482235745404523332e+05 -7.336795113172918381e-02 7.677608967520072047e-02
0.000000000000000000e+00 -2.481537746411662374e+05 -6.175371790156287954e-02 8.895580951751314025e-02
0.000000000000000000e+00 -2.481341304319255869e+05 -7.255715841563808999e-02 -4.024364556845121815e-02
0.000000000000000000e+00 -2.479480613424794865e+05 -6.062406914116491574e-02 8.931677330398449244e-02
0.000000000000000000e+00 -2.479346418927948398e+05 -8.554630711826027856e-02 5.226712041351358473e-02
0.000000000000000000e+00 -2.479115582808970648e+05 -5.303731942706380043e-02 -7.386426941556906156e-02
0.000000000000000000e+00 -2.477262057940345258e+05 -3.729250149663869418e-02 -9.593061501178877515e-02
0.000000000000000000e+00 -2.477121777310869948e+05 -7.680815324101795960e-02 -2.924704621492708878e-02
0.000000000000000000e+00 -2.477111688286904828e+05 -8.859865551336790213e-02 3.523105209518198611e-02
0.000000000000000000e+00 -2.473344254288115771e+05 -7.470967578858389579e-02 -3.261681221304198186e-02
0.000000000000000000e+00 -2.473224648577147163e+05 -8.006286004715368332e-02 -1.895667533726490273e-02
0.000000000000000000e+00 -2.472381484189631301e+05 -8.769213070206821614e-02 3.279117490760055653e-02
0.000000000000000000e+00 -2.471975872047908779e+05 -7.876068834073234048e-02 -2.193508932120954991e-02
0.000000000000000000e+00 -2.471736034154627123e+05 -5.012130862188077934e-02 9.535522015989536526e-02
0.000000000000000000e+00 -2.471594652065607952e+05 -7.874127064733107972e-02 6.336469251133308722e-02
0.000000000000000000e+00 -2.471076559030358621e+05 -8.455730597818809924e-02 -2.124653242677326803e-03
0.000000000000000000e+00 -2.468961423849019047e+05 -6.608496517353187882e-02 8.035709890569167624e-02
0.000000000000000000e+00 -2.468808866318100481e+05 -8.710083052124428793e-02 1.917532256077303376e-02
0.000000000000000000e+00 -2.467217666312127840e+05 -6.854853852363192168e-02 7.680129690985421087e-02
0.000000000000000000e+00 -2.464306734937616275e+05 -7.907566747457460410e-02 5.829055811898961603e-02
0.000000000000000000e+00 -2.464044751165926864e+05 -5.792072929774279288e-02 8.680866542262419272e-02
0.000000000000000000e+00 -2.464009586496404954e+05 -5.422114553034236561e-02 -6.846463247467007851e-02
0.000000000000000000e+00 -2.463385765649084933e+05 -4.575792843727828629e-02 9.608544042655650652e-02
0.000000000000000000e+00 -2.462260070150937245e+05 -8.173683582343625742e-02 4.976844776664016146e-02
0.000000000000000000e+00 -2.461662732013445348e+05 -5.475454348146507194e-02 -6.700147106627790672e-02
0.000000000000000000e+00 -2.461211551474875305e+05 -6.548757640596232499e-02 -4.770846648113585137e-02
0.000000000000000000e+00 -2.459130959497049917e+05 -6.401275340175666129e-02 -4.988990769292098865e-02
0.000000000000000000e+00 -2.455375712654514646e+05 -7.795608684714186443e-02 -1.490766999377754476e-02
0.000000000000000000e+00 -2.453894738733133709e+05 -4.681174247831323965e-02 9.267046485847868498e-02
0.000000000000000000e+00 -2.450131039352720836e+05 -6.578934048714105143e-02 -4.320179021979264622e-02
0.000000000000000000e+00 -2.448869708053803188e+05 -8.228291221422012747e-02 2.778204882944626530e-02
0.000000000000000000e+00 -2.448080947910471878e+05 -7.522646407601640828e-02 -1.892351518315908698e-02
0.000000000000000000e+00 -2.443691154177878634e+05 -6.061079819945974084e-02 7.676899556998614815e-02
0.000000000000000000e+00 -2.443588671745374741e+05 -6.608750420719439189e-02 6.982540686418456377e-02
0.000000000000000000e+00 -2.442166716011149110e+05 -7.044253308391326684e-02 -2.903885619881418911e-02
0.000000000000000000e+00 -2.441112550205871812e+05 -6.563338840936146223e-02 6.930774830386263186e-02
0.000000000000000000e+00 -2.439879505629744672e+05 -7.157323092475585680e-02 -2.480541198553584681e-02
0.000000000000000000e+00 -2.438689192277971888e+05 -6.783922824148308495e-02 6.477574771835672984e-02
0.000000000000000000e+00 -2.430508012257499213e+05 -6.846558961164879442e-02 -2.817786352781213866e-02
0.000000000000000000e+00 -2.430441866156866599e+05 -6.598935464576401178e-02 6.341514882988763535e-02
0.000000000000000000e+00 -2.428940046433525276e+05 -7.075196650165518908e-02 -2.066464624455977006e-02
