,theta0,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,theta15,theta16,theta17,theta18,theta19,theta20,theta21,theta22,theta23,theta24,theta25,theta26,theta27,theta28,theta29,theta30,theta31,theta32,theta33,theta34,theta35,theta36,theta37,theta38,theta39,theta40,theta41,theta42,theta43,theta44,theta45,theta46,theta47,theta48,theta49,theta50,theta51,theta52,theta53,theta54,theta55,theta56,theta57,theta58,theta59,theta60,theta61,theta62,theta63
0,-0.483458831109063,0.531327192795206,-1.48375064619004,-2.00134203240333,-1.08196358610635,0.275983311651731,1.45965205925128,1.59464895292248,-0.195084625426908,1.1544730342099,-0.9049601567664,-1.84153962973589,-0.441003594997402,1.05678303010771,-2.40989997375761,0.179845961610736,1.24153473433196,0.05318649729394764,-1.19907284890038,-0.6145862375678,1.02278505398631,-0.09544528402874858,1.51836032373515,-0.03497675846379737,1.88262161759434,0.618241883192185,-0.724963318021901,-0.269940798821655,-2.74520401323904,1.91278354273081,-1.75749934826147,-2.29559000678565,-1.13283330218001,2.44652078265531,0.775417423354774,2.20832881672501,-0.362242892460503,0.319049826429373,-0.994295139118555,-2.12451103193763,0.733384988659639,2.57567309215194,1.68430916919113,-2.59226690024843,-3.13865475854614,2.8659518465191,-0.84724865843197,-1.52372916108058,-2.92315825421285,-2.08653093122211,1.77840885276409,3.0569341711011,0.462182100367423,-0.527568665429621,0.907772159379479,-1.78683696904292,-1.5833292011142,2.24664845036233,2.05220600027946,-1.29441956173719,0.686766959273138,-0.16567941939176,0.37629980530035,1.21409398479106
1,-0.403469266500489,0.566648920207118,-1.43117203112956,-1.96541401223057,-1.01854669049952,0.211997124116288,1.42891603024762,1.55146150716751,-0.208918942089861,1.18757317631866,-0.913822469338179,-1.79886100279488,-0.481160959637789,1.10685636898327,-2.44485418490476,0.18818384151397,1.33782214213662,0.108625835177577,-1.15031583436308,-0.64382528073389,1.03506255975844,-0.08102733202131934,1.51599099701748,-0.130523493179347,1.85800631781576,0.629734346201355,-0.714023239669922,-0.31124462685845,-2.79884126156713,1.90048914415339,-1.65972478781752,-2.26711488373092,-1.08625675901674,2.49935638237345,0.869696383003551,2.26279874930942,-0.520428346025629,0.286115151482585,-0.957651254180046,-2.10242032252555,0.7466324940815,2.5998166205776,1.7204714262193,-2.55698986562819,3.10832785836757,2.90147606872128,-0.781640278691435,-1.50599587800313,-2.99928209220115,-2.03284229706428,1.76010901593144,2.98790755576059,0.425765471233428,-0.602254545479921,0.97339389148694,-1.70316055288178,-1.53824516515032,2.41691930820973,2.15619266499268,-1.21918417599077,0.708462162388985,-0.01524822769247919,0.368519590757232,1.2607563454407
2,-0.400284586857852,0.632466338726278,-1.35953221704955,-1.89092910698281,-0.988998127063717,0.276023255646812,1.41036348166964,1.60667884945857,-0.259570905360437,1.18114159927011,-0.879293835233311,-1.82518119513306,-0.457382004548789,1.04583670312449,-2.22852612958578,0.35530434073585,1.32651777960566,0.105852031716031,-1.2307798034078,-0.666725946349006,1.01817005657015,-0.04811505179304859,1.48858049821708,-0.185304741156574,1.89169091414719,0.604118304098751,-0.766081503948105,-0.325764563467774,-2.92887007624271,2.05565807509068,-1.65011690692966,-2.32376021500247,-1.13268393874284,2.41018456568263,0.842685106002392,2.17331394388441,-0.512410366590958,0.199986817461412,-0.920170560057125,-2.12201822569535,0.754500550673039,2.70313517090889,1.68518252157028,-2.52790435695436,3.1308779455664,2.79446122625374,-0.817772884462841,-1.43968696437519,-2.97750441890484,-2.03622206137026,1.76166349947618,2.9250325781059,0.428108953504496,-0.624829875741314,0.904117292762817,-1.73901022415481,-1.49773324595854,2.32131699654845,2.12220116457517,-1.19615007619418,0.543201296248979,-0.003596565784139907,0.391208050979063,1.22378121496022
3,-0.330219754349132,0.670296295833364,-1.4135931484976,-1.94686080573485,-0.965517362658096,0.02282549986941247,1.37332309016037,1.67483621333241,-0.201050624852974,1.14007332748718,-0.92234176426687,-1.87157296303154,-0.431018653531277,1.07918219298871,-2.32575692337798,0.314066113510256,1.31395594820243,0.06219518507164219,-1.24625889205267,-0.651169485344518,1.04867021646299,-0.05072736514219428,1.57804766722392,-0.07728810818591911,1.93528993653992,0.628746318147391,-0.686621001913716,-0.266737725725144,-2.70122830354428,2.04375969899602,-1.62325344407228,-2.48029530956575,-1.05826039789781,2.4981618621856,0.806688466134849,2.29990559248741,-0.496738120936877,0.21343265391629,-0.867701464846112,-2.25354625420113,0.755808381610573,2.67416817397214,1.72922621739896,-2.56679874716153,-2.97587241122946,2.76727254850312,-0.773641825687918,-1.46700514343586,-2.81247680665536,-2.00946281935542,1.78677860254707,3.07214480460864,0.490607742967263,-0.582354978755451,0.85355969654683,-1.74766768792855,-1.56360861015946,2.34638139651136,2.14747816403265,-1.12419068063605,0.514152304946653,0.269349232810045,0.430083418313896,1.22241484051317
4,-0.347536177338742,0.733100901630395,-1.33283469702734,-1.91112109017212,-1.03831775545573,0.06230721983783606,1.41820810694055,1.59080507711155,-0.212748548136934,1.15441985099483,-0.94227001156695,-1.77749352396991,-0.521807959114376,1.07175526675327,-2.22701605570689,0.391567074075296,1.35908956727513,0.110064665832975,-1.2606669578151,-0.651418518324319,1.00301967343537,-0.06169512416099471,1.69588325735038,-0.153639232741488,1.84967502725642,0.611303643754698,-0.744773410655631,-0.262000675009298,-2.80378707750782,2.00275030480649,-1.57726410306149,-2.43870368187212,-1.09021766988746,2.5572541716417,0.899803278361807,2.26869276476392,-0.455430949293684,0.263360947133701,-0.856979820095843,-2.16367086524733,0.836165590492522,2.72346651990328,1.49205250048308,-2.54125579124697,-2.94278133456971,2.91869702957189,-0.800932143427341,-1.41083615493948,-2.91367647440376,-2.05188087659113,1.79758884603319,3.07419472234302,0.47901799838376,-0.410877630279584,0.952521033523243,-1.68755869493397,-1.4795772152035,2.40956053161821,2.21811623771941,-1.12510153702694,0.55783776446839,0.292815213776625,0.343930959284793,1.25425916485481
5,-0.320960813284393,0.640142658869235,-1.41662112589392,-1.90486343848807,-0.761420078589416,0.01829739035637914,1.40345580097875,1.63469555545896,-0.205056096560887,1.22123533920222,-0.926672452994252,-1.86209687251233,-0.561901411922225,1.17241469623253,-2.34292273593476,0.341289414100981,1.32818837345142,0.09650940625404078,-1.08225472233036,-0.663120943729841,0.974128361049891,-0.05635192111434045,1.72163587810852,-0.124852492610066,1.91989872116352,0.551674326489858,-0.717784155408043,-0.368697106266993,-2.73927156877091,1.98722260791943,-1.60835689200338,-2.46946603341014,-1.24151188574217,2.51528178285892,0.801440394770163,2.33300584706043,-0.541238059908014,0.179051548455813,-0.833504814011162,-2.28810642934167,0.764220891702872,2.67125584552013,1.51707653468301,-2.61669323115408,-3.11248419430275,2.83190274224587,-1.03900131638065,-1.47307333998936,-3.04592418278163,-2.09882550016688,1.85719848798118,2.96820097084684,0.39288038534779,-0.272401026250486,0.864352012303285,-1.73442370653343,-1.54726195981424,2.43989331484592,2.07663613989608,-1.14017480430377,0.475696123751089,0.230332771392019,0.275228717967624,1.03727158365524
6,-0.324980531075387,0.676908872865899,-1.34696092136892,-1.97615602353109,-0.783528877309057,0.004553162929931836,1.50661808519548,1.61162474867295,-0.23351907225368,1.11548467830734,-0.934445249033527,-1.86613470499247,-0.536661875085117,1.21135403102119,-2.3577173244556,0.378254469473223,1.34412575534946,0.05776381239003731,-1.0814372954508,-0.611688607142777,0.858593259305932,-0.03989648027852156,1.68267191460844,-0.102424604242072,1.89221054918862,0.561712450071358,-0.667358697485718,-0.393192749406407,-2.69249900897409,2.03431461380371,-1.52444305194269,-2.4458904270914,-1.27339921427408,2.551938866834,1.01814055687376,2.20191390591356,-0.481888596738489,0.124178891929689,-0.883744756999738,-2.16103099670883,0.74780727697223,2.58965651167735,1.57229378177449,-2.63217627904763,-3.0274047193231,3.02146852814449,-1.02674386665684,-1.42584138654404,-2.91610762131363,-2.06108494018264,1.75767415199115,3.0967943604998,0.489429419289411,-0.299986704246449,0.981773050089388,-1.61996020535881,-1.50519071714062,2.33430578953464,2.08768052885883,-1.1703990835289,0.530015592719091,0.250448032935488,0.290129919361245,1.36911643085494
7,-0.393444317102921,0.667842325417378,-1.35091126326983,-1.91843177954507,-0.761777773843497,0.225159494873956,1.43918021735296,1.67233973068252,-0.20759774700077,1.05924679854805,-0.925602689875645,-1.80604489292758,-0.580397583923868,1.15853971617166,-2.34225880003643,0.423208710795409,1.26959056702522,0.06227546553107356,-1.13377237795364,-0.644460165954402,0.841677963596434,-0.01596927558097707,1.73441421838514,-0.09634284222589895,1.87830620008069,0.624018950459672,-0.750701787756649,-0.469017599890459,-2.69516997090038,1.99741235301353,-1.5516369620417,-2.45768560421234,-1.27186651354159,2.51071824567466,0.980304757440727,2.29658214777225,-0.334101068376117,0.163558669480322,-0.851667588615353,-2.11685829703348,0.734840371298142,2.58318099670032,1.51754891504696,-2.57846762860232,-3.04874515689837,2.84143229326641,-0.999457418014637,-1.46091818256868,-2.9441195832843,-1.96375522513565,1.79716230164358,3.03657678701145,0.467488016662047,-0.257887233672793,0.8817162389097,-1.72197840922574,-1.50134036712918,2.39693857048606,2.16217867444374,-1.24605739010479,0.579652520943672,0.0433677881615619,0.295498968679868,1.31402932150017
8,-0.414013465507758,0.666684929606033,-1.32127620741824,-1.88714256850229,-0.786568737675334,0.220115270828798,1.49159748389717,1.65918906095132,-0.168530399463819,1.09604557252927,-0.943837974327602,-1.78181985017973,-0.549712459398198,1.19210417286344,-2.35144261098936,0.359724435087796,1.03490004505338,0.116968275206827,-1.06827461657444,-0.622317278387403,0.897225842649994,0.0601746119091923,1.70840097267183,-0.0766399857475559,1.94432946318696,0.637543350545388,-0.988940529938552,-0.496700575440253,-2.70134934032636,2.05759553499396,-1.62524713015911,-2.18634175645656,-1.23004727499483,2.53414099787998,1.28937600840642,2.23435806443832,-0.330388822963451,0.155978353859283,-0.730950803452722,-2.01227784090493,0.733582635705515,2.74671088172699,1.5410440792658,-2.42049250260028,-3.11192551822153,2.90008762573648,-0.882416761361802,-1.43059631178027,-2.98441724903891,-1.98476107640111,1.8300182690775,3.00385900708957,0.481483563132607,-0.216329852128768,0.968704613387038,-1.76410327817452,-1.48932019729842,2.33801407950185,2.10119200332647,-1.14016958619261,0.573151277048045,-0.05033329275134035,0.344101363620564,1.37903404030172
9,-0.395741919677696,0.697746280515747,-1.41456661466354,-1.92771714493162,-0.810352688845268,0.229075610146718,1.47802052679848,1.56142836845037,-0.194438035484825,1.29366421008389,-0.868328856228301,-1.79911255308301,-0.595140763823345,1.16956748919978,-2.55403776022674,0.38991334498242,0.975851011306287,0.05121453367804667,-1.0579150989045,-0.67226039723406,0.789752240586141,-0.02748708375776831,1.63182041468203,-0.100931954397625,1.86813157688138,0.602282448941776,-1.01297164466774,-0.246199034731233,-2.80791118874243,1.99106529930325,-1.67124382085049,-2.44478154255982,-1.25316797588994,2.53951052219774,1.24226979781277,2.25861048539579,-0.370255141059055,0.174470075427718,-0.73138790896892,-2.16859231976147,0.722141109604339,2.7375403644738,1.35676406642847,-2.64388602432088,-3.14103578322918,2.93123057019598,-0.893971524600679,-1.46785259103479,-2.96844817090783,-2.05386793666367,1.76220144996331,3.04153684958155,0.480980464689846,-0.461596057628201,0.878047926845706,-1.75277801530026,-1.57099565137684,2.4405591571982,2.17261911136201,-1.17446171511278,0.561334087382047,-0.07123118863859827,0.292469189780372,1.00452745331858
