k1 k2
6.451382240789368949e-02 -7.774617009842943460e-03
6.274922431164461911e-02 -8.500178527006505003e-03
6.363019080972878716e-02 -8.211187104968195594e-03
6.207490485743441533e-02 -8.414578370885605896e-03
6.373292477745542972e-02 -1.062639439712700917e-02
6.362549245359802597e-02 -7.863113671208177280e-03
6.250218056028386537e-02 -7.935072038341733913e-03
6.355251510309820051e-02 -7.970505186491921856e-03
6.274511729159201745e-02 -8.613801533991827242e-03
6.456549379529699650e-02 -6.952159877917502007e-03
6.499773731699351464e-02 -9.755962604040629982e-03
6.381565108055831104e-02 -8.829454649910084552e-03
6.446131989085038261e-02 -9.715390351326361196e-03
6.349742027062166283e-02 -7.829730013234489916e-03
6.346694525523982611e-02 -8.852035122395934819e-03
6.331448912787360217e-02 -8.191990437241836176e-03
6.367108084537023704e-02 -8.477965226673780941e-03
6.335649118116853939e-02 -8.785087244499903414e-03
6.364093254845151759e-02 -6.868310528740401155e-03
6.273408109720979287e-02 -9.433120517921611548e-03
6.383570844990896220e-02 -7.555049183292097958e-03
6.342781269411637557e-02 -8.809444412501962751e-03
6.520071327847185017e-02 -8.291325048153774802e-03
6.273762593834272816e-02 -7.376303679206483443e-03
6.498221514095450790e-02 -8.392090364338550268e-03
6.432751120259064259e-02 -8.483058223364203787e-03
6.520071327847185017e-02 -8.291325048153774802e-03
6.329262947660679872e-02 -9.061022998958931374e-03
6.374967316050181299e-02 -9.114927372946710071e-03
6.404667423263751824e-02 -7.119407670237332120e-03
6.342121241844006496e-02 -8.386139392875996412e-03
6.355317604549085009e-02 -7.641780779940432478e-03
6.296416367077586895e-02 -8.907259628262359508e-03
6.267196900001328896e-02 -9.035825152526238968e-03
6.433164709199995501e-02 -8.051114992592339759e-03
6.378898498462179378e-02 -8.794792979614302064e-03
6.282171787796400619e-02 -8.096819450791839512e-03
6.348560907128600328e-02 -7.558327229870501207e-03
6.334903705326042078e-02 -8.044108906544236715e-03
6.361155813240612633e-02 -7.221038402756591035e-03
6.440714072235256826e-02 -7.928110175468169873e-03
6.211405745612161300e-02 -8.564501034641472388e-03
6.271754443118293665e-02 -9.103924944690117149e-03
6.218732385652953054e-02 -9.281262143303117829e-03
6.471054324511399392e-02 -7.286593496837551198e-03
6.331322716376475146e-02 -7.540193450745996673e-03
6.512690054279798857e-02 -8.300928636610457878e-03
6.261111858364493132e-02 -8.310989569025969970e-03
6.407232845724072923e-02 -8.327682553817924993e-03
6.346543866029943914e-02 -7.548743742812918933e-03
6.445433189844182453e-02 -9.582196438739684630e-03
6.370225100937371154e-02 -7.062967879941067784e-03
6.199029466304720182e-02 -8.657153803796516223e-03
6.480649971052926395e-02 -8.963111604707779678e-03
6.382140387651943914e-02 -7.668240453153105096e-03
6.375039450538985686e-02 -8.548080807426056138e-03
6.310078647981687272e-02 -7.937009135223910272e-03
6.407564098287008014e-02 -8.597667977592843291e-03
6.360908736035703059e-02 -8.844976192312517527e-03
6.331109460388081867e-02 -6.986334570775867836e-03
6.302478385795395877e-02 -1.014243735171402316e-02
6.235208667639194346e-02 -9.089983816530602945e-03
6.365703235053013498e-02 -8.533843061975007749e-03
6.156538582137038862e-02 -1.002708158133991390e-02
6.365381449243509571e-02 -7.906924357805225623e-03
6.327233512213834010e-02 -9.067167283864877025e-03
6.271097419159032960e-02 -8.236436286311293875e-03
6.342087877752108915e-02 -9.546533533651008208e-03
