,theta0,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,theta15,theta16,theta17,theta18,theta19,theta20,theta21,theta22,theta23,theta24,theta25,theta26,theta27,theta28,theta29,theta30,theta31,theta32,theta33,theta34,theta35,theta36,theta37,theta38,theta39,theta40,theta41,theta42,theta43,theta44,theta45,theta46,theta47
0,-0.816662038020393,-3.108617223103,-2.55298086113323,2.67462403198021,-0.484892666146663,-2.48465233972152,1.08715949624672,1.42020625160423,-0.373728963158895,1.8373186880954,-1.19222025636904,-2.2473232035248,-0.622784390687739,0.553796383698099,3.07439233030613,0.03222317553315662,0.967717527326605,1.51900204238329,1.65527173226733,-1.13003009053729,0.570385739572071,0.892563673360784,1.00309993178935,-1.35045579583423,2.41820774756614,0.181921095266171,-2.05866794204878,-0.709247019676253,2.91027714286551,-1.9660446301306,-2.14934309815537,-2.92689955635224,-1.64715630374391,2.01293298791914,-0.216759257159459,1.9197557130932,-1.52873273765484,0.460645628061721,-0.935099395807214,-2.80943901171392,0.384178891849738,2.20252367303032,1.22272892449757,0.13161780550283,2.60496520864014,2.33055176418035,-1.41862373325194,-1.79728680335808
1,-1.06745761862604,2.95136935416242,-2.84251063271297,2.63969269887676,-0.656404218159949,-2.80329694267094,0.882994181105001,1.18494352870687,-0.557502176105382,1.56314775185689,-1.32360262209136,-2.69890248743429,-0.755125132450758,0.338453894346636,2.81592629472984,-0.249059579315327,0.684074422263658,1.31727202419246,1.42763624234804,-1.17544291413597,0.467296393912731,0.575292689173199,0.791982895067045,-1.52406702937016,2.2412346746409,0.02740731679112148,-2.28452290676935,-0.930065692428922,2.74532979256795,-2.23329228501831,-2.51147117129341,3.10252192707632,-1.92923598815714,1.86000491656938,-0.357193612845338,1.62298248564226,-1.76865066612715,0.222285041784897,-1.13613694828883,-3.02137965364976,0.146416423424694,2.01304296746853,0.975759024943368,-0.145239526692354,2.36168156431133,2.12993719957808,-1.61333151150817,-2.036512916235
2,-0.170569697400449,-2.38245450953899,-1.93592150239052,-2.8013333248191,0.196534562158117,-1.83460781185799,1.9228278731193,2.15368531176552,0.420377636318284,2.69677499415521,-0.494219088904207,-1.67341148111765,0.07461908446928135,1.31080218040165,-2.4756701907366,0.665594271915411,1.63654393502977,2.3578104875487,2.42152380891609,-0.415044819338122,1.38482629979482,1.41436491886592,1.83824524572028,-0.560167691673326,-3.02658271620796,0.820513101793762,-1.49310979728373,0.01293639923853386,-2.55080328520954,-1.31997548375174,-1.60172087833765,-2.25681509504694,-0.935409105492825,2.93672193645067,0.538805911876937,2.83893293615415,-0.85298675484105,1.18008283541306,-0.249376603012338,-2.15358961130814,0.98248569046685,3.00898670856818,2.10801691302736,0.71254291324978,-2.85091300227393,-3.13026597902074,-0.681589647799151,-0.985185111792608
3,0.650700939012964,-1.37333636085753,-1.04205080436023,-1.780705778705,1.09389866646067,-0.858740325724216,2.92036126382242,3.09169522127021,1.27728857544586,-2.7203837910968,0.319790022243343,-0.705128866873974,1.01032567047979,2.08520379416074,-1.55217210611557,1.54019674662598,2.53472492714992,-3.01307521641906,-2.86170365039985,0.434182786740763,2.25763407548141,2.45937222756132,2.70381112904896,0.221055863902219,-2.09768487598367,1.82665551661984,-0.489965079625687,0.896497908644176,-1.65567745981455,-0.466359131595386,-0.628826235482467,-1.33039611581594,-0.08091166023300397,-2.45952073046307,1.40353272262689,-2.62067236804078,0.06290995443020726,2.03454250943037,0.569122580479939,-1.2021641808497,1.87155798677656,-2.25437631300302,2.96518133858213,1.62075653302351,-1.9205930203219,-2.1739518647121,0.161728781735806,-0.253196981450584
4,-0.713007159289442,-3.049846534701,-2.53296981447032,2.81574121577082,-0.415613101796266,-2.45945733091194,1.22236117345262,1.46578172377064,-0.262567907941112,1.78859835419398,-1.08656640877124,-2.1934472051073,-0.511385168365593,0.513896859077244,3.05353170444703,-0.06314052727723725,0.850208422470994,1.65040428390314,1.72635502600526,-1.00625952020879,0.632962785927406,0.774952530825772,1.02535752082114,-1.14201205320917,2.5083809451236,0.225865522239685,-2.02865928991715,-0.611468248258167,2.88673603389704,-1.86482450993579,-2.10871715479836,-2.90698700847733,-1.51176515523227,1.99401685767977,-0.171271538133189,1.9360143027373,-1.41987655442822,0.387753620566506,-0.884459546181917,-2.77971899247033,0.286430234319764,2.11099758886549,1.32925457368025,0.06197081117148955,2.67576101611064,2.25396356885525,-1.29643226358151,-1.58500479344817
5,-2.47207508838088,1.49367357140862,1.84589952796845,1.18518066793631,-2.04166779692684,1.96468817210057,-0.46968709535398,-0.215051531273619,-1.97402161614226,0.143753360899293,-2.90503948815687,2.04096439742979,-2.23861979742229,-1.12279261338659,1.3534114225004,-1.71163788613174,-0.654768754099546,-0.09548274590998536,0.08858145708737977,-2.80694330860134,-1.05941776821794,-0.836551024144658,-0.580717134477093,-3.02356612320604,0.844029849756028,-1.47596316649273,2.39797653026259,-2.30054148675471,1.25698322665551,2.53823234721867,2.19462411378109,1.55051263141943,2.77625494794369,0.494142129151384,-1.80266641125027,0.320434519948959,2.85069648257627,-1.17630791641864,-2.63275528556545,1.69204803219941,-1.37302581973468,0.586841035911438,-0.376228333947373,-1.62162774615832,0.976492940075827,0.665328302338334,2.95846861814415,2.59233112471662
6,0.456579746136792,-1.61847000403139,-1.2043225636212,-2.05099525613732,0.940419940684704,-1.01206763940186,2.51546137483955,2.78461961640794,0.993451878279348,-3.01083087118425,0.167655539000638,-0.919137100056936,0.720220300258953,1.88067502191235,-1.81874644757152,1.2709994471768,2.22450198743583,3.05674968951058,-3.11956360382717,0.195226212203003,1.97409674557958,2.10594265402626,2.40894676754283,-0.04903631009585131,-2.34423270231698,1.48505086714315,-0.748444733987753,0.609018294973627,-1.90648424371507,-0.678034819984753,-0.788416133588154,-1.47003646239376,-0.356900072298985,-2.66547713396321,1.11711397068067,-2.81944821273819,-0.32737079129581,1.76230880503261,0.311273995364785,-1.27919832990303,1.63695638146973,-2.52548007835955,2.67745121886669,1.36670063944081,-2.14192481070827,-2.44272703922472,-0.134698803129818,-0.585059581821449
7,2.20718671104957,0.01782722097209703,0.346412495879186,-0.352473315363971,2.60364704837363,0.52288309049635,-1.85745215032472,-1.54567234819317,2.62359214181966,-1.29900570042014,1.85610114967699,0.647917540672531,2.50285926339329,-2.60721321263279,-0.104859884575063,3.02328799685487,-2.24603425085583,-1.50208780228531,-1.3830444094352,1.96337402466638,-2.50918871219929,-2.27561753311423,-2.04410279941615,1.81827444478019,-0.602242734312404,-2.99455047777944,0.848203035937265,2.35269458036027,-0.247284467183994,0.983383318732643,0.711036193014066,0.06852755234168392,1.36147929499649,-0.90965316840128,2.84625269074766,-1.17861839570609,1.38022254122156,-2.71562159849682,2.15477531442181,0.227656285803463,-2.87424604900956,-0.792467577533404,-1.7490297923124,3.13570386527053,-0.502630656196766,-0.730293772959405,1.60357788357082,1.14232144479235
8,0.418865154153804,-1.7223274202779,-1.37242598655939,-2.11861490212629,0.736653531891342,-1.21387014701705,2.59238489072569,2.81890307183974,0.944489886624151,-3.03686655690164,0.195149143809794,-1.02613733573073,0.683029560725013,1.87051669884975,-1.93626918263599,1.28313023562681,2.34914366516293,3.00696501984599,-3.10611229470451,0.216176666439076,2.02666640766546,2.18431431660329,2.51466067042598,-0.01653610570890999,-2.4046468721489,1.55112187913987,-0.731060537239086,0.50788204424362,-1.97744131635879,-0.684119036890476,-0.930868177224242,-1.64277406999682,-0.293088581049661,-2.77625060075275,1.12258566411138,-2.92604474779856,-0.269869560635832,1.79978366041733,0.32144160424982,-1.4658344447298,1.67931325323217,-2.69360771397063,2.72943999414987,1.44102431777845,-2.29907338771959,-2.54666615314798,-0.158990157689278,-0.499785443469672
9,1.18149987041527,-0.881811787596257,-0.619677821870573,-1.24757711051377,1.60334597602008,-0.425827210562216,-2.93803109457921,-2.58105259000316,1.69771241623779,-2.23456790205818,0.736015535195979,-0.269457023910347,1.48487182092516,2.66502368156904,-1.01099301508094,1.96020984489239,3.1217680522338,-2.53667295127139,-2.3026532453575,0.925060728025567,2.78291345397355,2.90584347427023,-3.05067124059583,0.687496060135641,-1.50710161178831,2.25459396620622,-0.009945116940771057,1.23482388908286,-1.09261980160382,0.0866721217432789,-0.202129801709802,-0.786563071230457,0.318488184583069,-1.85729040826418,1.83437280546305,-2.09818846876745,0.407731150405959,2.44887120983185,1.0529693815115,-0.671171793300031,2.33312167155276,-1.7803571867809,-2.72760823342874,2.12974946695176,-1.35413580120633,-1.64099006166097,0.539437052856615,0.281377382336719
