"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup", "k3_mean", "k3_stdev", "k3_median", "k3_errlo", "k3_errup", "k4_mean", "k4_stdev", "k4_median", "k4_errlo", "k4_errup", "k5_mean", "k5_stdev", "k5_median", "k5_errlo", "k5_errup"
7.853631525787867218e-02,-1.177777075925223564e-02,2.970204730057374089e-03,-9.430641076195547291e-04,4.265506580376093610e-04,4.155487291984772216e-04,4.556331748519038363e-04,4.548934578389136419e-04,4.624936880103479851e-04,4.481666947654832137e-04,7.853777932151032037e-02,-1.176117492062044023e-02,2.981502378790759633e-03,-9.556538831850397431e-04,4.249961995695661354e-04,7.813627619001572988e-02,-1.223235801054074756e-02,2.508261120361593433e-03,-1.409154296927325745e-03,-2.566129092985980353e-05,7.894211173732165743e-02,-1.131480669356650648e-02,3.414820286635339430e-03,-4.655317513650031325e-04,8.599047646737634221e-04
