13:07:27 [ultranest] [DEBUG] ReactiveNestedSampler: dims=2+0, resume=False, log_dir=./m-values/N64/S32/M64/T029/P025/NF2/sample_rho, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
13:07:27 [ultranest] [INFO] Sampling 400 live points from prior ...
13:07:29 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.0010, min_ess=400
13:07:29 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
13:07:29 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
13:07:29 [ultranest] [DEBUG] Plateau detected at L=-2.578895e+07, not replacing live point.
13:07:29 [ultranest] [DEBUG] Plateau detected at L=-2.578895e+07, not replacing live point.
13:07:29 [ultranest] [DEBUG] Plateau detected at L=-2.578895e+07, not replacing live point.
13:07:29 [ultranest] [DEBUG] Plateau detected at L=-2.578895e+07, not replacing live point.
13:07:29 [ultranest] [DEBUG] Plateau detected at L=-2.578895e+07, not replacing live point.
13:07:29 [ultranest] [DEBUG] Plateau detected at L=-2.578895e+07, not replacing live point.
13:07:29 [ultranest] [DEBUG] Plateau detected at L=-2.578895e+07, not replacing live point.
13:07:29 [ultranest] [DEBUG] Plateau detected at L=-2.578895e+07, not replacing live point.
13:07:29 [ultranest] [DEBUG] Plateau detected at L=-2.578895e+07, not replacing live point.
13:07:29 [ultranest] [DEBUG] Plateau detected at L=-2.578895e+07, not replacing live point.
13:07:29 [ultranest] [DEBUG] Plateau detected at L=-2.578895e+07, not replacing live point.
13:07:29 [ultranest] [DEBUG] Plateau detected at L=-2.578895e+07, not replacing live point.
13:07:29 [ultranest] [DEBUG] Plateau detected at L=-2.578895e+07, not replacing live point.
13:07:29 [ultranest] [DEBUG] Plateau detected at L=-2.578895e+07, not replacing live point.
13:07:29 [ultranest] [DEBUG] Plateau detected at L=-2.578895e+07, not replacing live point.
13:07:29 [ultranest] [DEBUG] Plateau detected at L=-2.578895e+07, not replacing live point.
13:07:29 [ultranest] [DEBUG] Plateau detected at L=-2.578895e+07, not replacing live point.
13:07:29 [ultranest] [DEBUG] Plateau detected at L=-2.578895e+07, not replacing live point.
13:07:29 [ultranest] [DEBUG] iteration=18, ncalls=401, regioncalls=40, ndraw=40, logz=-25788956.14, remainder_fraction=100.0000%, Lmin=-25788953.04, Lmax=-198080.24
13:07:29 [ultranest] [DEBUG] iteration=38, ncalls=422, regioncalls=880, ndraw=40, logz=-245191.97, remainder_fraction=100.0000%, Lmin=-245091.70, Lmax=-198080.24
13:07:29 [ultranest] [DEBUG] iteration=40, ncalls=424, regioncalls=960, ndraw=40, logz=-244895.27, remainder_fraction=100.0000%, Lmin=-244178.45, Lmax=-198080.24
13:07:29 [ultranest] [DEBUG] iteration=61, ncalls=445, regioncalls=1800, ndraw=40, logz=-231688.37, remainder_fraction=100.0000%, Lmin=-231610.92, Lmax=-198080.24
13:07:29 [ultranest] [DEBUG] iteration=79, ncalls=467, regioncalls=2680, ndraw=40, logz=-228889.06, remainder_fraction=100.0000%, Lmin=-228850.98, Lmax=-198080.24
13:07:29 [ultranest] [DEBUG] iteration=80, ncalls=468, regioncalls=2720, ndraw=40, logz=-228857.13, remainder_fraction=100.0000%, Lmin=-228539.33, Lmax=-198080.24
13:07:29 [ultranest] [DEBUG] iteration=101, ncalls=489, regioncalls=3560, ndraw=40, logz=-225747.17, remainder_fraction=100.0000%, Lmin=-225542.18, Lmax=-198080.24
13:07:29 [ultranest] [DEBUG] iteration=119, ncalls=509, regioncalls=4360, ndraw=40, logz=-223183.03, remainder_fraction=100.0000%, Lmin=-223171.39, Lmax=-198080.24
13:07:29 [ultranest] [DEBUG] iteration=120, ncalls=510, regioncalls=4400, ndraw=40, logz=-223177.64, remainder_fraction=100.0000%, Lmin=-222978.83, Lmax=-198080.24
13:07:29 [ultranest] [DEBUG] iteration=139, ncalls=532, regioncalls=5280, ndraw=40, logz=-221041.55, remainder_fraction=100.0000%, Lmin=-220912.23, Lmax=-198080.24
13:07:30 [ultranest] [DEBUG] iteration=154, ncalls=554, regioncalls=6160, ndraw=40, logz=-219653.36, remainder_fraction=100.0000%, Lmin=-219409.24, Lmax=-198080.24
13:07:30 [ultranest] [DEBUG] iteration=160, ncalls=561, regioncalls=6440, ndraw=40, logz=-218819.82, remainder_fraction=100.0000%, Lmin=-218804.20, Lmax=-198080.24
13:07:30 [ultranest] [DEBUG] iteration=180, ncalls=582, regioncalls=7280, ndraw=40, logz=-216663.58, remainder_fraction=100.0000%, Lmin=-216627.95, Lmax=-198080.24
13:07:30 [ultranest] [DEBUG] iteration=190, ncalls=593, regioncalls=7720, ndraw=40, logz=-216190.38, remainder_fraction=100.0000%, Lmin=-216151.18, Lmax=-198080.24
