"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup"
7.934705144133261112e-02,-1.431516845609282114e-02,5.978087049322961498e-04,6.392528680241257606e-04,7.935427167073277888e-02,-1.433947945125049750e-02,7.874877229850832383e-02,-1.493627118422066746e-02,7.994386614320600493e-02,-1.365917507975020206e-02
