"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup", "k3_mean", "k3_stdev", "k3_median", "k3_errlo", "k3_errup", "k4_mean", "k4_stdev", "k4_median", "k4_errlo", "k4_errup", "k5_mean", "k5_stdev", "k5_median", "k5_errlo", "k5_errup"
6.364768258984432325e-02,-7.433065803931822139e-03,1.803965201084744381e-03,3.816187569171313669e-04,2.159502616351068537e-04,8.832368972357467710e-04,9.257125126761072721e-04,9.353726174985300262e-04,9.289384009890273852e-04,9.066096456940293379e-04,6.362693796514715117e-02,-7.420637185409056924e-03,1.755176945257647114e-03,3.780312163188942476e-04,2.211494093446730869e-04,6.276187916978098746e-02,-8.362311710065489789e-03,8.752956316128851499e-04,-5.727344461382290978e-04,-6.970213191315154100e-04,6.454802215768226659e-02,-6.476389879265992411e-03,2.713190413575913840e-03,1.288254462031851325e-03,1.096565990244768862e-03
