,sweep,permcount,dH,pdeconfined,pconfined,action,wilson,acceptance,nmat,ndec,ntime,ntau,udtau,adtau,temperature,pdec,pdec_var,pcon,pcoeff,utau,atau,mdtu,freq
0,1.0,0.0,-0.319979693449568,0.250762354687227,0.0,35.90843195356,0.02061832390092766,1.0,64,64,24,800,0.00125,0.00125,0.29,0.25,0.005,0.005,10000000.0,1.0,1.0,1.0,
1,2.0,0.0,6.34522726415889,0.250762354687227,0.0,35.90843195356,0.02061832390092766,0.5,64,64,24,800,0.00125,0.00125,0.29,0.25,0.005,0.005,10000000.0,1.0,1.0,2.0,1.0
2,3.0,0.0,184848.018614502,0.250762354687227,0.0,35.90843195356,0.02061832390092766,0.333333333333333,64,64,24,800,0.00125,0.00125,0.29,0.25,0.005,0.005,10000000.0,1.0,1.0,3.0,1.0
3,4.0,0.0,3480768.25852372,0.250762354687227,0.0,35.90843195356,0.02061832390092766,0.25,64,64,24,800,0.00125,0.00125,0.29,0.25,0.005,0.005,10000000.0,1.0,1.0,4.0,1.0
4,5.0,0.0,0.207064180460293,0.253045341741776,0.0,35.8131900747801,0.007138076033696338,0.4,64,64,24,800,0.00125,0.00125,0.29,0.25,0.005,0.005,10000000.0,1.0,1.0,5.0,1.0
5,6.0,0.0,0.08205266343429685,0.252840285209416,0.0,35.7187561324641,0.02033402595769772,0.5,64,64,24,800,0.00125,0.00125,0.29,0.25,0.005,0.005,10000000.0,1.0,1.0,6.0,1.0
6,7.0,0.0,0.07017541734967381,0.253041495238211,0.0,35.7063455515165,0.01720625233427853,0.571428571428571,64,64,24,800,0.00125,0.00125,0.29,0.25,0.005,0.005,10000000.0,1.0,1.0,7.0,1.0
7,8.0,0.0,-0.167802666954231,0.250899966346219,0.0,35.6955920117247,0.0173974334907553,0.625,64,64,24,800,0.00125,0.00125,0.29,0.25,0.005,0.005,10000000.0,1.0,1.0,8.0,1.0
8,9.0,0.0,0.203243125521112,0.249145392181189,0.0,35.7058297050984,0.0163201066452398,0.666666666666667,64,64,24,800,0.00125,0.00125,0.29,0.25,0.005,0.005,10000000.0,1.0,1.0,9.0,1.0
9,10.0,0.0,-0.293188410345465,0.249805121592624,0.0,35.9069926494066,0.01655903586537299,0.7,64,64,24,800,0.00125,0.00125,0.29,0.25,0.005,0.005,10000000.0,1.0,1.0,10.0,1.0
10,11.0,0.0,-0.02056755917146802,0.254084572400895,0.0,35.9218865018736,0.01258527535994662,0.727272727272727,64,64,24,800,0.00125,0.00125,0.29,0.25,0.005,0.005,10000000.0,1.0,1.0,11.0,1.0
11,12.0,0.0,0.07263354462338611,0.254084572400895,0.0,35.9218865018736,0.01258527535994662,0.666666666666667,64,64,24,800,0.00125,0.00125,0.29,0.25,0.005,0.005,10000000.0,1.0,1.0,12.0,1.0
12,13.0,0.0,-0.03935629787156358,0.253201709384117,0.0,35.9185886257224,0.01726389761113601,0.692307692307692,64,64,24,800,0.00125,0.00125,0.29,0.25,0.005,0.005,10000000.0,1.0,1.0,13.0,1.0
13,14.0,0.0,9.96147756720893,0.253201709384117,0.0,35.9185886257224,0.01726389761113601,0.642857142857143,64,64,24,800,0.00125,0.00125,0.29,0.25,0.005,0.005,10000000.0,1.0,1.0,14.0,1.0
14,15.0,0.0,0.09931730933021754,0.253201709384117,0.0,35.9185886257224,0.01726389761113601,0.6,64,64,24,800,0.00125,0.00125,0.29,0.25,0.005,0.005,10000000.0,1.0,1.0,15.0,1.0
15,16.0,0.0,-0.04597002657828853,0.24824067181308,0.0,35.9145916074195,0.0208646488835213,0.625,64,64,24,800,0.00125,0.00125,0.29,0.25,0.005,0.005,10000000.0,1.0,1.0,16.0,1.0
16,17.0,0.0,0.09116123436251655,0.246226751756124,0.0,35.8582736423288,0.01906990488237226,0.647058823529412,64,64,24,800,0.00125,0.00125,0.29,0.25,0.005,0.005,10000000.0,1.0,1.0,17.0,1.0
