,theta0,theta1,theta2,theta3,theta4,theta5,theta6
0,0.8392815066906898,-2.342489278063307,-1.2462997344867364,-3.0479007330308994,1.0666984814639207,-0.9095412452597735,1.9538021408106314
1,-2.21097678054931,1.082725275425321,2.024147481128632,0.23644328381514448,-1.5851731287020745,2.3225094649142792,-1.2379164536683762
2,1.210575161225114,-1.1425826666171666,-0.42741275846864935,-2.2312349922850756,2.4838383871412786,0.7030156675977843,-3.0617764547772923
3,1.1007894629920096,-1.2434417578826173,-0.5924436301352277,-2.918342367226073,2.2175921977177717,-0.10303797781607821,3.0011733371557066
4,-0.32092773283499243,3.050863112450846,-1.6871570206766606,2.593224576926404,0.644030040155131,-1.0643726898594452,1.8128566909584456
5,-0.005808099882301145,-2.4756083935787863,-1.6298781110382463,2.900859345696249,1.045140880230911,-0.2560231710297794,2.2600483999652017
6,0.5054542352205498,-2.324205442563559,-1.4994997487598394,2.9823943924398617,1.110218362132339,-0.839315193200832,1.9403771908152374
7,2.4519966338194727,-0.27807912762160786,0.8445396150510032,-1.0094695629668584,-2.885549546836568,1.7927862467187567,-1.7439927651453686
8,-0.099916131980908,-2.836185914368162,-1.2041822157908693,2.865893061781513,1.1162598970972872,-0.6060216235009719,2.3190256082244805
9,0.223001626804684,-2.9282747551147645,-1.9368806120166975,2.8002085944914343,0.42331568423613974,-0.9312087005629988,1.7658015794676627
10,-2.3418353715210456,0.8815369912315161,1.9475109061189313,0.3330648922328115,-1.6479175976365592,2.4841318595898185,-1.1821711153093772
11,-2.0484610743585336,1.9552045503125475,2.6298699808269426,0.6869032399350289,-0.4921670464001162,-2.6757535987274434,-0.2434640342414218
12,1.1310631461457694,-1.63277909842353,-0.8878984860105749,-2.986509732322479,1.5540993606508946,-0.2515121818623181,2.865672935259629
13,1.4243599219422278,-1.4534175725465286,-0.2888448301447156,-1.8855215096904285,2.1947427602243392,0.8750382157228483,-2.795102300619898
14,1.887804564248497,-0.9297349639028806,0.05818478385058875,-1.9337200260974223,2.553856917587144,0.4719473112996154,-2.8566529303637545
15,-0.1405173279396022,-2.9370909540148693,-1.9434353738491685,2.7401887712302235,0.8030445881436504,-0.9876314145177956,1.5270540473925034
16,0.2936712312708532,-2.520779757641879,-1.7746488223544323,3.090456249470005,0.8216587678679591,-0.3593660437013462,2.144654850209921
17,2.9847811385658236,0.058107009760670104,0.7553491581026376,-0.3569366543228601,-2.708287651437514,2.134309649933966,-1.7908200977061781
18,-0.5452994233168585,-2.9775470677582514,-2.652772401608267,1.890964294485681,0.20442496301677032,-1.3808712743997018,1.3776295421509424
19,-2.857824336028328,1.201606643711002,1.6687532470190476,-0.4856518931695502,-1.622967462917023,2.726195192237547,-0.6260890828955933
20,-1.7569783044869403,1.9180565757237957,3.0403117274261433,0.8788076318788216,-0.5635450685159887,-2.7987177723988275,0.04171757756576095
