,sweep,permcount,dH,pdeconfined,pconfined,action,wilson,acceptance,nmat,ndec,ntime,ntau,udtau,adtau,temperature,pdec,pdec_var,pcon,pcoeff,utau,atau,mdtu,freq
0,1.0,0.0,0.06446559084906767,0.0051932294476694525,0.0,24.44111658005067,0.13558683431013027,1.0,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,2.0,
1,2.0,0.0,-0.33995812332568676,0.003236698282353932,0.0,24.897382163058612,0.19456193016457804,1.0,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,4.0,2.0
2,3.0,0.0,0.03911872982143905,0.005190069981516084,0.0,24.731810493410936,0.1360317504805147,1.0,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,6.0,2.0
3,4.0,0.0,10.596460256392675,0.005190069981516084,0.0,24.731810493410933,0.1360317504805147,0.75,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,8.0,2.0
4,5.0,0.0,0.11431022215310804,0.0031111415197466723,0.0,24.814973222100978,0.15452824555348108,0.8,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,10.0,2.0
5,6.0,0.0,-0.10621808222595064,0.003862153748503862,0.0,23.811424875272067,0.21316456732432448,0.8333333333333334,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,12.0,2.0
6,7.0,0.0,-0.0440558881796278,0.0032746796927935447,0.0,24.409599523763703,0.21069125331732177,0.8571428571428571,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,14.0,2.0
7,8.0,0.0,0.1810701936087753,0.002538639640512791,0.0,24.714042017392888,0.12569296103788072,0.875,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,16.0,2.0
8,9.0,0.0,-0.011507262372106197,0.0028055441824061775,0.0,23.808320001765544,0.11191712137651878,0.8888888888888888,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,18.0,2.0
9,10.0,0.0,-0.6826074643836364,0.004104290552186914,0.0,24.320480799285225,0.12224562809019159,0.9,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,20.0,2.0
10,10.0,0.0,-0.017078025083719695,0.0024687152704008113,0.0,23.8999526973374,0.09743937489625522,0.9,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,20.0,
11,20.0,0.0,0.0709851917922606,0.005039732244419536,0.0,23.771915678851734,0.2030505769623513,0.85,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,40.0,20.0
12,30.0,0.0,0.3251398796378453,0.00557399977804117,0.0,23.650519253049133,0.11945253525554551,0.8333333333333334,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,60.0,20.0
13,40.0,0.0,0.09923772168258438,0.00439051746651058,0.0,23.2080624927812,0.1808832583122413,0.825,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,80.0,20.0
14,50.0,0.0,-0.19124870412224482,0.0040876567571341395,0.0,23.607856090070516,0.1749038544655137,0.86,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,100.0,20.0
15,60.0,0.0,0.8852881438756413,0.002383979171325661,0.0,24.511338943244887,0.21370160680317177,0.85,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,120.0,20.0
16,70.0,0.0,1.2611219823506872,0.003702972274758868,0.0,24.631327974972066,0.18818464800314108,0.8,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,140.0,20.0
17,80.0,0.0,0.002072301798762055,0.0037948820572162264,0.0,23.411907839339488,0.18014554001683689,0.8125,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,160.0,20.0
18,90.0,0.0,15.575206666259419,0.0025905443382186507,0.0,24.11113746999375,0.12396215070288831,0.7777777777777778,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,180.0,20.0
19,100.0,0.0,-0.08155539247763954,0.0017821209048192548,0.0,24.203120143141874,0.17765420454511252,0.79,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,200.0,20.0
20,110.0,0.0,0.3727721978716545,0.003798205579771878,0.0,23.560598379873866,0.1394403766041394,0.7909090909090909,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,220.0,20.0
21,120.0,0.0,0.592996559742005,0.0035669652854791595,0.0,23.334335833057867,0.1605445521566566,0.8,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,240.0,20.0
22,130.0,0.0,-0.07968616897687752,0.004265461571390353,0.0,24.180317945840166,0.19392945457427724,0.8076923076923077,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,260.0,20.0
23,140.0,0.0,-0.002489098951627966,0.00402800219700103,0.0,23.414550320159485,0.15105357967104394,0.8071428571428572,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,280.0,20.0
24,150.0,0.0,0.007539593509591214,0.0040610973028538735,0.0,23.768798268952924,0.18080710698900226,0.8133333333333334,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,300.0,20.0
25,160.0,0.0,3.0591035446473143,0.0021870912616449097,0.0,24.050459200789323,0.17643028100183908,0.8125,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,320.0,20.0
26,170.0,0.0,0.3101601682369619,0.002413757213949626,0.0,24.40402505370994,0.09934613799878145,0.8176470588235294,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,340.0,20.0
27,180.0,0.0,-0.704018555609764,0.002227194786956958,0.0,25.3687977564441,0.15824095259309048,0.8222222222222222,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,360.0,20.0
28,190.0,0.0,0.04419990112546657,0.004387829898289208,0.0,24.57612122128862,0.18628352977699408,0.8105263157894737,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,380.0,20.0
29,200.0,0.0,0.712677443470966,0.004377866939657008,0.0,24.889937596552755,0.18587608762077903,0.8,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,400.0,20.0
30,210.0,0.0,-0.0940711535081391,0.002923964047109827,0.0,24.269370170026363,0.1859444978076491,0.8,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,420.0,20.0
31,220.0,0.0,-0.10123394777065187,0.0038727900451592267,0.0,23.673793311047913,0.13857352453676983,0.8045454545454546,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,440.0,20.0
32,230.0,0.0,0.725100053866754,0.0038129058477628444,0.0,24.583374941949966,0.09311733301642644,0.8043478260869565,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,460.0,20.0
33,240.0,0.0,-0.007266194802468817,0.0013622608281545542,0.0,24.60657301787144,0.18589058845435472,0.8,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,480.0,20.0
34,250.0,0.0,-0.5284939458324516,0.004146918813523533,0.0,24.714810590135286,0.15004820640707994,0.804,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,500.0,20.0
35,260.0,0.0,0.004746001423427515,0.004200420456360325,0.0,23.618139435388365,0.13502502233024116,0.8076923076923077,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,520.0,20.0
36,270.0,0.0,0.29872617846604044,0.0036672635726076003,0.0,24.24574185960326,0.1643856940382596,0.8037037037037037,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,540.0,20.0
37,280.0,0.0,-0.32095279057512016,0.004660895438567509,0.0,23.904254537993225,0.1179324425597531,0.8035714285714286,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,560.0,20.0
38,290.0,0.0,0.011454196751856216,0.00467363623412785,0.0,23.506951332260876,0.20386224538394926,0.8103448275862069,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,580.0,20.0
39,300.0,0.0,-0.07164975685464015,0.004163530802597798,0.0,23.739218066654608,0.12348879345180482,0.8166666666666667,7,7,16,1000,0.002,0.001,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,600.0,20.0
