k1 k2 k3 k4 k5
6.366225213947346306e-02 -9.814370142813208520e-03 2.932442290043829614e-03 -9.215232218050956048e-04 2.953634180754283189e-04
6.468457493828164151e-02 -9.146439412729467922e-03 3.146991196069245933e-03 -1.432784562230532410e-03 7.164566731561877733e-04
6.367290136592149152e-02 -1.158337444332609156e-02 4.099265053812126136e-03 -1.411840389836188647e-03 -1.655569064386297473e-04
6.409742052942044022e-02 -8.584320827492830652e-03 4.422108305194211164e-03 -6.481016996864874535e-05 1.008695729821804110e-03
6.535641959704061033e-02 -1.283712097310818478e-02 7.984473458444441007e-05 -2.905951122491506888e-03 7.134733690810357576e-04
6.480219265913370053e-02 -1.253344058279162732e-02 1.494823714441512186e-03 -3.503849880485201962e-03 -1.836511013252259406e-03
6.446646197387442823e-02 -1.201135128409011599e-02 2.100270288376379635e-03 -5.879418011158488167e-04 1.600511570467116895e-03
6.410898497192643597e-02 -1.037246640484905391e-02 3.520630490010473457e-03 -1.907791368297023782e-03 2.712391886446924305e-03
6.472930620101455257e-02 -1.056221531854173445e-02 2.051116463684804492e-03 -1.333160062418556335e-03 -7.223732068480093194e-05
6.289936463189568783e-02 -1.066898424851936422e-02 2.373308265713469645e-03 1.885292863304383060e-04 -1.234731746202616387e-03
6.338809236949513592e-02 -1.198629717931268268e-02 4.425721569299295721e-03 -1.850485469183288378e-03 1.605023182013415317e-03
6.479145729047175450e-02 -9.925577663784906912e-03 3.908337743643588991e-03 3.285982725453606701e-04 -5.503244040645088875e-04
6.245663293649256209e-02 -1.252654603634231756e-02 2.043358252555887988e-03 -1.325616580867924887e-03 1.812995320385368814e-03
6.211042262767549338e-02 -1.073858513834570483e-02 3.139564627328894630e-03 -1.321468549737025988e-04 -1.470651135753453520e-04
6.348068260088754466e-02 -1.135554909946480395e-02 5.071160682768721673e-03 -1.461400618143621211e-03 4.436589795621392884e-04
6.302777363031294988e-02 -9.897724003984781360e-03 3.063429299994632760e-03 6.370780930641667394e-04 9.320057439713702596e-04
6.251367857864156830e-02 -9.604769825389991578e-03 3.051320367681992218e-03 9.240000594458869232e-04 1.215174429414170310e-03
6.290031052063291273e-02 -1.151641016574506127e-02 4.758147931468642566e-03 -2.487996299201364336e-03 5.730806971035451447e-05
6.536425849343588390e-02 -1.279790168482378143e-02 2.035583991385994662e-03 -2.787356653900452397e-03 -7.554885707056202548e-05
6.308233974896257368e-02 -1.061868603070073580e-02 2.738851687599533347e-03 -2.681137678630304833e-03 2.296477791675452518e-03
6.238968782034740035e-02 -1.023790686120477911e-02 7.708208003969624356e-04 -2.021758997299477612e-03 -5.948137976826139983e-04
6.519569938386332586e-02 -8.203470658817629824e-03 2.781195615384951525e-03 -3.064477362481193845e-03 8.061277896779656116e-04
6.356395402662956551e-02 -1.115117514842875468e-02 2.924372844788442061e-03 -2.711347412652637123e-03 -8.105660874935666227e-04
6.497381556542899950e-02 -1.005179799797444040e-02 3.708254711637049006e-03 -1.714494404198990685e-03 5.245385691015902463e-04
6.347537004417855289e-02 -1.105528803730748688e-02 1.242098388682028043e-03 -1.774537590106539664e-03 1.487006091526896223e-03
6.280805908346656641e-02 -1.057556279533650168e-02 2.790318551456644203e-03 -3.553723504311906423e-03 2.888016727031761377e-05
6.274753115818768046e-02 -1.112948187472703743e-02 1.616013374037161832e-03 -3.509670980964954556e-03 -8.265094743028778002e-04
6.321394325165999306e-02 -1.106575802913242756e-02 5.280304110596392708e-03 -1.609737670847266600e-03 1.552237976142817333e-03
6.205147122152782080e-02 -1.010603364657683412e-02 2.987922425702088658e-03 -1.300415244975094975e-03 1.435782243506045219e-03
6.410398341957029844e-02 -1.203460657260264910e-02 4.466537785308588582e-03 -1.516405647864010886e-03 -2.880064280984390157e-04
6.235096109134860565e-02 -1.070193587119047662e-02 5.358189589923803564e-03 -2.070351360287867037e-03 -1.242359694550929095e-03
6.245663293649256209e-02 -1.252654603634231756e-02 2.043358252555887988e-03 -1.325616580867924887e-03 1.812995320385368814e-03
6.453208485479872136e-02 -1.118451578105260358e-02 1.913207845928341366e-03 -3.576091580920606749e-03 2.796492502391001445e-05
6.363803298767500838e-02 -1.078815639100881574e-02 2.135849329154407283e-03 -1.477291255710833084e-03 2.189190426462817030e-03
6.333747169697012680e-02 -1.127686207942017738e-02 1.447610080455491444e-03 -2.227819507579498204e-03 1.241120704354448101e-03
6.243991073586674379e-02 -1.012521345586948895e-02 3.111623558368248332e-03 -3.710135986860332857e-03 -8.944601057081502660e-05
6.426388546683184377e-02 -1.078498971868412093e-02 2.780614713996973353e-03 -1.261885218151667654e-03 -4.156687703992384408e-04
6.516322317435543909e-02 -1.035129575022705750e-02 2.594762250080234756e-03 -2.974450368410971879e-03 -9.478649548010503745e-04
6.307575477302593270e-02 -9.658676808028093808e-03 2.704955662392857785e-03 -1.662636078699070152e-03 7.824568926540209635e-04
6.234860077204815165e-02 -1.142771838923528627e-02 3.946664434845523206e-03 -1.261915190414991672e-03 1.414135510280689623e-03
6.407748728258014226e-02 -1.186842954174548159e-02 2.594818498058801270e-03 -1.662450857133845883e-03 -3.923932459875822953e-04
6.441478458386362682e-02 -1.080004495917052942e-02 2.292137904568863904e-03 -4.539579876051136331e-04 1.127599861376865631e-03
6.453620465821477414e-02 -1.168147638629117580e-02 3.817216040299456492e-03 -2.064537095310042814e-03 -1.785975534999983960e-05
