k1 k2 k3 k4 k5
6.403192987255126867e-02 -7.409444016030122815e-03 7.611003109146974310e-04 -5.538645201902392401e-04 -1.174235231935077950e-04
6.362710305583338388e-02 -7.875814501477979013e-03 1.369103798644050185e-03 -7.290428937773846263e-04 2.107958868678289077e-04
6.367229088862488839e-02 -7.543868639350054250e-03 1.946308124386703087e-03 -1.435870284406115527e-04 -3.073182689556086533e-04
6.394347262097804796e-02 -6.938566598554712916e-03 5.185120058584791192e-04 -1.273007813468868266e-03 -4.955804321713774829e-04
6.237087659153117691e-02 -7.426668527117000207e-03 1.163034392477113599e-03 -4.481157859828333034e-04 -8.816700934873716866e-04
6.302983901059081018e-02 -8.104516673494752133e-03 1.891485084235089431e-03 -1.088631584781479811e-04 -2.244985178138508841e-04
6.227263746995265192e-02 -6.850619268336050061e-03 1.134425364344382459e-03 -6.239742777573165089e-04 3.744340109433502706e-04
6.311890823125995698e-02 -7.026600422296788717e-03 1.154209907649028644e-03 6.039056428172595581e-05 6.489107191981202671e-04
6.270168774752724050e-02 -8.007709054420053540e-03 1.989250176094276013e-03 -5.262393397171549747e-04 1.275532220074482304e-03
6.327311060194260040e-02 -8.368126360021321819e-03 2.575154924696620995e-03 -1.735148278771692087e-04 3.984679498170995426e-04
6.270887301121891300e-02 -7.468792388507589086e-03 1.617401032294504826e-03 -1.084380583340954773e-03 4.798339605900647786e-05
6.245522874370143529e-02 -7.228210016689565198e-03 1.417942489596896172e-03 -6.818240157252242195e-04 -3.107751150498022641e-04
6.395904463942775342e-02 -7.022841747278490976e-03 1.077860093176313816e-03 -1.359156389818455546e-03 -1.122620021696857373e-03
6.311499383425586696e-02 -7.803830705678804769e-03 2.071235975503515903e-03 -6.844227899355515010e-04 -9.877209096744443695e-04
6.310833071825400209e-02 -7.807428735542590315e-03 7.423812983513577990e-04 -1.546123917031627659e-03 -7.046074323206474865e-04
6.296541853032922020e-02 -8.152933493009398291e-03 6.300966834850152409e-04 -4.273702325265082980e-05 8.576163977382922354e-04
6.338491397358630985e-02 -6.689673688883332470e-03 7.494735714079076017e-04 -5.957715952701614359e-04 -3.024850371008691585e-04
6.310993462192679426e-02 -8.023821731867858409e-03 1.795857194724220784e-03 1.729258958787643907e-04 6.407909890226576310e-04
6.322465689318407245e-02 -7.517119864601226609e-03 6.770001267684955248e-04 -9.883277583601079996e-04 5.453311802690319343e-05
6.325092571597087932e-02 -6.868695202817881595e-03 2.148486912625410805e-03 -8.072654040629789751e-04 -1.960409228250192815e-04
6.351323861392882408e-02 -7.085376056704451031e-03 7.766411992535804387e-04 -4.079095014634936955e-05 1.030820286910538730e-04
6.385680204054669518e-02 -7.687305300362365368e-03 8.943155231325022880e-04 -4.735795714745361096e-04 8.462977957338635449e-04
6.299984516494239184e-02 -7.555798280233450015e-03 1.504901230235125564e-03 -1.335513993955261824e-04 -5.038424635038785127e-04
6.340187663084703718e-02 -7.421990887438376094e-03 1.830580186406652321e-03 1.949220188590672365e-05 5.248025955853496960e-05
