,theta0,theta1,theta2,theta3,theta4,theta5,theta6,theta7
0,-1.097907093317217,-3.006303273452451,-2.6018457364118612,2.219833791131045,0.23502361390637885,-1.6378523235812656,0.578734856965438,1.288102409963662
1,1.292975993974287,-1.0583693440363142,-0.1948254255202269,-1.6613687431172421,2.1353299068780913,0.640433608169314,3.053061833963698,-2.6955501449621995
2,1.9565355287988835,-0.6573337863492614,0.011626204673868826,-1.5226344312522502,2.22145448573803,0.4204912404101756,3.02208849873788,-2.4321488638943456
3,2.123279047402323,-0.3740349085857274,0.11916566555540183,-1.0793199080419678,2.491068419104608,1.1223915431959404,-2.7242338229069643,-2.1722875009726836
4,0.056173411411368286,-2.433081920843093,-1.6971142183428167,2.7292639909931093,0.36587400368926465,-1.2235547784579988,1.3971120251612343,2.24140584581921
5,-0.5147828415059099,-3.123675280421741,-1.4015676364840646,2.859716391383808,0.7077084699441974,-1.055607984620419,1.042251151341154,2.5297425124153725
6,0.6902541400887865,-1.8731834141411365,-0.8596295823577355,-2.166514628801256,1.7870406398767762,0.17488799289051637,1.9103545793666625,-2.9500554402660137
7,-0.7409801519011091,-3.086931684992652,-2.0917412976066148,2.150101531727461,0.2236420385699357,-1.515826083985313,0.7065419202495342,2.049373873636906
8,0.9409500240593458,-1.2480457230495097,-0.7623311167293105,-2.157178550445069,1.7781106654966123,-0.029939026905634145,2.580300557710352,2.9576850852878724
9,0.9625841987923893,-1.311906311047613,-0.3262093607477546,-1.8589253301715818,2.029474373017476,0.31299739054674397,2.855293364682988,-3.0798345752323395
10,-1.4605357424311785,2.0997420849931965,-3.0553442838708564,1.4731694907630635,-0.9853022117785984,-2.6979984648409703,-0.23151236208809223,0.7945788187423616
11,0.7133472128226044,-1.3450877929477754,-0.586699551222627,-2.5042489660023306,1.8096530438882044,0.059475227385903905,2.435888155977075,-2.929328288846931
12,-2.054652249561925,2.0661691972514102,2.885197900738666,1.4065552813454574,-0.9554122781588169,-2.3726580224838334,-0.11876284479369686,0.4068128947402963
13,2.669539170616856,0.27593153309219165,0.9902483531751384,-0.49558810307152756,-2.7490699537155856,2.0050319140780513,-2.2739288372941235,-1.0152712896084306
14,-1.6512707366349666,2.414431514098423,-2.9482761743535058,1.4297416078399952,-0.568574739951615,-2.4641066835768886,-0.06450308949790365,0.869156413933186
15,0.05641198226184901,-2.164938671223131,-1.5019861700249693,3.137115921356876,0.8283990988023471,-0.8321224253100482,1.7903605405012533,2.2276403850015383
16,-0.9184808758614056,2.5213288335714403,-2.487712508852821,1.859800440831789,-0.8004606266719867,-2.0501535753194795,0.5153890706105038,1.3479311740391642
17,1.8976838646661451,-0.5226438289819919,0.2979408306064376,-1.2615742735524917,2.497681951394007,1.2829379622063277,-2.711335187324671,-1.944635322792425
18,2.2858818431945007,-0.5019080531394681,0.3657471351629094,-0.8383728151452752,2.719721524456953,1.536019093654917,-2.839272132261111,-1.5297175687597258
19,-2.149169154394544,1.684734258358152,2.2954895531335353,0.7991423909805633,-1.4877683858263206,2.913410350123007,-0.9863437965274962,-0.017262707400170114
20,-1.8539799640340433,2.3237158909358286,-2.6517467685158516,1.7175802661644055,-0.3693594472643776,-2.0266782837668247,0.12820861816871845,1.0023753181068285
21,-2.3715562008088407,1.4723700322897637,1.9336832491546574,0.9997366518908486,-1.614050847841983,2.945763401578888,-0.8922976611890039,-0.5146183920316215
