"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup", "k3_mean", "k3_stdev", "k3_median", "k3_errlo", "k3_errup", "k4_mean", "k4_stdev", "k4_median", "k4_errlo", "k4_errup"
7.949077809135103589e-02,-1.463687846775116666e-02,5.388964723104260925e-03,-1.371168797018567330e-03,7.295592415748078591e-04,8.118589201474708502e-04,7.993080017672739204e-04,7.828439686896343378e-04,7.949286813869171908e-02,-1.464961647017654078e-02,5.386268429323687323e-03,-1.373423190207972988e-03,7.877084044396290285e-02,-1.542162346032835418e-02,4.590380193528240116e-03,-2.163934349031906845e-03,8.022960707193885210e-02,-1.382489236995020077e-02,6.211785142848327834e-03,-5.815511944950169099e-04
