"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup", "k3_mean", "k3_stdev", "k3_median", "k3_errlo", "k3_errup"
7.915309166975448285e-02,-1.315421737735916925e-02,4.112260677669777459e-03,6.319422607564980201e-04,6.875154026623491897e-04,6.609591878825318238e-04,7.914503910690628974e-02,-1.315299160223402236e-02,4.113229512591104475e-03,7.851836191900371520e-02,-1.385836293517425655e-02,3.446620400760186387e-03,7.977570068500425271e-02,-1.247259499837265195e-02,4.764908806622587291e-03
