"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup", "k3_mean", "k3_stdev", "k3_median", "k3_errlo", "k3_errup", "k4_mean", "k4_stdev", "k4_median", "k4_errlo", "k4_errup"
6.357406589379263617e-02,-7.975179680391407053e-03,1.794407574740242411e-03,-3.949138486693312537e-04,7.530105827584476471e-04,8.004418959615213804e-04,7.938857769259371382e-04,7.872205426341971667e-04,6.359584627541176038e-02,-7.971953554400813824e-03,1.808886382572170992e-03,-4.033442298540454440e-04,6.283042507913631780e-02,-8.775546478003756756e-03,9.816255814279334357e-04,-1.185737782741169699e-03,6.432144339917542086e-02,-7.157353698255170676e-03,2.570953105452552893e-03,3.893730901583765196e-04
