"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup"
6.387374797524195125e-02,-1.159606218322129997e-02,1.010991860192629295e-03,1.100638909243185437e-03,6.386319270513762802e-02,-1.158844554709715508e-02,6.285099309136563117e-02,-1.269987367640055403e-02,6.483784467403150287e-02,-1.047456954621094061e-02
