"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup"
7.984760775826274526e-02,-1.636487798814681080e-02,7.351437402801837837e-04,7.580329862739332465e-04,7.982584977727065489e-02,-1.635309215797346033e-02,7.910307146178213733e-02,-1.711702847794201177e-02,8.062075736260973513e-02,-1.563587831403434603e-02
