,theta0,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,theta15,theta16,theta17,theta18,theta19,theta20,theta21,theta22,theta23,theta24,theta25,theta26,theta27,theta28,theta29,theta30,theta31,theta32,theta33,theta34,theta35,theta36,theta37,theta38,theta39,theta40,theta41,theta42,theta43,theta44,theta45,theta46,theta47,theta48,theta49,theta50,theta51,theta52,theta53,theta54,theta55,theta56,theta57,theta58,theta59,theta60,theta61,theta62,theta63,theta64,theta65,theta66,theta67,theta68,theta69,theta70,theta71,theta72,theta73,theta74,theta75,theta76,theta77,theta78,theta79,theta80,theta81,theta82,theta83,theta84,theta85,theta86,theta87,theta88,theta89,theta90,theta91,theta92,theta93,theta94,theta95
0,1.05210778354197,0.351874735677009,-2.65679330706822,1.298492481243,3.11761291515387,1.91873616468319,2.1106940655453,0.004279849839041713,-2.12438162625182,-2.53240053049903,-0.205830341583858,0.0821511690963107,0.9489734575498,-0.976622402229763,-1.36049398074569,2.68026789104931,1.57848111392905,0.65702500092454,-0.909630520358943,-0.178670169991563,1.68563802689166,-0.632115416327135,-0.332659595080797,-1.25520169688714,-1.21797910723186,-2.04476893022132,2.84080833765945,-1.43132946165416,2.23963799214357,2.17422329850203,-1.09121481480247,-0.560370618936953,2.42486468163321,0.703098590078802,-1.68849245359711,2.52504840608931,1.22689494422269,2.77420038469345,1.32684554802288,-0.603752419146554,0.989163573316216,0.513085022456968,1.16167192892787,0.587664358522495,2.00855917631038,0.751137016050778,0.455723788872502,-1.61189230182763,-0.791369228204627,0.298267348207091,-2.2495579349658,1.1499690141236,-1.518963918801,-2.16914174839255,-3.04699445895748,-1.93970215430663,-0.06272944291759913,-2.45906573687894,-1.30743901672198,0.415350259990867,0.375559169300189,1.63574560812847,-2.29456696246745,-0.724957245830615,-0.460483488318676,1.50621307366585,3.01713285469832,2.97698944429891,-0.227914046672469,2.30880670126708,1.40158502407545,-1.63012165839665,-0.124657335693521,-1.1181993711614,0.808350827704622,-0.354815620276572,-0.278468005513131,0.133690307888465,-0.825609015575754,1.80336016406804,0.898030270593654,1.8107300301212,-2.73623164210007,0.168417577079629,-2.95388762494178,-1.87264067941829,1.09041931185079,-2.60368117780037,0.833981430978067,0.04277356843422039,-0.528684763791202,-1.03558757881232,0.311436287784215,-0.407259107127663,-1.7522503931208,-0.858139497462288
1,1.02062225273656,0.275671485036333,-2.72338654399772,1.34754111053631,-3.11148969869031,1.93779344687337,2.08157982654192,0.02353314413854849,-2.09957980650539,-2.50146241463191,-0.190134268262101,0.07968504129977724,0.94541537664571,-0.97898316163273,-1.33182522338058,2.6510805811684,1.57365046883332,0.665704317936056,-0.905877416915478,-0.15584657712835,1.65132650530623,-0.655911060639504,-0.349028791298419,-1.21778161638375,-1.1608862126525,-2.02501289634244,2.88982190592961,-1.45686767630278,2.27700804815499,2.16771072203694,-1.04600832390273,-0.584745292071773,2.43451607685235,0.715284573378979,-1.67858395578237,2.57942612379394,1.25466281892884,2.70934886274194,1.3687563589824,-0.641154368268699,0.990612536383367,0.53397494050177,1.18238465634163,0.641330205461893,2.00231763816228,0.763749529099164,0.494275676995858,-1.55356116064701,-0.747641099174047,0.215813781630489,-2.27067023858506,1.1311833114749,-1.49783856051662,-2.18461907847198,-3.06014040510571,-1.89544853228559,-0.02100064082558804,-2.43028844093959,-1.27042081503637,0.444992640471722,0.34336244394754,1.62402552239367,-2.37809393758807,-0.721408355607915,-0.48238272677351,1.47498200177269,3.034072728246,2.96306662983225,-0.237283320684939,2.39037291969337,1.42262328078457,-1.62728056478523,-0.119963364838931,-1.06031779317554,0.817500166231316,-0.394928683661139,-0.290699303178741,0.110222596505614,-0.786760955199903,1.79519922947847,0.886956480487266,1.83612921545781,-2.82172696975073,0.155970145665858,-2.96050083318609,-1.85924559903701,1.117200225775,-2.56999304694977,0.83286202008755,0.05794144638312903,-0.553329515878077,-1.01301370036454,0.255409734555302,-0.407549459745561,-1.77306507297461,-0.843723594330942
2,1.0787878798148,0.338515172786605,-2.67700790853738,1.31638060419547,3.11392014774674,1.94937728624204,2.08254585565574,0.017325825825583,-2.07916744633163,-2.4767466382301,-0.211548120782561,0.07558455104163954,0.987140213495952,-0.965299551205464,-1.32537284166706,2.5930147772651,1.63086849136464,0.61829299477622,-0.91738644103127,-0.185084323855655,1.73338623814726,-0.656655107484029,-0.329130914671658,-1.24984064186845,-1.22080425783528,-1.99865827769756,2.83384786032383,-1.44494378717313,2.27335232845827,2.18071548043304,-1.06143724621382,-0.584784557319422,2.34811434086606,0.680416636324335,-1.64267069131093,2.48060477866746,1.27268274505956,2.76706025314217,1.34496298652614,-0.620655681289445,1.02055826460785,0.511547447907742,1.21143258217061,0.569872408448817,2.00398645681431,0.735457453067312,0.479162668759676,-1.56452260583021,-0.779858337989161,0.274009411918741,-2.1981769162001,1.17130732044203,-1.49270279070215,-2.16611131602215,-3.04886948907716,-1.87463435192735,-0.06914434830095605,-2.3791789049499,-1.29753698976631,0.447551409121964,0.381693962336866,1.68273304831809,-2.27033401878592,-0.742475520742867,-0.479102774372152,1.51802174827859,2.99757352662535,2.9488971567709,-0.233766941817296,2.29129126650933,1.43385236724273,-1.59709422113849,-0.121836967112791,-1.11528659854151,0.805094712555054,-0.369403393909597,-0.288935315805767,0.1360291989718,-0.815338001072728,1.84259871744053,0.911654286204789,1.88240171337925,-2.78738265115803,0.1930798669561,-2.92472568971321,-1.78398437886692,1.1418461500681,-2.62137416676519,0.847334197723816,0.0444129439235199,-0.544021320340065,-1.05369782473733,0.317153400546758,-0.414400040801494,-1.73053350416947,-0.863656026583324
3,1.01908739161717,0.29065226562669,-2.70657292183296,1.30872959378734,3.09259343846769,1.916108474197,2.04514279396825,0.003265625551588674,-2.13381803055623,-2.50174335201725,-0.196777474290786,0.04206925977621089,0.943376863313581,-0.998641762087652,-1.38612567551932,2.58745938598552,1.50998351356787,0.664359392911524,-0.929600802398428,-0.157918468620477,1.64877267076733,-0.689732946328201,-0.390583553005895,-1.24015331507056,-1.20682440031822,-2.0492777552501,2.7412540033728,-1.50129322025992,2.21752016522964,2.12048746402074,-1.10008554106116,-0.604555408645751,2.44527862540306,0.688324489573158,-1.72906594488927,2.5170684813699,1.25265505458843,2.63302253824819,1.33767089525918,-0.624863461868473,0.972073629031185,0.560610011043731,1.16060861471979,0.624033685159637,1.96321985730747,0.726396912369831,0.485351644336015,-1.58306694952527,-0.830264671020096,0.221737835262664,-2.28665619398398,1.09519516951169,-1.53876861039357,-2.18543680403337,-3.1373509840485,-1.95973955172701,-0.06188146244550235,-2.46533115947161,-1.29350223959276,0.421895907628132,0.33553923746499,1.58030116524321,-2.40474706941451,-0.750755782483844,-0.536665685549038,1.46938309765119,2.98856211034372,2.88337831609847,-0.246596673611978,2.33520392590982,1.42333010521034,-1.70170615581168,-0.101315042179669,-1.10924336657101,0.779218636123953,-0.463912258350763,-0.320060087176133,0.100314098694356,-0.851846953448149,1.74906743693578,0.868964779377707,1.81794230514453,-2.8185305426583,0.143332048762585,-2.98460572594701,-1.90756367508643,1.06607123570804,-2.57395752205355,0.807344647769972,0.03473673820806508,-0.569003463582535,-1.04676528451586,0.268390696158965,-0.491128803954931,-1.83971040708358,-0.880712111511745
4,1.04057088626207,0.317004213551418,-2.70839482925757,1.32084906532435,3.12093056802206,1.97673441858575,2.12304177353483,0.006127395317441518,-2.16857495355963,-2.50399852147408,-0.198625024663892,0.07490376533024887,0.93558408604396,-0.979344588916,-1.37103244282522,2.57628556480724,1.57636765230537,0.604418617821223,-0.913848563432576,-0.135357110966718,1.73895312902741,-0.653082021874899,-0.329473696342845,-1.27332631086363,-1.19645334632307,-2.02616088270467,2.84804106628854,-1.45712098793612,2.2373989508147,2.2175205291279,-1.10147661948504,-0.560281106878499,2.37433572461239,0.657394162941549,-1.69598691501732,2.48635040308907,1.23669857699699,2.77071867408109,1.35218504984555,-0.611586045868268,0.993815533529465,0.492094940602394,1.22095722173969,0.5267878289078,2.00190320634326,0.749791986986169,0.462176516053117,-1.57352770727488,-0.761664311197966,0.257544452610804,-2.25309421225915,1.14801315738874,-1.49701424884264,-2.1967556985255,-2.99405559875997,-1.89561693995298,-0.06159342404097588,-2.45421646436554,-1.30695370453127,0.419814078579282,0.361063128339452,1.63324994184047,-2.38386879163946,-0.731585710433737,-0.471613898502506,1.48594099776154,3.02019451393918,2.96111685580802,-0.251447332425092,2.30801327771616,1.41049610667648,-1.65875319976637,-0.123045511508826,-1.11013738410385,0.806371430389667,-0.378360614230359,-0.314738086563806,0.159621194404756,-0.813368714242037,1.82697780622713,0.870618124186931,1.89279379973424,-2.79493014841862,0.191827279656572,-2.94166224131925,-1.82319595390205,1.06936176277543,-2.65326046971885,0.832701927915909,0.03993160856612499,-0.507798141748419,-1.05053534233581,0.297037487479918,-0.391409717782114,-1.78025653081299,-0.844587966952417
5,1.06034306155934,0.335087853806951,-2.7291259144303,1.34640083549062,-3.10556419678981,1.91751689133497,2.04910646850471,0.005344838134403832,-2.04453490493281,-2.52043549629631,-0.186471272947905,0.0934951722756063,0.941491707106713,-1.01051951143133,-1.37960615470405,2.62000029459613,1.58457910583095,0.64676331977048,-0.888183376117866,-0.125201002123734,1.68743690318538,-0.698853390615167,-0.336856256131708,-1.2446148040794,-1.15566124604485,-2.00865487982533,2.87028691125346,-1.41641035329117,2.22294969999855,2.12616069340708,-1.08978628052497,-0.593728140984175,2.4590400017248,0.694144225141198,-1.6649336640087,2.52843254035709,1.25227932591953,2.66999024694366,1.3847944756375,-0.626423623581696,0.996937362013131,0.562012507446886,1.21234018585102,0.613037545202455,1.9543750654049,0.753673203420266,0.528185788850209,-1.5384278735699,-0.778262928814024,0.247047713617829,-2.33195783157513,1.17291765088395,-1.48462866016043,-2.21575347031584,-3.05047208395219,-1.89353291590285,-0.0291066011820073,-2.42819745415596,-1.29477043553763,0.468875136395334,0.364566507845175,1.62990623481764,-2.38063154829877,-0.728380548629694,-0.521752036929954,1.52304996255867,3.12321539274898,3.02695995659305,-0.253387440741587,2.40527027111676,1.48582086524552,-1.5988036391668,-0.09330918678066345,-1.1112292685794,0.798282905401014,-0.425894494734572,-0.313498787209379,0.1419853551021,-0.839931696563219,1.73097020416049,0.89316099201819,1.81739447937542,-2.77339066319784,0.176427570108671,-2.90452475161467,-1.84531655698942,1.09031171281626,-2.62317881434299,0.833513310380167,0.03754773263781723,-0.548493516472679,-1.02853338495607,0.298705537656122,-0.449038019706862,-1.77843345583009,-0.865264005908886
6,1.06570212788042,0.321995542862838,-2.64429301582704,1.31748748303025,-3.14094879946867,1.98853565581393,2.09782850025433,-0.01784451935849218,-2.1013262844508,-2.46969925241589,-0.193710470128751,0.114237982753712,0.950050522572851,-0.973426045597767,-1.3861657481141,2.61810108186656,1.55711963355113,0.632901031661634,-0.893113572611427,-0.132921392119626,1.72910041660654,-0.636994111174744,-0.329266493964292,-1.2565582579266,-1.20886092780709,-2.02673601010738,2.86920621399555,-1.4610165326963,2.24839750944516,2.19050507866639,-1.08122713861374,-0.551496567003121,2.34024761110748,0.679387495696473,-1.68794737949922,2.54353926924714,1.23263684571409,2.82340418813892,1.35975808796394,-0.572144273716646,0.99596640821451,0.528860889249811,1.20520105388697,0.583746769353172,2.01333910135576,0.753983271606821,0.501133126634218,-1.60364905571648,-0.757443168822843,0.252916174360205,-2.28959103402818,1.15854874239076,-1.50997981767478,-2.18602285627068,-3.00725190632316,-1.94818832968822,-0.02870177463625366,-2.40533303840707,-1.29243902218756,0.439269222274297,0.372538778600985,1.64750927938442,-2.33199116419144,-0.699845638958934,-0.481132921063727,1.50189869878626,3.00860181914436,2.93246150223399,-0.227799386405436,2.29482977583393,1.43670352860586,-1.6470450915321,-0.107507610700641,-1.14312402419574,0.795154643381179,-0.365312331154833,-0.285374875055556,0.156626359223157,-0.821897610031334,1.78217494825057,0.905072789654789,1.92185593329192,-2.70995691452923,0.194368433055478,-2.88250524965903,-1.8332383209888,1.09741895832024,-2.55235649254657,0.835897550124614,0.06227135409384427,-0.501693982571572,-1.03566595705983,0.304473051782995,-0.43353926161716,-1.79680200514656,-0.853581778512819
7,1.070226270834,0.361493934989377,-2.66875643487128,1.3487442140355,-3.11715198228313,1.93583848614075,2.0711803069504,0.02777386032141926,-2.04557659477829,-2.44518558043449,-0.161824144909405,0.117008284822626,0.930021050153733,-0.976951193219345,-1.37355994763505,2.62808543291805,1.57820103409401,0.667792195122891,-0.904631528590363,-0.09317463625705892,1.68316726910283,-0.687437162953062,-0.338532164552373,-1.25189572763163,-1.21379566708749,-1.96471881780482,2.88885274733478,-1.4585652763453,2.27188493765576,2.14595215098151,-1.10589155196936,-0.594410264773245,2.48623838277185,0.711403780071554,-1.639532111751,2.5872269907052,1.26357742257331,2.70056694308188,1.38640417175525,-0.621837408278225,1.01639185596739,0.567214816086438,1.23591813023879,0.622049967812359,1.99876177728591,0.780176835652316,0.537217877768452,-1.53769908543734,-0.818072536092019,0.283650934135264,-2.16924580764426,1.18852136878115,-1.49231857183034,-2.14581008503434,-3.0563562687209,-1.85393319713288,-0.03087194776391492,-2.38827117095693,-1.28736960847941,0.488807152176826,0.42533887943796,1.6417925474725,-2.29815724131709,-0.727932515038368,-0.488744156130671,1.53320460095914,3.10016017375562,3.02831753220972,-0.20784641779217,2.40940069913643,1.44911304788658,-1.60113254856917,-0.06127629668044558,-1.12613675735993,0.797363513465151,-0.369445234222223,-0.265630837642485,0.160616896733925,-0.845916753473862,1.7683554790531,0.923901844300769,1.82056272492792,-2.79653145480725,0.203992597841068,-2.89978689924019,-1.82364254602205,1.12246987020044,-2.54632048284016,0.843541143210202,0.07532930943435079,-0.531970095060349,-1.03810099311936,0.304363013535088,-0.456798522482883,-1.7609772062831,-0.870754958414717
8,1.07409285582326,0.294702953412899,-2.67793331786539,1.34433781593826,3.13867566773682,1.98491322006714,2.12701256271888,0.001854842605887527,-2.12629191703771,-2.49275286465161,-0.152489019124222,0.09712566745577704,0.949141336187097,-0.965173975388317,-1.36467417081541,2.6808139337746,1.57953474533737,0.621183238102001,-0.910529424235691,-0.120616810352467,1.73397121758677,-0.630818813572167,-0.296217483026011,-1.25391385348103,-1.17860238120759,-1.96461072425395,2.8755495387879,-1.42307071409986,2.24950200262542,2.21754255911913,-1.1092934497115,-0.542193749139434,2.38956319704848,0.668661485324626,-1.67675087673292,2.47517290420066,1.24126854820331,2.83285892207344,1.40308391743145,-0.57224521825557,1.02247887215117,0.504285722721192,1.21175908203134,0.559228503178837,2.02766450200434,0.751106122002068,0.479251759065788,-1.57828412945258,-0.779286473246594,0.215118060303583,-2.2853076014881,1.18614164206039,-1.48937941583756,-2.17456861624732,-3.01795710255365,-1.88943441618099,-0.04507317865336945,-2.42426362153932,-1.28900936413091,0.395526463107951,0.37257195360635,1.67518743915,-2.35859283081272,-0.702546351819557,-0.441410748676607,1.49620911823657,3.03152658842315,2.93058913665934,-0.223334594078337,2.34102704730463,1.44179384610974,-1.65444463150607,-0.07789400157576037,-1.12032640158255,0.773998449895932,-0.372219610503256,-0.249361956320036,0.129998586793227,-0.808521007917276,1.81139537783386,0.898041118509786,1.92356954998968,-2.7604177138221,0.18535444085507,-2.92270993016693,-1.80384043070354,1.12063652948174,-2.57843400433803,0.830206148761008,0.07837526245738417,-0.474557795107749,-1.0417748011232,0.261705006336753,-0.425408289803526,-1.76768018435057,-0.856961880667648
9,1.03061171540739,0.360354953494584,-2.6915824050233,1.31001463572896,-3.09752789601027,1.94256836038501,2.05049400654128,-0.0137875654156568,-2.10883990940226,-2.50410732998916,-0.177280532577258,0.131926733352475,0.892714874311079,-0.933410594894312,-1.34586231142916,2.6292915833557,1.613644633541,0.645815221228358,-0.915473420298663,-0.148891445873686,1.67758885105734,-0.668562985541039,-0.312852526525211,-1.27233062521185,-1.16019098389679,-2.01204883442645,2.85116838678775,-1.41615501663228,2.27681445717014,2.15599154009167,-1.05247980361893,-0.60370575645785,2.49801651617707,0.684671082883723,-1.69028045602251,2.52754286907605,1.26550144943992,2.70294533554198,1.37246427169143,-0.64456705139216,0.960181556036251,0.538118794835507,1.21251611376782,0.606282326685095,2.00568493909718,0.749739499958626,0.520932484563521,-1.56999990414415,-0.776030296379776,0.277520822881975,-2.20432508411065,1.18291010574256,-1.47018353867531,-2.17157910630893,-3.02055379227851,-1.93047142093634,-0.06075366952412205,-2.39917276855708,-1.29723090777129,0.476972441332402,0.434660070977582,1.65688250777047,-2.34507879527679,-0.734822937208611,-0.464491947995972,1.51926866676805,3.0799083948835,3.00808878933448,-0.236879056024413,2.38572504373237,1.43820752654114,-1.61942567087865,-0.102429163634309,-1.08319030222922,0.786266861379526,-0.402863190766019,-0.285519097715061,0.179038461060104,-0.808540915282444,1.79461524784115,0.869632785658242,1.82924664403551,-2.76893368267422,0.229107658626473,-2.89602844943787,-1.87120669729356,1.04535269991237,-2.55508906799762,0.809148216511616,0.0773912303908649,-0.518899686050654,-1.0064662649438,0.338949445088675,-0.44781232095651,-1.75832060982961,-0.860417377971552
